Discipline,Gender,Event,phase,Eventunit,ENG Description,FRA Description,KOR Description,ENG longdescription,FRA longdescription,KOR longdescription,Level,Order,schedule,medalflag,Eventunittype,cisSchedule,infoSchedule,ENG unit Description,FRA unit Description,KOR unit Description,Old DDGEEEPUU
ALP,X,PLTEAM4-----------,8FNL,--------,Alpine Team Event 1/8 Finals,"Épreuve alpine par équipes, 1/8 finale",알파인 스키 혼성 단체전 16강전,Alpine Team Event 1/8 Finals,"Épreuve alpine par équipes, huitièmes de finale",알파인 스키 혼성 단체전 16강전,Phase,,N,0,NONE,N,N,1/8 Finals,Huitièmes de finale,16강전,
ALP,X,PLTEAM4-----------,8FNL,00010000,Alpine Team Event 1/8 Final 1,"Épreuve alpine par équipes, 1/8 finale 1",알파인 스키 혼성 단체전 16강전 1,Alpine Team Event 1/8 Final 1,"Épreuve alpine par équipes, huitième de finale 1",알파인 스키 혼성 단체전 16강전 1,Unit,,Y,0,HNOC,Y,Y,1/8 Final 1,Huitième de finale 1,16강전 1,
ALP,X,PLTEAM4-----------,8FNL,00010001,Alpine Team Event 1/8 Final 1 Run 1,"Ép. alp. par éq., 1/8 finale 1, manche 1",알파인 스키 혼성 단체전 16강전 1 런 1,Alpine Team Event 1/8 Final 1 Run 1,"Épreuve alpine par équipes, huitième de finale 1, manche 1",알파인 스키 혼성 단체전 16강전 1 런 1,SubUnit,,N,0,HATH,N,N,1/8 Final 1 Run 1,"Huitième de finale 1, manche 1",16강전 1 런 1,
ALP,X,PLTEAM4-----------,8FNL,00010002,Alpine Team Event 1/8 Final 1 Run 2,"Ép. alp. par éq., 1/8 finale 1, manche 2",알파인 스키 혼성 단체전 16강전 1 런 2,Alpine Team Event 1/8 Final 1 Run 2,"Épreuve alpine par équipes, huitième de finale 1, manche 2",알파인 스키 혼성 단체전 16강전 1 런 2,SubUnit,,N,0,HATH,N,N,1/8 Final 1 Run 2,"Huitième de finale 1, manche 2",16강전 1 런 2,
ALP,X,PLTEAM4-----------,8FNL,00010003,Alpine Team Event 1/8 Final 1 Run 3,"Ép. alp. par éq., 1/8 finale 1, manche 3",알파인 스키 혼성 단체전 16강전 1 런 3,Alpine Team Event 1/8 Final 1 Run 3,"Épreuve alpine par équipes, huitième de finale 1, manche 3",알파인 스키 혼성 단체전 16강전 1 런 3,SubUnit,,N,0,HATH,N,N,1/8 Final 1 Run 3,"Huitième de finale 1, manche 3",16강전 1 런 3,
ALP,X,PLTEAM4-----------,8FNL,00010004,Alpine Team Event 1/8 Final 1 Run 4,"Ép. alp. par éq., 1/8 finale 1, manche 4",알파인 스키 혼성 단체전 16강전 1 런 4,Alpine Team Event 1/8 Final 1 Run 4,"Épreuve alpine par équipes, huitième de finale 1, manche 4",알파인 스키 혼성 단체전 16강전 1 런 4,SubUnit,,N,0,HATH,N,N,1/8 Final 1 Run 4,"Huitième de finale 1, manche 4",16강전 1 런 4,
ALP,X,PLTEAM4-----------,8FNL,00020000,Alpine Team Event 1/8 Final 2,"Épreuve alpine par équipes, 1/8 finale 2",알파인 스키 혼성 단체전 16강전 2,Alpine Team Event 1/8 Final 2,"Épreuve alpine par équipes, huitième de finale 2",알파인 스키 혼성 단체전 16강전 2,Unit,,Y,0,HNOC,Y,Y,1/8 Final 2,Huitième de finale 2,16강전 2,
ALP,X,PLTEAM4-----------,8FNL,00020001,Alpine Team Event 1/8 Final 2 Run 1,"Ép. alp. par éq., 1/8 finale 2, manche 1",알파인 스키 혼성 단체전 16강전 2 런 1,Alpine Team Event 1/8 Final 2 Run 1,"Épreuve alpine par équipes, huitième de finale 2, manche 1",알파인 스키 혼성 단체전 16강전 2 런 1,SubUnit,,N,0,HATH,N,N,1/8 Final 2 Run 1,"Huitième de finale 2, manche 1",16강전 2 런 1,
ALP,X,PLTEAM4-----------,8FNL,00020002,Alpine Team Event 1/8 Final 2 Run 2,"Ép. alp. par éq., 1/8 finale 2, manche 2",알파인 스키 혼성 단체전 16강전 2 런 2,Alpine Team Event 1/8 Final 2 Run 2,"Épreuve alpine par équipes, huitième de finale 2, manche 2",알파인 스키 혼성 단체전 16강전 2 런 2,SubUnit,,N,0,HATH,N,N,1/8 Final 2 Run 2,"Huitième de finale 2, manche 2",16강전 2 런 2,
ALP,X,PLTEAM4-----------,8FNL,00020003,Alpine Team Event 1/8 Final 2 Run 3,"Ép. alp. par éq., 1/8 finale 2, manche 3",알파인 스키 혼성 단체전 16강전 2 런 3,Alpine Team Event 1/8 Final 2 Run 3,"Épreuve alpine par équipes, huitième de finale 2, manche 3",알파인 스키 혼성 단체전 16강전 2 런 3,SubUnit,,N,0,HATH,N,N,1/8 Final 2 Run 3,"Huitième de finale 2, manche 3",16강전 2 런 3,
ALP,X,PLTEAM4-----------,8FNL,00020004,Alpine Team Event 1/8 Final 2 Run 4,"Ép. alp. par éq., 1/8 finale 2, manche 4",알파인 스키 혼성 단체전 16강전 2 런 4,Alpine Team Event 1/8 Final 2 Run 4,"Épreuve alpine par équipes, huitième de finale 2, manche 4",알파인 스키 혼성 단체전 16강전 2 런 4,SubUnit,,N,0,HATH,N,N,1/8 Final 2 Run 4,"Huitième de finale 2, manche 4",16강전 2 런 4,
ALP,X,PLTEAM4-----------,8FNL,00030000,Alpine Team Event 1/8 Final 3,"Épreuve alpine par équipes, 1/8 finale 3",알파인 스키 혼성 단체전 16강전 3,Alpine Team Event 1/8 Final 3,"Épreuve alpine par équipes, huitième de finale 3",알파인 스키 혼성 단체전 16강전 3,Unit,,Y,0,HNOC,Y,Y,1/8 Final 3,Huitième de finale 3,16강전 3,
ALP,X,PLTEAM4-----------,8FNL,00030001,Alpine Team Event 1/8 Final 3 Run 1,"Ép. alp. par éq., 1/8 finale 3, manche 1",알파인 스키 혼성 단체전 16강전 3 런 1,Alpine Team Event 1/8 Final 3 Run 1,"Épreuve alpine par équipes, huitième de finale 3, manche 1",알파인 스키 혼성 단체전 16강전 3 런 1,SubUnit,,N,0,HATH,N,N,1/8 Final 3 Run 1,"Huitième de finale 3, manche 1",16강전 3 런 1,
ALP,X,PLTEAM4-----------,8FNL,00030002,Alpine Team Event 1/8 Final 3 Run 2,"Ép. alp. par éq., 1/8 finale 3, manche 2",알파인 스키 혼성 단체전 16강전 3 런 2,Alpine Team Event 1/8 Final 3 Run 2,"Épreuve alpine par équipes, huitième de finale 3, manche 2",알파인 스키 혼성 단체전 16강전 3 런 2,SubUnit,,N,0,HATH,N,N,1/8 Final 3 Run 2,"Huitième de finale 3, manche 2",16강전 3 런 2,
ALP,X,PLTEAM4-----------,8FNL,00030003,Alpine Team Event 1/8 Final 3 Run 3,"Ép. alp. par éq., 1/8 finale 3, manche 3",알파인 스키 혼성 단체전 16강전 3 런 3,Alpine Team Event 1/8 Final 3 Run 3,"Épreuve alpine par équipes, huitième de finale 3, manche 3",알파인 스키 혼성 단체전 16강전 3 런 3,SubUnit,,N,0,HATH,N,N,1/8 Final 3 Run 3,"Huitième de finale 3, manche 3",16강전 3 런 3,
ALP,X,PLTEAM4-----------,8FNL,00030004,Alpine Team Event 1/8 Final 3 Run 4,"Ép. alp. par éq., 1/8 finale 3, manche 4",알파인 스키 혼성 단체전 16강전 3 런 4,Alpine Team Event 1/8 Final 3 Run 4,"Épreuve alpine par équipes, huitième de finale 3, manche 4",알파인 스키 혼성 단체전 16강전 3 런 4,SubUnit,,N,0,HATH,N,N,1/8 Final 3 Run 4,"Huitième de finale 3, manche 4",16강전 3 런 4,
ALP,X,PLTEAM4-----------,8FNL,00040000,Alpine Team Event 1/8 Final 4,"Épreuve alpine par équipes, 1/8 finale 4",알파인 스키 혼성 단체전 16강전 4,Alpine Team Event 1/8 Final 4,"Épreuve alpine par équipes, huitième de finale 4",알파인 스키 혼성 단체전 16강전 4,Unit,,Y,0,HNOC,Y,Y,1/8 Final 4,Huitième de finale 4,16강전 4,
ALP,X,PLTEAM4-----------,8FNL,00040001,Alpine Team Event 1/8 Final 4 Run 1,"Ép. alp. par éq., 1/8 finale 4, manche 1",알파인 스키 혼성 단체전 16강전 4 런 1,Alpine Team Event 1/8 Final 4 Run 1,"Épreuve alpine par équipes, huitième de finale 4, manche 1",알파인 스키 혼성 단체전 16강전 4 런 1,SubUnit,,N,0,HATH,N,N,1/8 Final 4 Run 1,"Huitième de finale 4, manche 1",16강전 4 런 1,
ALP,X,PLTEAM4-----------,8FNL,00040002,Alpine Team Event 1/8 Final 4 Run 2,"Ép. alp. par éq., 1/8 finale 4, manche 2",알파인 스키 혼성 단체전 16강전 4 런 2,Alpine Team Event 1/8 Final 4 Run 2,"Épreuve alpine par équipes, huitième de finale 4, manche 2",알파인 스키 혼성 단체전 16강전 4 런 2,SubUnit,,N,0,HATH,N,N,1/8 Final 4 Run 2,"Huitième de finale 4, manche 2",16강전 4 런 2,
ALP,X,PLTEAM4-----------,8FNL,00040003,Alpine Team Event 1/8 Final 4 Run 3,"Ép. alp. par éq., 1/8 finale 4, manche 3",알파인 스키 혼성 단체전 16강전 4 런 3,Alpine Team Event 1/8 Final 4 Run 3,"Épreuve alpine par équipes, huitième de finale 4, manche 3",알파인 스키 혼성 단체전 16강전 4 런 3,SubUnit,,N,0,HATH,N,N,1/8 Final 4 Run 3,"Huitième de finale 4, manche 3",16강전 4 런 3,
ALP,X,PLTEAM4-----------,8FNL,00040004,Alpine Team Event 1/8 Final 4 Run 4,"Ép. alp. par éq., 1/8 finale 4, manche 4",알파인 스키 혼성 단체전 16강전 4 런 4,Alpine Team Event 1/8 Final 4 Run 4,"Épreuve alpine par équipes, huitième de finale 4, manche 4",알파인 스키 혼성 단체전 16강전 4 런 4,SubUnit,,N,0,HATH,N,N,1/8 Final 4 Run 4,"Huitième de finale 4, manche 4",16강전 4 런 4,
ALP,X,PLTEAM4-----------,8FNL,00050000,Alpine Team Event 1/8 Final 5,"Épreuve alpine par équipes, 1/8 finale 5",알파인 스키 혼성 단체전 16강전 5,Alpine Team Event 1/8 Final 5,"Épreuve alpine par équipes, huitième de finale 5",알파인 스키 혼성 단체전 16강전 5,Unit,,Y,0,HNOC,Y,Y,1/8 Final 5,Huitième de finale 5,16강전 5,
ALP,X,PLTEAM4-----------,8FNL,00050001,Alpine Team Event 1/8 Final 5 Run 1,"Ép. alp. par éq., 1/8 finale 5, manche 1",알파인 스키 혼성 단체전 16강전 5 런 1,Alpine Team Event 1/8 Final 5 Run 1,"Épreuve alpine par équipes, huitième de finale 5, manche 1",알파인 스키 혼성 단체전 16강전 5 런 1,SubUnit,,N,0,HATH,N,N,1/8 Final 5 Run 1,"Huitième de finale 5, manche 1",16강전 5 런 1,
ALP,X,PLTEAM4-----------,8FNL,00050002,Alpine Team Event 1/8 Final 5 Run 2,"Ép. alp. par éq., 1/8 finale 5, manche 2",알파인 스키 혼성 단체전 16강전 5 런 2,Alpine Team Event 1/8 Final 5 Run 2,"Épreuve alpine par équipes, huitième de finale 5, manche 2",알파인 스키 혼성 단체전 16강전 5 런 2,SubUnit,,N,0,HATH,N,N,1/8 Final 5 Run 2,"Huitième de finale 5, manche 2",16강전 5 런 2,
ALP,X,PLTEAM4-----------,8FNL,00050003,Alpine Team Event 1/8 Final 5 Run 3,"Ép. alp. par éq., 1/8 finale 5, manche 3",알파인 스키 혼성 단체전 16강전 5 런 3,Alpine Team Event 1/8 Final 5 Run 3,"Épreuve alpine par équipes, huitième de finale 5, manche 3",알파인 스키 혼성 단체전 16강전 5 런 3,SubUnit,,N,0,HATH,N,N,1/8 Final 5 Run 3,"Huitième de finale 5, manche 3",16강전 5 런 3,
ALP,X,PLTEAM4-----------,8FNL,00050004,Alpine Team Event 1/8 Final 5 Run 4,"Ép. alp. par éq., 1/8 finale 5, manche 4",알파인 스키 혼성 단체전 16강전 5 런 4,Alpine Team Event 1/8 Final 5 Run 4,"Épreuve alpine par équipes, huitième de finale 5, manche 4",알파인 스키 혼성 단체전 16강전 5 런 4,SubUnit,,N,0,HATH,N,N,1/8 Final 5 Run 4,"Huitième de finale 5, manche 4",16강전 5 런 4,
ALP,X,PLTEAM4-----------,8FNL,00060000,Alpine Team Event 1/8 Final 6,"Épreuve alpine par équipes, 1/8 finale 6",알파인 스키 혼성 단체전 16강전 6,Alpine Team Event 1/8 Final 6,"Épreuve alpine par équipes, huitième de finale 6",알파인 스키 혼성 단체전 16강전 6,Unit,,Y,0,HNOC,Y,Y,1/8 Final 6,Huitième de finale 6,16강전 6,
ALP,X,PLTEAM4-----------,8FNL,00060001,Alpine Team Event 1/8 Final 6 Run 1,"Ép. alp. par éq., 1/8 finale 6, manche 1",알파인 스키 혼성 단체전 16강전 6 런 1,Alpine Team Event 1/8 Final 6 Run 1,"Épreuve alpine par équipes, huitième de finale 6, manche 1",알파인 스키 혼성 단체전 16강전 6 런 1,SubUnit,,N,0,HATH,N,N,1/8 Final 6 Run 1,"Huitième de finale 6, manche 1",16강전 6 런 1,
ALP,X,PLTEAM4-----------,8FNL,00060002,Alpine Team Event 1/8 Final 6 Run 2,"Ép. alp. par éq., 1/8 finale 6, manche 2",알파인 스키 혼성 단체전 16강전 6 런 2,Alpine Team Event 1/8 Final 6 Run 2,"Épreuve alpine par équipes, huitième de finale 6, manche 2",알파인 스키 혼성 단체전 16강전 6 런 2,SubUnit,,N,0,HATH,N,N,1/8 Final 6 Run 2,"Huitième de finale 6, manche 2",16강전 6 런 2,
ALP,X,PLTEAM4-----------,8FNL,00060003,Alpine Team Event 1/8 Final 6 Run 3,"Ép. alp. par éq., 1/8 finale 6, manche 3",알파인 스키 혼성 단체전 16강전 6 런 3,Alpine Team Event 1/8 Final 6 Run 3,"Épreuve alpine par équipes, huitième de finale 6, manche 3",알파인 스키 혼성 단체전 16강전 6 런 3,SubUnit,,N,0,HATH,N,N,1/8 Final 6 Run 3,"Huitième de finale 6, manche 3",16강전 6 런 3,
ALP,X,PLTEAM4-----------,8FNL,00060004,Alpine Team Event 1/8 Final 6 Run 4,"Ép. alp. par éq., 1/8 finale 6, manche 4",알파인 스키 혼성 단체전 16강전 6 런 4,Alpine Team Event 1/8 Final 6 Run 4,"Épreuve alpine par équipes, huitième de finale 6, manche 4",알파인 스키 혼성 단체전 16강전 6 런 4,SubUnit,,N,0,HATH,N,N,1/8 Final 6 Run 4,"Huitième de finale 6, manche 4",16강전 6 런 4,
ALP,X,PLTEAM4-----------,8FNL,00070000,Alpine Team Event 1/8 Final 7,"Épreuve alpine par équipes, 1/8 finale 7",알파인 스키 혼성 단체전 16강전 7,Alpine Team Event 1/8 Final 7,"Épreuve alpine par équipes, huitième de finale 7",알파인 스키 혼성 단체전 16강전 7,Unit,,Y,0,HNOC,Y,Y,1/8 Final 7,Huitième de finale 7,16강전 7,
ALP,X,PLTEAM4-----------,8FNL,00070001,Alpine Team Event 1/8 Final 7 Run 1,"Ép. alp. par éq., 1/8 finale 7, manche 1",알파인 스키 혼성 단체전 16강전 7 런 1,Alpine Team Event 1/8 Final 7 Run 1,"Épreuve alpine par équipes, huitième de finale 7, manche 1",알파인 스키 혼성 단체전 16강전 7 런 1,SubUnit,,N,0,HATH,N,N,1/8 Final 7 Run 1,"Huitième de finale 7, manche 1",16강전 7 런 1,
ALP,X,PLTEAM4-----------,8FNL,00070002,Alpine Team Event 1/8 Final 7 Run 2,"Ép. alp. par éq., 1/8 finale 7, manche 2",알파인 스키 혼성 단체전 16강전 7 런 2,Alpine Team Event 1/8 Final 7 Run 2,"Épreuve alpine par équipes, huitième de finale 7, manche 2",알파인 스키 혼성 단체전 16강전 7 런 2,SubUnit,,N,0,HATH,N,N,1/8 Final 7 Run 2,"Huitième de finale 7, manche 2",16강전 7 런 2,
ALP,X,PLTEAM4-----------,8FNL,00070003,Alpine Team Event 1/8 Final 7 Run 3,"Ép. alp. par éq., 1/8 finale 7, manche 3",알파인 스키 혼성 단체전 16강전 7 런 3,Alpine Team Event 1/8 Final 7 Run 3,"Épreuve alpine par équipes, huitième de finale 7, manche 3",알파인 스키 혼성 단체전 16강전 7 런 3,SubUnit,,N,0,HATH,N,N,1/8 Final 7 Run 3,"Huitième de finale 7, manche 3",16강전 7 런 3,
ALP,X,PLTEAM4-----------,8FNL,00070004,Alpine Team Event 1/8 Final 7 Run 4,"Ép. alp. par éq., 1/8 finale 7, manche 4",알파인 스키 혼성 단체전 16강전 7 런 4,Alpine Team Event 1/8 Final 7 Run 4,"Épreuve alpine par équipes, huitième de finale 7, manche 4",알파인 스키 혼성 단체전 16강전 7 런 4,SubUnit,,N,0,HATH,N,N,1/8 Final 7 Run 4,"Huitième de finale 7, manche 4",16강전 7 런 4,
ALP,X,PLTEAM4-----------,8FNL,00080000,Alpine Team Event 1/8 Final 8,"Épreuve alpine par équipes, 1/8 finale 8",알파인 스키 혼성 단체전 16강전 8,Alpine Team Event 1/8 Final 8,"Épreuve alpine par équipes, huitième de finale 8",알파인 스키 혼성 단체전 16강전 8,Unit,,Y,0,HNOC,Y,Y,1/8 Final 8,Huitième de finale 8,16강전 8,
