Discipline,Gender,Event,phase,Eventunit,ENG Description,FRA Description,KOR Description,ENG longdescription,FRA longdescription,KOR longdescription,Level,Order,schedule,medalflag,Eventunittype,cisSchedule,infoSchedule,ENG unit Description,FRA unit Description,KOR unit Description,Old DDGEEEPUU
ALP,X,PLTEAM4-----------,QFNL,00040004,Alpine Team Event Quarterfinal 4 Run 4,"Ép. alp. équipes, 1/4 finale 4, manche 4",알파인 스키 혼성 단체전 준준결승 4 런 4,Alpine Team Event Quarterfinal 4 Run 4,"Épreuve alpine par équipes, quart de finale 4, manche 4",알파인 스키 혼성 단체전 준준결승 4 런 4,SubUnit,,N,0,HATH,N,N,Quarterfinal 4 Run 4,"Quart de finale 4, manche 4",준준결승 4 런 4,
ALP,X,PLTEAM4-----------,SFNL,--------,Alpine Team Event Semifinals,"Épreuve alpine par équipes, 1/2 finale",알파인 스키 혼성 단체전 준결승,Alpine Team Event Semifinals,"Épreuve alpine par équipes, demi-finales",알파인 스키 혼성 단체전 준결승,Phase,,N,0,NONE,N,N,Semifinals,Demi-finales,준결승,
ALP,X,PLTEAM4-----------,SFNL,00010000,Alpine Team Event Semifinal 1,"Épreuve alpine par équipes, 1/2 finale 1",알파인 스키 혼성 단체전 준결승 1,Alpine Team Event Semifinal 1,"Épreuve alpine par équipes, demi-finale 1",알파인 스키 혼성 단체전 준결승 1,Unit,,Y,0,HNOC,Y,Y,Semifinal 1,Demi-finale 1,준결승 1,
ALP,X,PLTEAM4-----------,SFNL,00010001,Alpine Team Event Semifinal 1 Run 1,"Ép. alp. équipes, 1/2 finale 1, manche 1",알파인 스키 혼성 단체전 준결승 1 런 1,Alpine Team Event Semifinal 1 Run 1,"Épreuve alpine par équipes, demi-finale 1, manche 1",알파인 스키 혼성 단체전 준결승 1 런 1,SubUnit,,N,0,HATH,N,N,Semifinal 1 Run 1,"Demi-finale 1, manche 1",준결승 1 런 1,
ALP,X,PLTEAM4-----------,SFNL,00010002,Alpine Team Event Semifinal 1 Run 2,"Ép. alp. équipes, 1/2 finale 1, manche 2",알파인 스키 혼성 단체전 준결승 1 런 2,Alpine Team Event Semifinal 1 Run 2,"Épreuve alpine par équipes, demi-finale 1, manche 2",알파인 스키 혼성 단체전 준결승 1 런 2,SubUnit,,N,0,HATH,N,N,Semifinal 1 Run 2,"Demi-finale 1, manche 2",준결승 1 런 2,
ALP,X,PLTEAM4-----------,SFNL,00010003,Alpine Team Event Semifinal 1 Run 3,"Ép. alp. équipes, 1/2 finale 1, manche 3",알파인 스키 혼성 단체전 준결승 1 런 3,Alpine Team Event Semifinal 1 Run 3,"Épreuve alpine par équipes, demi-finale 1, manche 3",알파인 스키 혼성 단체전 준결승 1 런 3,SubUnit,,N,0,HATH,N,N,Semifinal 1 Run 3,"Demi-finale 1, manche 3",준결승 1 런 3,
ALP,X,PLTEAM4-----------,SFNL,00010004,Alpine Team Event Semifinal 1 Run 4,"Ép. alp. équipes, 1/2 finale 1, manche 4",알파인 스키 혼성 단체전 준결승 1 런 4,Alpine Team Event Semifinal 1 Run 4,"Épreuve alpine par équipes, demi-finale 1, manche 4",알파인 스키 혼성 단체전 준결승 1 런 4,SubUnit,,N,0,HATH,N,N,Semifinal 1 Run 4,"Demi-finale 1, manche 4",준결승 1 런 4,
ALP,X,PLTEAM4-----------,SFNL,00020000,Alpine Team Event Semifinal 2,"Épreuve alpine par équipes, 1/2 finale 2",알파인 스키 혼성 단체전 준결승 2,Alpine Team Event Semifinal 2,"Épreuve alpine par équipes, demi-finale 2",알파인 스키 혼성 단체전 준결승 2,Unit,,Y,0,HNOC,Y,Y,Semifinal 2,Demi-finale 2,준결승 2,
ALP,X,PLTEAM4-----------,SFNL,00020001,Alpine Team Event Semifinal 2 Run 1,"Ép. alp. équipes, 1/2 finale 2, manche 1",알파인 스키 혼성 단체전 준결승 2 런 1,Alpine Team Event Semifinal 2 Run 1,"Épreuve alpine par équipes, demi-finale 2, manche 1",알파인 스키 혼성 단체전 준결승 2 런 1,SubUnit,,N,0,HATH,N,N,Semifinal 2 Run 1,"Demi-finale 2, manche 1",준결승 2 런 1,
ALP,X,PLTEAM4-----------,SFNL,00020002,Alpine Team Event Semifinal 2 Run 2,"Ép. alp. équipes, 1/2 finale 2, manche 2",알파인 스키 혼성 단체전 준결승 2 런 2,Alpine Team Event Semifinal 2 Run 2,"Épreuve alpine par équipes, demi-finale 2, manche 2",알파인 스키 혼성 단체전 준결승 2 런 2,SubUnit,,N,0,HATH,N,N,Semifinal 2 Run 2,"Demi-finale 2, manche 2",준결승 2 런 2,
ALP,X,PLTEAM4-----------,SFNL,00020003,Alpine Team Event Semifinal 2 Run 3,"Ép. alp. équipes, 1/2 finale 2, manche 3",알파인 스키 혼성 단체전 준결승 2 런 3,Alpine Team Event Semifinal 2 Run 3,"Épreuve alpine par équipes, demi-finale 2, manche 3",알파인 스키 혼성 단체전 준결승 2 런 3,SubUnit,,N,0,HATH,N,N,Semifinal 2 Run 3,"Demi-finale 2, manche 3",준결승 2 런 3,
ALP,X,PLTEAM4-----------,SFNL,00020004,Alpine Team Event Semifinal 2 Run 4,"Ép. alp. équipes, 1/2 finale 2, manche 4",알파인 스키 혼성 단체전 준결승 2 런 4,Alpine Team Event Semifinal 2 Run 4,"Épreuve alpine par équipes, demi-finale 2, manche 4",알파인 스키 혼성 단체전 준결승 2 런 4,SubUnit,,N,0,HATH,N,N,Semifinal 2 Run 4,"Demi-finale 2, manche 4",준결승 2 런 4,
ALP,X,PLTEAM4-----------,VICT,FLOWER--,Alpine Team Event Venue Ceremony,"Ép. alpine équipes, cérémonie du site",알파인 스키 혼성 단체전 시상식,Alpine Team Event Venue Ceremony,"Épreuve alpine par équipes, cérémonie du site",알파인 스키 혼성 단체전 시상식,Medals,,Y,0,NONE,N,Y,Venue Ceremony,Cérémonie du site,시상식,
ALP,X,PLTEAM4-----------,VICT,MEDAL---,Alpine Team Event Victory Ceremony,"Ép. alpine équipes, cérémonie vainqueurs",알파인 스키 혼성 단체전 메달 시상식,Alpine Team Event Victory Ceremony,"Épreuve alpine par équipes, cérémonie des vainqueurs",알파인 스키 혼성 단체전 메달 시상식,Medals,,Y,0,NONE,N,Y,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,
BOB,-,------------------,----,--------,Bobsleigh,Bobsleigh,봅슬레이,Bobsleigh,Bobsleigh,봅슬레이,Discipline,,N,0,NONE,N,N,,,,BS0000000
BOB,-,------------------,----,ASL-----,BOB ASL Local On/Off / KA,BOB ASL Local On/Off / KA,BOB ASL Local On/Off / KA,BOB ASL Local On/Off / KA,BOB ASL Local On/Off / KA,BOB ASL Local On/Off / KA,Venue,,N,0,NONE,N,N,,,,BS0SLV000
BOB,-,------------------,DRAW,--------,Bobsleigh Draw,"Bobsleigh, tirage au sort",봅슬레이 추첨,Bobsleigh Draw,"Bobsleigh, tirage au sort",봅슬레이 추첨,Draw,,N,0,NONE,N,N,Draw,Tirage au sort,추첨,
BOB,-,------------------,DRAW,000100--,Bobsleigh Draw,"Bobsleigh, tirage au sort",봅슬레이 추첨,Bobsleigh Draw,"Bobsleigh, tirage au sort",봅슬레이 추첨,Draw,,Y,0,NONE,N,Y,Draw,Tirage au sort,추첨,BS0000E01
BOB,-,------------------,DRAW,000200--,Bobsleigh Draw,"Bobsleigh, tirage au sort",봅슬레이 추첨,Bobsleigh Draw,"Bobsleigh, tirage au sort",봅슬레이 추첨,Draw,,Y,0,NONE,N,Y,Draw,Tirage au sort,추첨,BS0000E02
BOB,-,------------------,MEET,--------,"Bobsleigh, Team Captain Meeting","Bobsleigh, réunion chefs d'équipe","봅슬레이, 팀대표자회의","Bobsleigh, Team Captain Meeting","Bobsleigh, réunion des chefs d'équipe","봅슬레이, 팀대표자회의",Meeting,,N,0,NONE,N,N,Team Captain Meeting,Réunion des chefs d'équipe,팀대표자회의,
BOB,-,------------------,MEET,000100--,"Bobsleigh, Team Captain Meeting","Bobsleigh, réunion chefs d'équipe","봅슬레이, 팀대표자회의","Bobsleigh, Team Captain Meeting","Bobsleigh, réunion des chefs d'équipe","봅슬레이, 팀대표자회의",Meeting,,Y,0,NONE,N,Y,Team Captain Meeting,Réunion des chefs d'équipe,팀대표자회의,BS0000T01
BOB,-,------------------,MEET,000200--,"Bobsleigh, Team Captain Meeting","Bobsleigh, réunion chefs d'équipe","봅슬레이, 팀대표자회의","Bobsleigh, Team Captain Meeting","Bobsleigh, réunion des chefs d'équipe","봅슬레이, 팀대표자회의",Meeting,,Y,0,NONE,N,Y,Team Captain Meeting,Réunion des chefs d'équipe,팀대표자회의,BS0000T02
BOB,-,CANCEL------------,----,000100--,No competition,Pas de compétition,경기 없음,No competition,Pas de compétition,경기 없음,Unit,,Y,0,NONE,Y,Y,,,,
BOB,-,CANCEL------------,----,000200--,No competition,Pas de compétition,경기 없음,No competition,Pas de compétition,경기 없음,Unit,,Y,0,NONE,Y,Y,,,,
BOB,-,CANCEL------------,----,000300--,No competition,Pas de compétition,경기 없음,No competition,Pas de compétition,경기 없음,Unit,,Y,0,NONE,Y,Y,,,,
BOB,M,------------------,----,--------,Men's Bobsleigh,Bobsleigh hommes,봅슬레이 남자경기,Men's Bobsleigh,Bobsleigh hommes,봅슬레이 남자,Gender,,N,0,NONE,N,N,,,,BSM000000
BOB,M,TEAM2-------------,----,--------,2-man,Bob à deux hommes,남자 2인승,2-man,Bob à deux hommes,남자 2인승,Event,,N,0,NOC,N,N,,,,BSM020000
BOB,M,TEAM2-------------,DRAW,--------,2-man Draw,"Bob à deux hommes, tirage au sort",남자 2인승 추첨,2-man Draw,"Bob à deux hommes, tirage au sort",남자 2인승 추첨,Draw,,N,0,NONE,N,N,Draw,Tirage au sort,추첨,
BOB,M,TEAM2-------------,DRAW,000100--,2-man Draw,"Bob à deux hommes, tirage au sort",남자 2인승 추첨,2-man Draw,"Bob à deux hommes, tirage au sort",남자 2인승 추첨,Draw,,Y,0,NONE,N,Y,Draw,Tirage au sort,추첨,BSM020E01
BOB,M,TEAM2-------------,DRAW,000200--,2-man Draw,"Bob à deux hommes, tirage au sort",남자 2인승 추첨,2-man Draw,"Bob à deux hommes, tirage au sort",남자 2인승 추첨,Draw,,Y,0,NONE,N,Y,Draw,Tirage au sort,추첨,BSM020E02
BOB,M,TEAM2-------------,FNL-,--------,2-man,Bob à deux hommes,남자 2인승,2-man,Bob à deux hommes,남자 2인승,Phase,,N,0,NONE,N,N,,,,
BOB,M,TEAM2-------------,FNL-,000100--,2-man Heat 1,"Bob à deux hommes, manche 1",남자 2인승 1차 주행,2-man Heat 1,"Bob à deux hommes, manche 1",남자 2인승 1 차 주행,Unit,,Y,0,NOC,Y,Y,Heat 1,Manche 1,1차 주행,BSM020101
BOB,M,TEAM2-------------,FNL-,000200--,2-man Heat 2,"Bob à deux hommes, manche 2",남자 2인승 2차 주행,2-man Heat 2,"Bob à deux hommes, manche 2",남자 2인승 2 차 주행,Unit,,Y,0,NOC,Y,Y,Heat 2,Manche 2,2차 주행,BSM020102
BOB,M,TEAM2-------------,FNL-,000300--,2-man Heat 3,"Bob à deux hommes, manche 3",남자 2인승 3차 주행,2-man Heat 3,"Bob à deux hommes, manche 3",남자 2인승 3 차 주행,Unit,,Y,0,NOC,Y,Y,Heat 3,Manche 3,3차 주행,BSM020103
BOB,M,TEAM2-------------,FNL-,000400--,2-man Heat 4,"Bob à deux hommes, manche 4",남자 2인승 4차 주행,2-man Heat 4,"Bob à deux hommes, manche 4",남자 2인승 4 차 주행,Unit,,Y,1,NOC,Y,Y,Heat 4,Manche 4,4차 주행,BSM020104
BOB,M,TEAM2-------------,FNL-,F00102--,2-man Competition Day 1,"Bob à deux hommes, compétition, jour 1",남자 2인승 경기 1일,2-man Competition Day 1,"Bob à deux hommes, compétition, jour 1",남자 2인승 경기 1일,Unit,,N,0,NONE,N,N,Competition Day 1,"Compétition, jour 1",경기 1일,
BOB,M,TEAM2-------------,FNL-,F00304--,2-man Competition Day 2,"Bob à deux hommes, compétition, jour 2",남자 2인승 경기 2일 ,2-man Competition Day 2,"Bob à deux hommes, compétition, jour 2",남자 2인승 경기 2일,Unit,,N,0,NONE,N,N,Competition Day 2,"Compétition, jour 2",경기 2일,
BOB,M,TEAM2-------------,MEET,--------,2-man Team Captain Meeting,"Bob à deux hommes, réun. chefs d'équipe",남자 2인승 팀대표자회의,2-man Team Captain Meeting,"Bob à deux hommes, réunion des chefs d'équipe",남자 2인승 팀대표자회의,Meeting,,N,0,NONE,N,N,Team Captain Meeting,Réunion des chefs d'équipe,팀대표자회의,
BOB,M,TEAM2-------------,MEET,000100--,2-man Team Captain Meeting,"Bob à deux hommes, réun. chefs d'équipe",남자 2인승 팀대표자회의,2-man Team Captain Meeting,"Bob à deux hommes, réunion des chefs d'équipe",남자 2인승 팀대표자회의,Meeting,,Y,0,NONE,N,Y,Team Captain Meeting,Réunion des chefs d'équipe,팀대표자회의,BSM020T01
BOB,M,TEAM2-------------,MEET,000200--,2-man Team Captain Meeting,"Bob à deux hommes, réun. chefs d'équipe",남자 2인승 팀대표자회의,2-man Team Captain Meeting,"Bob à deux hommes, réunion des chefs d'équipe",남자 2인승 팀대표자회의,Meeting,,Y,0,NONE,N,Y,Team Captain Meeting,Réunion des chefs d'équipe,팀대표자회의,BSM020T02
BOB,M,TEAM2-------------,TRNO,--------,2-man Official Training,"Bob à deux hommes, entraînement officiel",남자 2인승 공식연습,2-man Official Training,"Bob à deux hommes, entraînement officiel",남자 2인승 공식 연습,Training,,N,0,NOC,N,N,Official Training,Entraînement officiel,공식 연습,BSM020O00
BOB,M,TEAM2-------------,TRNO,000100--,2-man Official Training Heat 1,"Bob à deux H, entr. officiel, manche 1",남자 2인승 공식연습 1차 주행,2-man Official Training Heat 1,"Bob à deux hommes, entraînement officiel, manche 1",남자 2인승 공식연습 1차 주행,Training,,Y,0,NOC,Y,Y,Official Training Heat 1,"Entraînement officiel, manche 1",공식 연습 1 차 주행,BSM020O01
BOB,M,TEAM2-------------,TRNO,000200--,2-man Official Training Heat 2,"Bob à deux H, entr. officiel, manche 2",남자 2인승 공식연습 2차 주행,2-man Official Training Heat 2,"Bob à deux hommes, entraînement officiel, manche 2",남자 2인승 공식연습 2차 주행,Training,,Y,0,NOC,Y,Y,Official Training Heat 2,"Entraînement officiel, manche 2",공식 연습 2 차 주행,BSM020O02
BOB,M,TEAM2-------------,TRNO,000300--,2-man Official Training Heat 3,"Bob à deux H, entr. officiel, manche 3",남자 2인승 공식연습 3차 주행,2-man Official Training Heat 3,"Bob à deux hommes, entraînement officiel, manche 3",남자 2인승 공식연습 3차 주행,Training,,Y,0,NOC,Y,Y,Official Training Heat 3,"Entraînement officiel, manche 3",공식 연습 3 차 주행,BSM020O03
BOB,M,TEAM2-------------,TRNO,000400--,2-man Official Training Heat 4,"Bob à deux H, entr. officiel, manche 4",남자 2인승 공식연습 4차 주행,2-man Official Training Heat 4,"Bob à deux hommes, entraînement officiel, manche 4",남자 2인승 공식연습 4차 주행,Training,,Y,0,NOC,Y,Y,Official Training Heat 4,"Entraînement officiel, manche 4",공식 연습 4 차 주행,BSM020O04
BOB,M,TEAM2-------------,TRNO,000500--,2-man Official Training Heat 5,"Bob à deux H, entr. officiel, manche 5",남자 2인승 공식연습 5차 주행,2-man Official Training Heat 5,"Bob à deux hommes, entraînement officiel, manche 5",남자 2인승 공식연습 5차 주행,Training,,Y,0,NOC,Y,Y,Official Training Heat 5,"Entraînement officiel, manche 5",공식 연습 5 차 주행,BSM020O05
BOB,M,TEAM2-------------,TRNO,000600--,2-man Official Training Heat 6,"Bob à deux H, entr. officiel, manche 6",남자 2인승 공식연습 6차 주행,2-man Official Training Heat 6,"Bob à deux hommes, entraînement officiel, manche 6",남자 2인승 공식연습 6차 주행,Training,,Y,0,NOC,Y,Y,Official Training Heat 6,"Entraînement officiel, manche 6",공식 연습 6 차 주행,BSM020O06
BOB,M,TEAM2-------------,TRNO,T00102--,2-man Official Training Heats 1 & 2,"Bob à deux H, entr. off., manches 1 & 2",남자 2인승 공식연습 1 & 2차 주행,2-man Official Training Heats 1 & 2,"Bob à deux hommes, entraînement officiel, manches 1 et 2",남자 2인승 공식연습 1 & 2차 주행,Training,,N,0,NOC,N,N,Official Training Heats 1 & 2,"Entraînement officiel, manches 1 et 2",공식 연습 1 & 2 차 주행,BSM020O10
BOB,M,TEAM2-------------,TRNO,T00304--,2-man Official Training Heats 3 & 4,"Bob à deux H, entr. off., manches 3 & 4",남자 2인승 공식연습 3 & 4차 주행,2-man Official Training Heats 3 & 4,"Bob à deux hommes, entraînement officiel, manches 3 et 4",남자 2인승 공식연습 3 & 4차 주행,Training,,N,0,NOC,N,N,Official Training Heats 3 & 4,"Entraînement officiel, manches 3 et 4",공식 연습 3 & 4 차 주행,BSM020O20
BOB,M,TEAM2-------------,TRNO,T00506--,2-man Official Training Heats 5 & 6,"Bob à deux H, entr. off., manches 5 & 6",남자 2인승 공식연습 5 & 6차 주행,2-man Official Training Heats 5 & 6,"Bob à deux hommes, entraînement officiel, manches 5 et 6",남자 2인승 공식연습 5 & 6차 주행,Training,,N,0,NOC,N,N,Official Training Heats 5 & 6,"Entraînement officiel, manches 5 et 6",공식 연습 5 & 6 차 주행,BSM020O30
