Discipline,Gender,Event,phase,Eventunit,ENG Description,KOR Description,ENG longdescription,KOR longdescription,Level,Order,schedule,medalflag,Eventunittype,cisSchedule,infoSchedule,ENG unit Description,KOR unit Description,Old unit
ALP,W,SL------03030-----,FNL-,000100--,Women's Slalom 1st Run - Vis Imp,KOR,Women's Slalom 1st Run - Visually Impaired,KOR,Unit,,Y,0,ATH,Y,Y,1st Run,KOR,ASW320101
ALP,W,SL------03030-----,FNL-,000200--,Women's Slalom 2nd Run - Vis Imp,KOR,Women's Slalom 2nd Run - Visually Impaired,KOR,Unit,,Y,1,ATH,Y,Y,2nd Run,KOR,ASW320102
ALP,W,SL------03030-----,VICT,FLOWER--,"Women's Slalom, Vis Imp, Flowers",KOR,"Women's Slalom, Visually Impaired, Flower Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Flower Ceremony,KOR,ASW320M02
ALP,W,SL------03030-----,VICT,MEDAL---,"Women's Slalom, Vis Imp, Vict. Ceremony",KOR,"Women's Slalom, Visually Impaired, Victory Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Victory Ceremony,KOR,ASW320M01
ALP,W,SL------09110-----,----,--------,Women's Slalom - Standing ,KOR,Women's Slalom - Standing ,KOR,Event,,N,0,NONE,N,N,,,ASW120000
ALP,W,SL------09110-----,DRAW,000100--,"Women's Slalom, Standing, Draw",KOR,"Women's Slalom, Standing, Draw",KOR,Draw,,Y,0,NONE,N,Y,Draw,KOR,ASW120E01
ALP,W,SL------09110-----,FNL-,000100--,Women's Slalom 1st Run - Standing,KOR,Women's Slalom 1st Run - Standing,KOR,Unit,,Y,0,ATH,Y,Y,1st Run,KOR,ASW120101
ALP,W,SL------09110-----,FNL-,000200--,Women's Slalom 2nd Run - Standing,KOR,Women's Slalom 2nd Run - Standing,KOR,Unit,,Y,1,ATH,Y,Y,2nd Run,KOR,ASW120102
ALP,W,SL------09110-----,VICT,FLOWER--,"Women's Slalom, Standing, Flowers",KOR,"Women's Slalom, Standing, Flower Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Flower Ceremony,KOR,ASW120M02
ALP,W,SL------09110-----,VICT,MEDAL---,"Women's Slalom, Stand, Vict. Ceremony",KOR,"Women's Slalom, Standing, Victory Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Victory Ceremony,KOR,ASW120M01
ALP,W,SL------12050-----,----,--------,Women's Slalom - Sitting,KOR,Women's Slalom - Sitting,KOR,Event,,N,0,NONE,N,N,,,ASW220000
ALP,W,SL------12050-----,DRAW,000100--,"Women's Slalom, Sitting, Draw",KOR,"Women's Slalom, Sitting, Draw",KOR,Draw,,Y,0,NONE,N,Y,Draw,KOR,ASW220E01
ALP,W,SL------12050-----,FNL-,000100--,Women's Slalom 1st Run - Sitting,KOR,Women's Slalom 1st Run - Sitting,KOR,Unit,,Y,0,ATH,Y,Y,1st Run,KOR,ASW220101
ALP,W,SL------12050-----,FNL-,000200--,Women's Slalom 2nd Run - Sitting,KOR,Women's Slalom 2nd Run - Sitting,KOR,Unit,,Y,1,ATH,Y,Y,2nd Run,KOR,ASW220102
ALP,W,SL------12050-----,VICT,FLOWER--,"Women's Slalom, Sitting, Flowers",KOR,"Women's Slalom, Sitting, Flower Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Flower Ceremony,KOR,ASW220M02
ALP,W,SL------12050-----,VICT,MEDAL---,"Women's Slalom, Sit, Vict. Ceremony",KOR,"Women's Slalom, Sitting, Victory Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Victory Ceremony,KOR,ASW220M01
BTH,-,------------------,----,--------,Biathlon,KOR,Biathlon,KOR,Discipline,,N,0,NONE,N,N,,,BT0000000
BTH,-,------------------,----,ABT-----,BTH ABT Local On/Off / KA,KOR,BTH ABT Local On/Off / KA,KOR,Venue,,N,0,NONE,N,N,,,
BTH,-,------------------,MEET,000100--,Biathlon TCM,KOR,Biathlon Team Captain Meeting,KOR,Meeting,,Y,0,NONE,N,Y,Team Captain Meeting,KOR,BT0000T01
BTH,-,------------------,MEET,000200--,Biathlon TCM,KOR,Biathlon Team Captain Meeting,KOR,Meeting,,Y,0,NONE,N,Y,Team Captain Meeting,KOR,BT0000T02
BTH,-,------------------,MEET,000300--,Biathlon TCM,KOR,Biathlon Team Captain Meeting,KOR,Meeting,,Y,0,NONE,N,Y,Team Captain Meeting,KOR,BT0000T03
BTH,-,------------------,MEET,000400--,Biathlon TCM,KOR,Biathlon Team Captain Meeting,KOR,Meeting,,Y,0,NONE,N,Y,Team Captain Meeting,KOR,BT0000T04
BTH,-,------------------,MEET,000500--,Biathlon TCM,KOR,Biathlon Team Captain Meeting,KOR,Meeting,,Y,0,NONE,N,Y,Team Captain Meeting,KOR,BT0000T05
BTH,-,------------------,MEET,000600--,Biathlon TCM,KOR,Biathlon Team Captain Meeting,KOR,Meeting,,Y,0,NONE,N,Y,Team Captain Meeting,KOR,BT0000T06
BTH,-,------------------,MEET,000700--,Biathlon TCM,KOR,Biathlon Team Captain Meeting,KOR,Meeting,,Y,0,NONE,N,Y,Team Captain Meeting,KOR,BT0000T07
BTH,M,------------------,----,--------,Men's Biathlon,KOR,Men's's's Biathlon,KOR,Gender,,N,0,NONE,N,N,,,BTM000000
BTH,M,12.5KM--03030-----,----,--------,Men's 12.5km - Visually Impaired,KOR,Men's 12.5km - Visually Impaired,KOR,Event,,N,0,NONE,N,N,,,BTM320000
BTH,M,12.5KM--03030-----,FNL-,--------,Men's 12.5km - Visually Impaired,KOR,Men's 12.5km - Visually Impaired,KOR,Phase,,N,0,NONE,N,N,,,BTM320100
BTH,M,12.5KM--03030-----,FNL-,000100--,Men's 12.5km - Visually Impaired,KOR,Men's 12.5km - Visually Impaired,KOR,Unit,,Y,1,ATH,Y,Y,,,BTM320101
BTH,M,12.5KM--03030-----,TRNO,000100--,"Men's 12.5km - Vis Imp, Off. Training",KOR,"Men's 12.5km - Visually Impaired, Official Training",KOR,Training,,Y,0,NONE,N,Y,Official Training,KOR,BTM320O01
BTH,M,12.5KM--03030-----,VICT,FLOWER--,"Men's 12.5km, Vis Imp, Flowers",KOR,"Men's 12.5km, Visually Impaired, Flower Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Flower Ceremony,KOR,BTM320M02
BTH,M,12.5KM--03030-----,VICT,MEDAL---,"Men's 12.5km, Vis Imp, Vict. Ceremony",KOR,"Men's 12.5km, Visually Impaired, Victory Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Victory Ceremony,KOR,BTM320M01
BTH,M,12.5KM--09070-----,----,--------,Men's 12.5km - Standing,KOR,Men's 12.5km - Standing,KOR,Event,,N,0,NONE,N,N,,,BTM120000
BTH,M,12.5KM--09070-----,FNL-,--------,Men's 12.5km - Standing,KOR,Men's 12.5km - Standing,KOR,Phase,,N,0,NONE,N,N,,,BTM120100
BTH,M,12.5KM--09070-----,FNL-,000100--,Men's 12.5km - Standing,KOR,Men's 12.5km - Standing,KOR,Unit,,Y,1,ATH,Y,Y,,,BTM120101
BTH,M,12.5KM--09070-----,TRNO,000100--,"Men's 12.5km - Standing, Off. Training",KOR,"Men's 12.5km - Standing, Official Training",KOR,Training,,Y,0,NONE,N,Y,Official Training,KOR,BTM120O01
BTH,M,12.5KM--09070-----,VICT,FLOWER--,"Men's 12.5km, Standing, Flowers",KOR,"Men's 12.5km, Standing, Flower Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Flower Ceremony,KOR,BTM120M02
BTH,M,12.5KM--09070-----,VICT,MEDAL---,"Men's 12.5km, Standing, Vict. Ceremony",KOR,"Men's 12.5km, Standing, Victory Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Victory Ceremony,KOR,BTM120M01
BTH,M,12.5KM--12050-----,----,--------,Men's 12.5km - Sitting,KOR,Men's 12.5km - Sitting,KOR,Event,,N,0,NONE,N,N,,,BTM220000
BTH,M,12.5KM--12050-----,FNL-,--------,Men's 12.5km - Sitting,KOR,Men's 12.5km - Sitting,KOR,Phase,,N,0,NONE,N,N,,,BTM220100
BTH,M,12.5KM--12050-----,FNL-,000100--,Men's 12.5km - Sitting,KOR,Men's 12.5km - Sitting,KOR,Unit,,Y,1,ATH,Y,Y,,,BTM220101
BTH,M,12.5KM--12050-----,TRNO,000100--,"Men's 12.5km - Sitting, Off. Training",KOR,"Men's 12.5km - Sitting, Official Training",KOR,Training,,Y,0,NONE,N,Y,Official Training,KOR,BTM220O01
BTH,M,12.5KM--12050-----,VICT,FLOWER--,"Men's 12.5km, Sitting, Flowers",KOR,"Men's 12.5km, Sitting, Flower Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Flower Ceremony,KOR,BTM220M02
BTH,M,12.5KM--12050-----,VICT,MEDAL---,"Men's 12.5km, Sitting, Vict. Ceremony",KOR,"Men's 12.5km, Sitting, Victory Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Victory Ceremony,KOR,BTM220M01
BTH,M,15KM----03030-----,----,--------,Men's 15km - Visually Impaired,KOR,Men's 15km - Visually Impaired,KOR,Event,,N,0,NONE,N,N,,,BTM330000
BTH,M,15KM----03030-----,FNL-,--------,Men's 15km - Visually Impaired,KOR,Men's 15km - Visually Impaired,KOR,Phase,,N,0,NONE,N,N,,,BTM330100
BTH,M,15KM----03030-----,FNL-,000100--,Men's 15km - Visually Impaired,KOR,Men's 15km - Visually Impaired,KOR,Unit,,Y,1,ATH,Y,Y,,,BTM330101
BTH,M,15KM----03030-----,TRNO,000100--,"Men's 15km - Vis Imp, Off. Training",KOR,"Men's 15km - Visually Impaired, Official Training",KOR,Training,,Y,0,NONE,N,Y,Official Training,KOR,BTM330O01
BTH,M,15KM----03030-----,VICT,FLOWER--,"Men's 15km, Vis Imp, Flowers",KOR,"Men's 15km, Visually Impaired, Flower Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Flower Ceremony,KOR,BTM330M02
BTH,M,15KM----03030-----,VICT,MEDAL---,"Men's 15km, Vis Imp, Vict. Ceremony",KOR,"Men's 15km, Visually Impaired, Victory Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Victory Ceremony,KOR,BTM330M01
BTH,M,15KM----09070-----,----,--------,Men's 15km - Standing,KOR,Men's 15km - Standing,KOR,Event,,N,0,NONE,N,N,,,BTM130000
BTH,M,15KM----09070-----,FNL-,--------,Men's 15km - Standing,KOR,Men's 15km - Standing,KOR,Phase,,N,0,NONE,N,N,,,BTM130100
BTH,M,15KM----09070-----,FNL-,000100--,Men's 15km - Standing,KOR,Men's 15km - Standing,KOR,Unit,,Y,1,ATH,Y,Y,,,BTM130101
BTH,M,15KM----09070-----,TRNO,000100--,"Men's 15km - Standing, Off. Training",KOR,"Men's 15km - Standing, Official Training",KOR,Training,,Y,0,NONE,N,Y,Official Training,KOR,BTM130O01
BTH,M,15KM----09070-----,VICT,FLOWER--,"Men's 15km, Standing, Flowers",KOR,"Men's 15km, Standing, Flower Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Flower Ceremony,KOR,BTM130M02
BTH,M,15KM----09070-----,VICT,MEDAL---,"Men's 15km, Standing, Vict. Ceremony",KOR,"Men's 15km, Standing, Victory Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Victory Ceremony,KOR,BTM130M01
BTH,M,15KM----12050-----,----,--------,Men's 15km - Sitting,KOR,Men's 15km - Sitting,KOR,Event,,N,0,NONE,N,N,,,BTM230000
BTH,M,15KM----12050-----,FNL-,--------,Men's 15km - Sitting,KOR,Men's 15km - Sitting,KOR,Phase,,N,0,NONE,N,N,,,BTM230100
BTH,M,15KM----12050-----,FNL-,000100--,Men's 15km - Sitting,KOR,Men's 15km - Sitting,KOR,Unit,,Y,1,ATH,Y,Y,,,BTM230101
BTH,M,15KM----12050-----,TRNO,000100--,"Men's 15km - Sitting, Off. Training",KOR,"Men's 15km - Sitting, Official Training",KOR,Training,,Y,0,NONE,N,Y,Official Training,KOR,BTM230O01
BTH,M,15KM----12050-----,VICT,FLOWER--,"Men's 15km, Sitting, Flowers",KOR,"Men's 15km, Sitting, Flower Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Flower Ceremony,KOR,BTM230M02
BTH,M,15KM----12050-----,VICT,MEDAL---,"Men's 15km, Sitting, Vict. Ceremony",KOR,"Men's 15km, Sitting, Victory Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Victory Ceremony,KOR,BTM230M01
BTH,M,7.5KM---03030-----,----,--------,Men's 7.5km - Visually Impaired,KOR,Men's 7.5km - Visually Impaired,KOR,Event,,N,0,NONE,N,N,,,BTM310000
BTH,M,7.5KM---03030-----,FNL-,--------,Men's 7.5km - Visually Impaired,KOR,Men's 7.5km - Visually Impaired,KOR,Phase,,N,0,NONE,N,N,,,BTM310100
BTH,M,7.5KM---03030-----,FNL-,000100--,Men's 7.5km - Visually Impaired,KOR,Men's 7.5km - Visually Impaired,KOR,Unit,,Y,1,ATH,Y,Y,,,BTM310101
BTH,M,7.5KM---03030-----,TRNO,000100--,"Men's 7.5km - Vis Imp, Off. Training",KOR,"Men's 7.5km - Visually Impaired, Official Training",KOR,Training,,Y,0,NONE,N,Y,Official Training,KOR,BTM310O01
BTH,M,7.5KM---03030-----,VICT,FLOWER--,"Men's 7.5km, Vis Imp, Flowers",KOR,"Men's 7.5km, Visually Impaired, Flower Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Flower Ceremony,KOR,BTM310M02
BTH,M,7.5KM---03030-----,VICT,MEDAL---,"Men's 7.5km, Vis Imp, Vict. Ceremony",KOR,"Men's 7.5km, Visually Impaired, Victory Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Victory Ceremony,KOR,BTM310M01
BTH,M,7.5KM---09070-----,----,--------,Men's 7.5km - Standing,KOR,Men's 7.5km - Standing,KOR,Event,,N,0,NONE,N,N,,,BTM110000
BTH,M,7.5KM---09070-----,FNL-,--------,Men's 7.5km - Standing,KOR,Men's 7.5km - Standing,KOR,Phase,,N,0,NONE,N,N,,,BTM110100
BTH,M,7.5KM---09070-----,FNL-,000100--,Men's 7.5km - Standing,KOR,Men's 7.5km - Standing,KOR,Unit,,Y,1,ATH,Y,Y,,,BTM110101
BTH,M,7.5KM---09070-----,TRNO,000100--,"Men's 7.5km - Standing, Off. Training",KOR,"Men's 7.5km - Standing, Official Training",KOR,Training,,Y,0,NONE,N,Y,Official Training,KOR,BTM110O01
BTH,M,7.5KM---09070-----,VICT,FLOWER--,"Men's 7.5km, Standing, Flowers",KOR,"Men's 7.5km, Standing, Flower Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Flower Ceremony,KOR,BTM110M02
BTH,M,7.5KM---09070-----,VICT,MEDAL---,"Men's 7.5km, Standing, Vict. Ceremony",KOR,"Men's 7.5km, Standing, Victory Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Victory Ceremony,KOR,BTM110M01
BTH,M,7.5KM---12050-----,----,--------,Men's 7.5km - Sitting,KOR,Men's 7.5km - Sitting,KOR,Event,,N,0,NONE,N,N,,,BTM210000
BTH,M,7.5KM---12050-----,FNL-,--------,Men's 7.5km - Sitting,KOR,Men's 7.5km - Sitting,KOR,Phase,,N,0,NONE,N,N,,,BTM210100
BTH,M,7.5KM---12050-----,FNL-,000100--,Men's 7.5km - Sitting,KOR,Men's 7.5km - Sitting,KOR,Unit,,Y,1,ATH,Y,Y,,,BTM210101
BTH,M,7.5KM---12050-----,TRNO,000100--,"Men's 7.5km - Sitting, Off. Training",KOR,"Men's 7.5km - Sitting, Official Training",KOR,Training,,Y,0,NONE,N,Y,Official Training,KOR,BTM210O01
BTH,M,7.5KM---12050-----,VICT,FLOWER--,"Men's 7.5km, Sitting, Flowers",KOR,"Men's 7.5km, Sitting, Flower Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Flower Ceremony,KOR,BTM210M02
BTH,M,7.5KM---12050-----,VICT,MEDAL---,"Men's 7.5km, Sitting, Vict. Ceremony",KOR,"Men's 7.5km, Sitting, Victory Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Victory Ceremony,KOR,BTM210M01
BTH,W,------------------,----,--------,Women's Biathlon,KOR,Women's Biathlon,KOR,Gender,,N,0,NONE,N,N,,,BTW000000
BTH,W,10KM----03030-----,----,--------,Women's 10km - Visually Impaired,KOR,Women's 10km - Visually Impaired,KOR,Event,,N,0,NONE,N,N,,,BTW320000
BTH,W,10KM----03030-----,FNL-,--------,Women's 10km - Visually Impaired,KOR,Women's 10km - Visually Impaired,KOR,Phase,,N,0,NONE,N,N,,,BTW320100
BTH,W,10KM----03030-----,FNL-,000100--,Women's 10km - Visually Impaired,KOR,Women's 10km - Visually Impaired,KOR,Unit,,Y,1,ATH,Y,Y,,,BTW320101
BTH,W,10KM----03030-----,TRNO,000100--,"Women's 10km - Vis Imp, Off. Training",KOR,"Women's 10km - Visually Impaired, Official Training",KOR,Training,,Y,0,NONE,N,Y,Official Training,KOR,BTW320O01
BTH,W,10KM----03030-----,VICT,FLOWER--,"Women's 10km, Vis Imp, Flowers",KOR,"Women's 10km, Visually Impaired, Flower Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Flower Ceremony,KOR,BTW320M02
BTH,W,10KM----03030-----,VICT,MEDAL---,"Women's 10km, Vis Imp, Vict. Ceremony",KOR,"Women's 10km, Visually Impaired, Victory Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Victory Ceremony,KOR,BTW320M01
BTH,W,10KM----09070-----,----,--------,Women's 10km - Standing,KOR,Women's 10km - Standing,KOR,Event,,N,0,NONE,N,N,,,BTW120000
BTH,W,10KM----09070-----,FNL-,--------,Women's 10km - Standing,KOR,Women's 10km - Standing,KOR,Phase,,N,0,NONE,N,N,,,BTW120100
BTH,W,10KM----09070-----,FNL-,000100--,Women's 10km - Standing,KOR,Women's 10km - Standing,KOR,Unit,,Y,1,ATH,Y,Y,,,BTW120101
BTH,W,10KM----09070-----,TRNO,000100--,"Women's 10km - Standing, Off. Training",KOR,"Women's 10km - Standing, Official Training",KOR,Training,,Y,0,NONE,N,Y,Official Training,KOR,BTW120O01
BTH,W,10KM----09070-----,VICT,FLOWER--,"Women's 10km, Standing, Flowers",KOR,"Women's 10km, Standing, Flower Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Flower Ceremony,KOR,BTW120M02
BTH,W,10KM----09070-----,VICT,MEDAL---,"Women's 10km, Standing, Vict. Ceremony",KOR,"Women's 10km, Standing, Victory Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Victory Ceremony,KOR,BTW120M01
BTH,W,10KM----12050-----,----,--------,Women's 10km - Sitting,KOR,Women's 10km - Sitting,KOR,Event,,N,0,NONE,N,N,,,BTW220000
BTH,W,10KM----12050-----,FNL-,--------,Women's 10km - Sitting,KOR,Women's 10km - Sitting,KOR,Phase,,N,0,NONE,N,N,,,BTW220100
BTH,W,10KM----12050-----,FNL-,000100--,Women's 10km - Sitting,KOR,Women's 10km - Sitting,KOR,Unit,,Y,1,ATH,Y,Y,,,BTW220101
BTH,W,10KM----12050-----,TRNO,000100--,"Women's 10km - Sitting, Off. Training",KOR,"Women's 10km - Sitting, Official Training",KOR,Training,,Y,0,NONE,N,Y,Official Training,KOR,BTW220O01
BTH,W,10KM----12050-----,VICT,FLOWER--,"Women's 10km, Sitting, Flowers",KOR,"Women's 10km, Sitting, Flower Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Flower Ceremony,KOR,BTW220M02
BTH,W,10KM----12050-----,VICT,MEDAL---,"Women's 10km, Sitting, Vict. Ceremony",KOR,"Women's 10km, Sitting, Victory Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Victory Ceremony,KOR,BTW220M01
BTH,W,12.5KM--03030-----,----,--------,Women's 12.5km - Visually Impaired,KOR,Women's 12.5km - Visually Impaired,KOR,Event,,N,0,NONE,N,N,,,BTW330000
BTH,W,12.5KM--03030-----,FNL-,--------,Women's 12.5km - Visually Impaired,KOR,Women's 12.5km - Visually Impaired,KOR,Phase,,N,0,NONE,N,N,,,BTW330100
BTH,W,12.5KM--03030-----,FNL-,000100--,Women's 12.5km - Visually Impaired,KOR,Women's 12.5km - Visually Impaired,KOR,Unit,,Y,1,ATH,Y,Y,,,BTW330101
BTH,W,12.5KM--03030-----,TRNO,000100--,"Women's 12.5km - Vis Imp, Off. Training",KOR,"Women's 12.5km - Visually Impaired, Official Training",KOR,Training,,Y,0,NONE,N,Y,Official Training,KOR,BTW330O01
BTH,W,12.5KM--03030-----,VICT,FLOWER--,"Women's 12.5km, Vis Imp, Flowers",KOR,"Women's 12.5km, Visually Impaired, Flower Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Flower Ceremony,KOR,BTW330M02
BTH,W,12.5KM--03030-----,VICT,MEDAL---,"Women's 12.5km, Vis Imp, Vict. Cer.",KOR,"Women's 12.5km, Visually Impaired, Victory Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Victory Ceremony,KOR,BTW330M01
BTH,W,12.5KM--09070-----,----,--------,Women's 12.5km - Standing,KOR,Women's 12.5km - Standing,KOR,Event,,N,0,NONE,N,N,,,BTW130000
BTH,W,12.5KM--09070-----,FNL-,--------,Women's 12.5km - Standing,KOR,Women's 12.5km - Standing,KOR,Phase,,N,0,NONE,N,N,,,BTW130100
BTH,W,12.5KM--09070-----,FNL-,000100--,Women's 12.5km - Standing,KOR,Women's 12.5km - Standing,KOR,Unit,,Y,1,ATH,Y,Y,,,BTW130101
BTH,W,12.5KM--09070-----,TRNO,000100--,"Women's 12.5km - Standing, Off. Trng.",KOR,"Women's 12.5km - Standing, Official Training",KOR,Training,,Y,0,NONE,N,Y,Official Training,KOR,BTW130O01
BTH,W,12.5KM--09070-----,VICT,FLOWER--,"Women's 12.5km, Standing, Flowers",KOR,"Women's 12.5km, Standing, Flower Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Flower Ceremony,KOR,BTW130M02
BTH,W,12.5KM--09070-----,VICT,MEDAL---,"Women's 12.5km, Standing, Vict. Cer.",KOR,"Women's 12.5km, Standing, Victory Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Victory Ceremony,KOR,BTW130M01
BTH,W,12.5KM--12050-----,----,--------,Women's 12.5km - Sitting,KOR,Women's 12.5km - Sitting,KOR,Event,,N,0,NONE,N,N,,,BTW230000
BTH,W,12.5KM--12050-----,FNL-,--------,Women's 12.5km - Sitting,KOR,Women's 12.5km - Sitting,KOR,Phase,,N,0,NONE,N,N,,,BTW230100
BTH,W,12.5KM--12050-----,FNL-,000100--,Women's 12.5km - Sitting,KOR,Women's 12.5km - Sitting,KOR,Unit,,Y,1,ATH,Y,Y,,,BTW230101
BTH,W,12.5KM--12050-----,TRNO,000100--,"Women's 12.5km - Sitting, Off. Training",KOR,"Women's 12.5km - Sitting, Official Training",KOR,Training,,Y,0,NONE,N,Y,Official Training,KOR,BTW230O01
BTH,W,12.5KM--12050-----,VICT,FLOWER--,"Women's 12.5km, Sitting, Flowers",KOR,"Women's 12.5km, Sitting, Flower Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Flower Ceremony,KOR,BTW230M02
BTH,W,12.5KM--12050-----,VICT,MEDAL---,"Women's 12.5km, Sitting, Vict. Cer.",KOR,"Women's 12.5km, Sitting, Victory Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Victory Ceremony,KOR,BTW230M01
BTH,W,6KM-----03030-----,----,--------,Women's 6km - Visually Impaired,KOR,Women's 6km - Visually Impaired,KOR,Event,,N,0,NONE,N,N,,,BTW310000
BTH,W,6KM-----03030-----,FNL-,--------,Women's 6km - Visually Impaired,KOR,Women's 6km - Visually Impaired,KOR,Phase,,N,0,NONE,N,N,,,BTW310100
BTH,W,6KM-----03030-----,FNL-,000100--,Women's 6km - Visually Impaired,KOR,Women's 6km - Visually Impaired,KOR,Unit,,Y,1,ATH,Y,Y,,,BTW310101
BTH,W,6KM-----03030-----,TRNO,000100--,"Women's 6km - Vis Imp, Off. Training",KOR,"Women's 6km - Visually Impaired, Official Training",KOR,Training,,Y,0,NONE,N,Y,Official Training,KOR,BTW310O01
BTH,W,6KM-----03030-----,VICT,FLOWER--,"Women's 6km, Vis Imp, Flowers",KOR,"Women's 6km, Visually Impaired, Flower Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Flower Ceremony,KOR,BTW310M02
BTH,W,6KM-----03030-----,VICT,MEDAL---,"Women's 6km, Vis Imp, Vict. Ceremony",KOR,"Women's 6km, Visually Impaired, Victory Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Victory Ceremony,KOR,BTW310M01
BTH,W,6KM-----09070-----,----,--------,Women's 6km - Standing,KOR,Women's 6km - Standing,KOR,Event,,N,0,NONE,N,N,,,BTW110000
BTH,W,6KM-----09070-----,FNL-,--------,Women's 6km - Standing,KOR,Women's 6km - Standing,KOR,Phase,,N,0,NONE,N,N,,,BTW110100
BTH,W,6KM-----09070-----,FNL-,000100--,Women's 6km - Standing,KOR,Women's 6km - Standing,KOR,Unit,,Y,1,ATH,Y,Y,,,BTW110101
BTH,W,6KM-----09070-----,TRNO,000100--,"Women's 6km - Standing, Off. Training",KOR,"Women's 6km - Standing, Official Training",KOR,Training,,Y,0,NONE,N,Y,Official Training,KOR,BTW110O01
BTH,W,6KM-----09070-----,VICT,FLOWER--,"Women's 6km, Standing, Flowers",KOR,"Women's 6km, Standing, Flower Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Flower Ceremony,KOR,BTW110M02
BTH,W,6KM-----09070-----,VICT,MEDAL---,"Women's 6km, Standing, Vict. Ceremony",KOR,"Women's 6km, Standing, Victory Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Victory Ceremony,KOR,BTW110M01
BTH,W,6KM-----12050-----,----,--------,Women's 6km - Sitting,KOR,Women's 6km - Sitting,KOR,Event,,N,0,NONE,N,N,,,BTW210000
BTH,W,6KM-----12050-----,FNL-,--------,Women's 6km - Sitting,KOR,Women's 6km - Sitting,KOR,Phase,,N,0,NONE,N,N,,,BTW210100
BTH,W,6KM-----12050-----,FNL-,000100--,Women's 6km - Sitting,KOR,Women's 6km - Sitting,KOR,Unit,,Y,1,ATH,Y,Y,,,BTW210101
BTH,W,6KM-----12050-----,TRNO,000100--,"Women's 6km - Sitting, Off. Training",KOR,"Women's 6km - Sitting, Official Training",KOR,Training,,Y,0,NONE,N,Y,Official Training,KOR,BTW210O01
BTH,W,6KM-----12050-----,VICT,FLOWER--,"Women's 6km, Sitting, Flowers",KOR,"Women's 6km, Sitting, Flower Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Flower Ceremony,KOR,BTW210M02
BTH,W,6KM-----12050-----,VICT,MEDAL---,"Women's 6km, Sitting, Vict. Ceremony",KOR,"Women's 6km, Sitting, Victory Ceremony",KOR,Medal,,Y,0,NONE,N,Y,Victory Ceremony,KOR,BTW210M01
CCS,-,------------------,----,--------,Cross-Country Skiing,KOR,Cross-Country Skiing,KOR,Discipline,,N,0,NONE,N,N,,,CC0000000
CCS,-,------------------,----,ACC-----,CCS ACC  Local On/Off / KA,KOR,CCS ACC  Local On/Off / KA,KOR,Venue,,N,0,NONE,N,N,,,
CCS,-,------------------,MEET,000100--,Cross-Country Skiing TCM,KOR,Cross-Country Skiing Team Captain Meeting,KOR,Meeting,,Y,0,NONE,N,Y,Team Captain Meeting,KOR,CC0000T01
CCS,-,------------------,MEET,000200--,Cross-Country Skiing TCM,KOR,Cross-Country Skiing Team Captain Meeting,KOR,Meeting,,Y,0,NONE,N,Y,Team Captain Meeting,KOR,CC0000T02
CCS,-,------------------,MEET,000300--,Cross-Country Skiing TCM,KOR,Cross-Country Skiing Team Captain Meeting,KOR,Meeting,,Y,0,NONE,N,Y,Team Captain Meeting,KOR,CC0000T03
