Discipline,Gender,Event,phase,Eventunit,schedule,medalflag,ENG Description,POR Description,SPA Description,ENG longdescription,POR longdescription,SPA longdescription,Level,Order,Eventunittype,cisSchedule,infoSchedule,ENG unit Description,POR unit Description,SPA unit Description
WF,M,021,A,03,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool A,"Florete ind masc-categoria A, grupo A","Florete ind masc-cat. A, prelim, grupo A",Men's Individual Foil - Category A Preliminary Pool A,"Florete individual masculino - categoria A, fase de grupos, grupo A","Florete individual masculino - categoría A, preliminares, grupo A",EventUnit,15,HATH,N,Y,Preliminary Pool A,"Fase de grupos, grupo A","Preliminares, grupo A"
WF,M,021,A,04,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool A,"Florete ind masc-categoria A, grupo A","Florete ind masc-cat. A, prelim, grupo A",Men's Individual Foil - Category A Preliminary Pool A,"Florete individual masculino - categoria A, fase de grupos, grupo A","Florete individual masculino - categoría A, preliminares, grupo A",EventUnit,15,HATH,N,Y,Preliminary Pool A,"Fase de grupos, grupo A","Preliminares, grupo A"
WF,M,021,A,05,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool A,"Florete ind masc-categoria A, grupo A","Florete ind masc-cat. A, prelim, grupo A",Men's Individual Foil - Category A Preliminary Pool A,"Florete individual masculino - categoria A, fase de grupos, grupo A","Florete individual masculino - categoría A, preliminares, grupo A",EventUnit,15,HATH,N,Y,Preliminary Pool A,"Fase de grupos, grupo A","Preliminares, grupo A"
WF,M,021,A,06,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool A,"Florete ind masc-categoria A, grupo A","Florete ind masc-cat. A, prelim, grupo A",Men's Individual Foil - Category A Preliminary Pool A,"Florete individual masculino - categoria A, fase de grupos, grupo A","Florete individual masculino - categoría A, preliminares, grupo A",EventUnit,15,HATH,N,Y,Preliminary Pool A,"Fase de grupos, grupo A","Preliminares, grupo A"
WF,M,021,A,07,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool A,"Florete ind masc-categoria A, grupo A","Florete ind masc-cat. A, prelim, grupo A",Men's Individual Foil - Category A Preliminary Pool A,"Florete individual masculino - categoria A, fase de grupos, grupo A","Florete individual masculino - categoría A, preliminares, grupo A",EventUnit,15,HATH,N,Y,Preliminary Pool A,"Fase de grupos, grupo A","Preliminares, grupo A"
WF,M,021,A,08,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool A,"Florete ind masc-categoria A, grupo A","Florete ind masc-cat. A, prelim, grupo A",Men's Individual Foil - Category A Preliminary Pool A,"Florete individual masculino - categoria A, fase de grupos, grupo A","Florete individual masculino - categoría A, preliminares, grupo A",EventUnit,15,HATH,N,Y,Preliminary Pool A,"Fase de grupos, grupo A","Preliminares, grupo A"
WF,M,021,A,09,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool A,"Florete ind masc-categoria A, grupo A","Florete ind masc-cat. A, prelim, grupo A",Men's Individual Foil - Category A Preliminary Pool A,"Florete individual masculino - categoria A, fase de grupos, grupo A","Florete individual masculino - categoría A, preliminares, grupo A",EventUnit,15,HATH,N,Y,Preliminary Pool A,"Fase de grupos, grupo A","Preliminares, grupo A"
WF,M,021,A,10,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool A,"Florete ind masc-categoria A, grupo A","Florete ind masc-cat. A, prelim, grupo A",Men's Individual Foil - Category A Preliminary Pool A,"Florete individual masculino - categoria A, fase de grupos, grupo A","Florete individual masculino - categoría A, preliminares, grupo A",EventUnit,15,HATH,N,Y,Preliminary Pool A,"Fase de grupos, grupo A","Preliminares, grupo A"
WF,M,021,A,11,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool A,"Florete ind masc-categoria A, grupo A","Florete ind masc-cat. A, prelim, grupo A",Men's Individual Foil - Category A Preliminary Pool A,"Florete individual masculino - categoria A, fase de grupos, grupo A","Florete individual masculino - categoría A, preliminares, grupo A",EventUnit,15,HATH,N,Y,Preliminary Pool A,"Fase de grupos, grupo A","Preliminares, grupo A"
WF,M,021,A,12,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool A,"Florete ind masc-categoria A, grupo A","Florete ind masc-cat. A, prelim, grupo A",Men's Individual Foil - Category A Preliminary Pool A,"Florete individual masculino - categoria A, fase de grupos, grupo A","Florete individual masculino - categoría A, preliminares, grupo A",EventUnit,15,HATH,N,Y,Preliminary Pool A,"Fase de grupos, grupo A","Preliminares, grupo A"
WF,M,021,A,13,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool A,"Florete ind masc-categoria A, grupo A","Florete ind masc-cat. A, prelim, grupo A",Men's Individual Foil - Category A Preliminary Pool A,"Florete individual masculino - categoria A, fase de grupos, grupo A","Florete individual masculino - categoría A, preliminares, grupo A",EventUnit,15,HATH,N,Y,Preliminary Pool A,"Fase de grupos, grupo A","Preliminares, grupo A"
WF,M,021,A,14,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool A,"Florete ind masc-categoria A, grupo A","Florete ind masc-cat. A, prelim, grupo A",Men's Individual Foil - Category A Preliminary Pool A,"Florete individual masculino - categoria A, fase de grupos, grupo A","Florete individual masculino - categoría A, preliminares, grupo A",EventUnit,15,HATH,N,Y,Preliminary Pool A,"Fase de grupos, grupo A","Preliminares, grupo A"
WF,M,021,A,15,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool A,"Florete ind masc-categoria A, grupo A","Florete ind masc-cat. A, prelim, grupo A",Men's Individual Foil - Category A Preliminary Pool A,"Florete individual masculino - categoria A, fase de grupos, grupo A","Florete individual masculino - categoría A, preliminares, grupo A",EventUnit,15,HATH,N,Y,Preliminary Pool A,"Fase de grupos, grupo A","Preliminares, grupo A"
WF,M,021,A,16,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool A,"Florete ind masc-categoria A, grupo A","Florete ind masc-cat. A, prelim, grupo A",Men's Individual Foil - Category A Preliminary Pool A,"Florete individual masculino - categoria A, fase de grupos, grupo A","Florete individual masculino - categoría A, preliminares, grupo A",EventUnit,15,HATH,N,Y,Preliminary Pool A,"Fase de grupos, grupo A","Preliminares, grupo A"
WF,M,021,A,17,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool A,"Florete ind masc-categoria A, grupo A","Florete ind masc-cat. A, prelim, grupo A",Men's Individual Foil - Category A Preliminary Pool A,"Florete individual masculino - categoria A, fase de grupos, grupo A","Florete individual masculino - categoría A, preliminares, grupo A",EventUnit,15,HATH,N,Y,Preliminary Pool A,"Fase de grupos, grupo A","Preliminares, grupo A"
WF,M,021,A,18,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool A,"Florete ind masc-categoria A, grupo A","Florete ind masc-cat. A, prelim, grupo A",Men's Individual Foil - Category A Preliminary Pool A,"Florete individual masculino - categoria A, fase de grupos, grupo A","Florete individual masculino - categoría A, preliminares, grupo A",EventUnit,15,HATH,N,Y,Preliminary Pool A,"Fase de grupos, grupo A","Preliminares, grupo A"
WF,M,021,A,19,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool A,"Florete ind masc-categoria A, grupo A","Florete ind masc-cat. A, prelim, grupo A",Men's Individual Foil - Category A Preliminary Pool A,"Florete individual masculino - categoria A, fase de grupos, grupo A","Florete individual masculino - categoría A, preliminares, grupo A",EventUnit,15,HATH,N,Y,Preliminary Pool A,"Fase de grupos, grupo A","Preliminares, grupo A"
WF,M,021,A,20,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool A,"Florete ind masc-categoria A, grupo A","Florete ind masc-cat. A, prelim, grupo A",Men's Individual Foil - Category A Preliminary Pool A,"Florete individual masculino - categoria A, fase de grupos, grupo A","Florete individual masculino - categoría A, preliminares, grupo A",EventUnit,15,HATH,N,Y,Preliminary Pool A,"Fase de grupos, grupo A","Preliminares, grupo A"
WF,M,021,A,21,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool A,"Florete ind masc-categoria A, grupo A","Florete ind masc-cat. A, prelim, grupo A",Men's Individual Foil - Category A Preliminary Pool A,"Florete individual masculino - categoria A, fase de grupos, grupo A","Florete individual masculino - categoría A, preliminares, grupo A",EventUnit,15,HATH,N,Y,Preliminary Pool A,"Fase de grupos, grupo A","Preliminares, grupo A"
WF,M,021,B,00,N,0,Men's Ind. Foil - Cat. A Prelim. Pool B,"Florete ind masc-categoria A, grupo B","Florete ind masc-cat. A, prelim, grupo B",Men's Individual Foil - Category A Preliminary Pool B,"Florete individual masculino - categoria A, fase de grupos, grupo B","Florete individual masculino - categoría A, preliminares, grupo B",Phase,14,NONE,N,N,Preliminary Pool B,"Fase de grupos, grupo B","Preliminares, grupo B"
WF,M,021,B,01,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool B,"Florete ind masc-categoria A, grupo B","Florete ind masc-cat. A, prelim, grupo B",Men's Individual Foil - Category A Preliminary Pool B,"Florete individual masculino - categoria A, fase de grupos, grupo B","Florete individual masculino - categoría A, preliminares, grupo B",EventUnit,15,HATH,N,Y,Preliminary Pool B,"Fase de grupos, grupo B","Preliminares, grupo B"
WF,M,021,B,02,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool B,"Florete ind masc-categoria A, grupo B","Florete ind masc-cat. A, prelim, grupo B",Men's Individual Foil - Category A Preliminary Pool B,"Florete individual masculino - categoria A, fase de grupos, grupo B","Florete individual masculino - categoría A, preliminares, grupo B",EventUnit,15,HATH,N,Y,Preliminary Pool B,"Fase de grupos, grupo B","Preliminares, grupo B"
WF,M,021,B,03,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool B,"Florete ind masc-categoria A, grupo B","Florete ind masc-cat. A, prelim, grupo B",Men's Individual Foil - Category A Preliminary Pool B,"Florete individual masculino - categoria A, fase de grupos, grupo B","Florete individual masculino - categoría A, preliminares, grupo B",EventUnit,15,HATH,N,Y,Preliminary Pool B,"Fase de grupos, grupo B","Preliminares, grupo B"
WF,M,021,B,04,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool B,"Florete ind masc-categoria A, grupo B","Florete ind masc-cat. A, prelim, grupo B",Men's Individual Foil - Category A Preliminary Pool B,"Florete individual masculino - categoria A, fase de grupos, grupo B","Florete individual masculino - categoría A, preliminares, grupo B",EventUnit,15,HATH,N,Y,Preliminary Pool B,"Fase de grupos, grupo B","Preliminares, grupo B"
WF,M,021,B,05,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool B,"Florete ind masc-categoria A, grupo B","Florete ind masc-cat. A, prelim, grupo B",Men's Individual Foil - Category A Preliminary Pool B,"Florete individual masculino - categoria A, fase de grupos, grupo B","Florete individual masculino - categoría A, preliminares, grupo B",EventUnit,15,HATH,N,Y,Preliminary Pool B,"Fase de grupos, grupo B","Preliminares, grupo B"
WF,M,021,B,06,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool B,"Florete ind masc-categoria A, grupo B","Florete ind masc-cat. A, prelim, grupo B",Men's Individual Foil - Category A Preliminary Pool B,"Florete individual masculino - categoria A, fase de grupos, grupo B","Florete individual masculino - categoría A, preliminares, grupo B",EventUnit,15,HATH,N,Y,Preliminary Pool B,"Fase de grupos, grupo B","Preliminares, grupo B"
WF,M,021,B,07,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool B,"Florete ind masc-categoria A, grupo B","Florete ind masc-cat. A, prelim, grupo B",Men's Individual Foil - Category A Preliminary Pool B,"Florete individual masculino - categoria A, fase de grupos, grupo B","Florete individual masculino - categoría A, preliminares, grupo B",EventUnit,15,HATH,N,Y,Preliminary Pool B,"Fase de grupos, grupo B","Preliminares, grupo B"
WF,M,021,B,08,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool B,"Florete ind masc-categoria A, grupo B","Florete ind masc-cat. A, prelim, grupo B",Men's Individual Foil - Category A Preliminary Pool B,"Florete individual masculino - categoria A, fase de grupos, grupo B","Florete individual masculino - categoría A, preliminares, grupo B",EventUnit,15,HATH,N,Y,Preliminary Pool B,"Fase de grupos, grupo B","Preliminares, grupo B"
WF,M,021,B,09,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool B,"Florete ind masc-categoria A, grupo B","Florete ind masc-cat. A, prelim, grupo B",Men's Individual Foil - Category A Preliminary Pool B,"Florete individual masculino - categoria A, fase de grupos, grupo B","Florete individual masculino - categoría A, preliminares, grupo B",EventUnit,15,HATH,N,Y,Preliminary Pool B,"Fase de grupos, grupo B","Preliminares, grupo B"
WF,M,021,B,10,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool B,"Florete ind masc-categoria A, grupo B","Florete ind masc-cat. A, prelim, grupo B",Men's Individual Foil - Category A Preliminary Pool B,"Florete individual masculino - categoria A, fase de grupos, grupo B","Florete individual masculino - categoría A, preliminares, grupo B",EventUnit,15,HATH,N,Y,Preliminary Pool B,"Fase de grupos, grupo B","Preliminares, grupo B"
WF,M,021,B,11,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool B,"Florete ind masc-categoria A, grupo B","Florete ind masc-cat. A, prelim, grupo B",Men's Individual Foil - Category A Preliminary Pool B,"Florete individual masculino - categoria A, fase de grupos, grupo B","Florete individual masculino - categoría A, preliminares, grupo B",EventUnit,15,HATH,N,Y,Preliminary Pool B,"Fase de grupos, grupo B","Preliminares, grupo B"
WF,M,021,B,12,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool B,"Florete ind masc-categoria A, grupo B","Florete ind masc-cat. A, prelim, grupo B",Men's Individual Foil - Category A Preliminary Pool B,"Florete individual masculino - categoria A, fase de grupos, grupo B","Florete individual masculino - categoría A, preliminares, grupo B",EventUnit,15,HATH,N,Y,Preliminary Pool B,"Fase de grupos, grupo B","Preliminares, grupo B"
WF,M,021,B,13,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool B,"Florete ind masc-categoria A, grupo B","Florete ind masc-cat. A, prelim, grupo B",Men's Individual Foil - Category A Preliminary Pool B,"Florete individual masculino - categoria A, fase de grupos, grupo B","Florete individual masculino - categoría A, preliminares, grupo B",EventUnit,15,HATH,N,Y,Preliminary Pool B,"Fase de grupos, grupo B","Preliminares, grupo B"
WF,M,021,B,14,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool B,"Florete ind masc-categoria A, grupo B","Florete ind masc-cat. A, prelim, grupo B",Men's Individual Foil - Category A Preliminary Pool B,"Florete individual masculino - categoria A, fase de grupos, grupo B","Florete individual masculino - categoría A, preliminares, grupo B",EventUnit,15,HATH,N,Y,Preliminary Pool B,"Fase de grupos, grupo B","Preliminares, grupo B"
WF,M,021,B,15,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool B,"Florete ind masc-categoria A, grupo B","Florete ind masc-cat. A, prelim, grupo B",Men's Individual Foil - Category A Preliminary Pool B,"Florete individual masculino - categoria A, fase de grupos, grupo B","Florete individual masculino - categoría A, preliminares, grupo B",EventUnit,15,HATH,N,Y,Preliminary Pool B,"Fase de grupos, grupo B","Preliminares, grupo B"
WF,M,021,B,16,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool B,"Florete ind masc-categoria A, grupo B","Florete ind masc-cat. A, prelim, grupo B",Men's Individual Foil - Category A Preliminary Pool B,"Florete individual masculino - categoria A, fase de grupos, grupo B","Florete individual masculino - categoría A, preliminares, grupo B",EventUnit,15,HATH,N,Y,Preliminary Pool B,"Fase de grupos, grupo B","Preliminares, grupo B"
WF,M,021,B,17,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool B,"Florete ind masc-categoria A, grupo B","Florete ind masc-cat. A, prelim, grupo B",Men's Individual Foil - Category A Preliminary Pool B,"Florete individual masculino - categoria A, fase de grupos, grupo B","Florete individual masculino - categoría A, preliminares, grupo B",EventUnit,15,HATH,N,Y,Preliminary Pool B,"Fase de grupos, grupo B","Preliminares, grupo B"
WF,M,021,B,18,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool B,"Florete ind masc-categoria A, grupo B","Florete ind masc-cat. A, prelim, grupo B",Men's Individual Foil - Category A Preliminary Pool B,"Florete individual masculino - categoria A, fase de grupos, grupo B","Florete individual masculino - categoría A, preliminares, grupo B",EventUnit,15,HATH,N,Y,Preliminary Pool B,"Fase de grupos, grupo B","Preliminares, grupo B"
WF,M,021,B,19,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool B,"Florete ind masc-categoria A, grupo B","Florete ind masc-cat. A, prelim, grupo B",Men's Individual Foil - Category A Preliminary Pool B,"Florete individual masculino - categoria A, fase de grupos, grupo B","Florete individual masculino - categoría A, preliminares, grupo B",EventUnit,15,HATH,N,Y,Preliminary Pool B,"Fase de grupos, grupo B","Preliminares, grupo B"
WF,M,021,B,20,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool B,"Florete ind masc-categoria A, grupo B","Florete ind masc-cat. A, prelim, grupo B",Men's Individual Foil - Category A Preliminary Pool B,"Florete individual masculino - categoria A, fase de grupos, grupo B","Florete individual masculino - categoría A, preliminares, grupo B",EventUnit,15,HATH,N,Y,Preliminary Pool B,"Fase de grupos, grupo B","Preliminares, grupo B"
WF,M,021,B,21,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool B,"Florete ind masc-categoria A, grupo B","Florete ind masc-cat. A, prelim, grupo B",Men's Individual Foil - Category A Preliminary Pool B,"Florete individual masculino - categoria A, fase de grupos, grupo B","Florete individual masculino - categoría A, preliminares, grupo B",EventUnit,15,HATH,N,Y,Preliminary Pool B,"Fase de grupos, grupo B","Preliminares, grupo B"
WF,M,021,C,00,N,0,Men's Ind. Foil - Cat. A Prelim. Pool C,"Florete ind masc-categoria A, grupo C","Florete ind masc-cat. A, prelim, grupo C",Men's Individual Foil - Category A Preliminary Pool C,"Florete individual masculino - categoria A, fase de grupos, grupo C","Florete individual masculino - categoría A, preliminares, grupo C",Phase,14,NONE,N,N,Preliminary Pool C,"Fase de grupos, grupo C","Preliminares, grupo C"
WF,M,021,C,01,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool C,"Florete ind masc-categoria A, grupo C","Florete ind masc-cat. A, prelim, grupo C",Men's Individual Foil - Category A Preliminary Pool C,"Florete individual masculino - categoria A, fase de grupos, grupo C","Florete individual masculino - categoría A, preliminares, grupo C",EventUnit,15,HATH,N,Y,Preliminary Pool C,"Fase de grupos, grupo C","Preliminares, grupo C"
WF,M,021,C,02,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool C,"Florete ind masc-categoria A, grupo C","Florete ind masc-cat. A, prelim, grupo C",Men's Individual Foil - Category A Preliminary Pool C,"Florete individual masculino - categoria A, fase de grupos, grupo C","Florete individual masculino - categoría A, preliminares, grupo C",EventUnit,15,HATH,N,Y,Preliminary Pool C,"Fase de grupos, grupo C","Preliminares, grupo C"
WF,M,021,C,03,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool C,"Florete ind masc-categoria A, grupo C","Florete ind masc-cat. A, prelim, grupo C",Men's Individual Foil - Category A Preliminary Pool C,"Florete individual masculino - categoria A, fase de grupos, grupo C","Florete individual masculino - categoría A, preliminares, grupo C",EventUnit,15,HATH,N,Y,Preliminary Pool C,"Fase de grupos, grupo C","Preliminares, grupo C"
WF,M,021,C,04,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool C,"Florete ind masc-categoria A, grupo C","Florete ind masc-cat. A, prelim, grupo C",Men's Individual Foil - Category A Preliminary Pool C,"Florete individual masculino - categoria A, fase de grupos, grupo C","Florete individual masculino - categoría A, preliminares, grupo C",EventUnit,15,HATH,N,Y,Preliminary Pool C,"Fase de grupos, grupo C","Preliminares, grupo C"
WF,M,021,C,05,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool C,"Florete ind masc-categoria A, grupo C","Florete ind masc-cat. A, prelim, grupo C",Men's Individual Foil - Category A Preliminary Pool C,"Florete individual masculino - categoria A, fase de grupos, grupo C","Florete individual masculino - categoría A, preliminares, grupo C",EventUnit,15,HATH,N,Y,Preliminary Pool C,"Fase de grupos, grupo C","Preliminares, grupo C"
WF,M,021,C,06,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool C,"Florete ind masc-categoria A, grupo C","Florete ind masc-cat. A, prelim, grupo C",Men's Individual Foil - Category A Preliminary Pool C,"Florete individual masculino - categoria A, fase de grupos, grupo C","Florete individual masculino - categoría A, preliminares, grupo C",EventUnit,15,HATH,N,Y,Preliminary Pool C,"Fase de grupos, grupo C","Preliminares, grupo C"
WF,M,021,C,07,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool C,"Florete ind masc-categoria A, grupo C","Florete ind masc-cat. A, prelim, grupo C",Men's Individual Foil - Category A Preliminary Pool C,"Florete individual masculino - categoria A, fase de grupos, grupo C","Florete individual masculino - categoría A, preliminares, grupo C",EventUnit,15,HATH,N,Y,Preliminary Pool C,"Fase de grupos, grupo C","Preliminares, grupo C"
WF,M,021,C,08,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool C,"Florete ind masc-categoria A, grupo C","Florete ind masc-cat. A, prelim, grupo C",Men's Individual Foil - Category A Preliminary Pool C,"Florete individual masculino - categoria A, fase de grupos, grupo C","Florete individual masculino - categoría A, preliminares, grupo C",EventUnit,15,HATH,N,Y,Preliminary Pool C,"Fase de grupos, grupo C","Preliminares, grupo C"
WF,M,021,C,09,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool C,"Florete ind masc-categoria A, grupo C","Florete ind masc-cat. A, prelim, grupo C",Men's Individual Foil - Category A Preliminary Pool C,"Florete individual masculino - categoria A, fase de grupos, grupo C","Florete individual masculino - categoría A, preliminares, grupo C",EventUnit,15,HATH,N,Y,Preliminary Pool C,"Fase de grupos, grupo C","Preliminares, grupo C"
WF,M,021,C,10,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool C,"Florete ind masc-categoria A, grupo C","Florete ind masc-cat. A, prelim, grupo C",Men's Individual Foil - Category A Preliminary Pool C,"Florete individual masculino - categoria A, fase de grupos, grupo C","Florete individual masculino - categoría A, preliminares, grupo C",EventUnit,15,HATH,N,Y,Preliminary Pool C,"Fase de grupos, grupo C","Preliminares, grupo C"
WF,M,021,C,11,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool C,"Florete ind masc-categoria A, grupo C","Florete ind masc-cat. A, prelim, grupo C",Men's Individual Foil - Category A Preliminary Pool C,"Florete individual masculino - categoria A, fase de grupos, grupo C","Florete individual masculino - categoría A, preliminares, grupo C",EventUnit,15,HATH,N,Y,Preliminary Pool C,"Fase de grupos, grupo C","Preliminares, grupo C"
WF,M,021,C,12,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool C,"Florete ind masc-categoria A, grupo C","Florete ind masc-cat. A, prelim, grupo C",Men's Individual Foil - Category A Preliminary Pool C,"Florete individual masculino - categoria A, fase de grupos, grupo C","Florete individual masculino - categoría A, preliminares, grupo C",EventUnit,15,HATH,N,Y,Preliminary Pool C,"Fase de grupos, grupo C","Preliminares, grupo C"
WF,M,021,C,13,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool C,"Florete ind masc-categoria A, grupo C","Florete ind masc-cat. A, prelim, grupo C",Men's Individual Foil - Category A Preliminary Pool C,"Florete individual masculino - categoria A, fase de grupos, grupo C","Florete individual masculino - categoría A, preliminares, grupo C",EventUnit,15,HATH,N,Y,Preliminary Pool C,"Fase de grupos, grupo C","Preliminares, grupo C"
WF,M,021,C,14,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool C,"Florete ind masc-categoria A, grupo C","Florete ind masc-cat. A, prelim, grupo C",Men's Individual Foil - Category A Preliminary Pool C,"Florete individual masculino - categoria A, fase de grupos, grupo C","Florete individual masculino - categoría A, preliminares, grupo C",EventUnit,15,HATH,N,Y,Preliminary Pool C,"Fase de grupos, grupo C","Preliminares, grupo C"
WF,M,021,C,15,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool C,"Florete ind masc-categoria A, grupo C","Florete ind masc-cat. A, prelim, grupo C",Men's Individual Foil - Category A Preliminary Pool C,"Florete individual masculino - categoria A, fase de grupos, grupo C","Florete individual masculino - categoría A, preliminares, grupo C",EventUnit,15,HATH,N,Y,Preliminary Pool C,"Fase de grupos, grupo C","Preliminares, grupo C"
WF,M,021,C,16,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool C,"Florete ind masc-categoria A, grupo C","Florete ind masc-cat. A, prelim, grupo C",Men's Individual Foil - Category A Preliminary Pool C,"Florete individual masculino - categoria A, fase de grupos, grupo C","Florete individual masculino - categoría A, preliminares, grupo C",EventUnit,15,HATH,N,Y,Preliminary Pool C,"Fase de grupos, grupo C","Preliminares, grupo C"
WF,M,021,C,17,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool C,"Florete ind masc-categoria A, grupo C","Florete ind masc-cat. A, prelim, grupo C",Men's Individual Foil - Category A Preliminary Pool C,"Florete individual masculino - categoria A, fase de grupos, grupo C","Florete individual masculino - categoría A, preliminares, grupo C",EventUnit,15,HATH,N,Y,Preliminary Pool C,"Fase de grupos, grupo C","Preliminares, grupo C"
WF,M,021,C,18,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool C,"Florete ind masc-categoria A, grupo C","Florete ind masc-cat. A, prelim, grupo C",Men's Individual Foil - Category A Preliminary Pool C,"Florete individual masculino - categoria A, fase de grupos, grupo C","Florete individual masculino - categoría A, preliminares, grupo C",EventUnit,15,HATH,N,Y,Preliminary Pool C,"Fase de grupos, grupo C","Preliminares, grupo C"
WF,M,021,C,19,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool C,"Florete ind masc-categoria A, grupo C","Florete ind masc-cat. A, prelim, grupo C",Men's Individual Foil - Category A Preliminary Pool C,"Florete individual masculino - categoria A, fase de grupos, grupo C","Florete individual masculino - categoría A, preliminares, grupo C",EventUnit,15,HATH,N,Y,Preliminary Pool C,"Fase de grupos, grupo C","Preliminares, grupo C"
WF,M,021,C,20,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool C,"Florete ind masc-categoria A, grupo C","Florete ind masc-cat. A, prelim, grupo C",Men's Individual Foil - Category A Preliminary Pool C,"Florete individual masculino - categoria A, fase de grupos, grupo C","Florete individual masculino - categoría A, preliminares, grupo C",EventUnit,15,HATH,N,Y,Preliminary Pool C,"Fase de grupos, grupo C","Preliminares, grupo C"
WF,M,021,C,21,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool C,"Florete ind masc-categoria A, grupo C","Florete ind masc-cat. A, prelim, grupo C",Men's Individual Foil - Category A Preliminary Pool C,"Florete individual masculino - categoria A, fase de grupos, grupo C","Florete individual masculino - categoría A, preliminares, grupo C",EventUnit,15,HATH,N,Y,Preliminary Pool C,"Fase de grupos, grupo C","Preliminares, grupo C"
WF,M,021,D,00,N,0,Men's Ind. Foil - Cat. A Prelim. Pool D,"Florete ind masc-categoria A, grupo D","Florete ind masc-cat. A, prelim, grupo D",Men's Individual Foil - Category A Preliminary Pool D,"Florete individual masculino - categoria A, fase de grupos, grupo D","Florete individual masculino - categoría A, preliminares, grupo D",Phase,14,NONE,N,N,Preliminary Pool D,"Fase de grupos, grupo D","Preliminares, grupo D"
WF,M,021,D,01,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool D,"Florete ind masc-categoria A, grupo D","Florete ind masc-cat. A, prelim, grupo D",Men's Individual Foil - Category A Preliminary Pool D,"Florete individual masculino - categoria A, fase de grupos, grupo D","Florete individual masculino - categoría A, preliminares, grupo D",EventUnit,15,HATH,N,Y,Preliminary Pool D,"Fase de grupos, grupo D","Preliminares, grupo D"
WF,M,021,D,02,Y,0,Men's Ind. Foil - Cat. A Prelim. Pool D,"Florete ind masc-categoria A, grupo D","Florete ind masc-cat. A, prelim, grupo D",Men's Individual Foil - Category A Preliminary Pool D,"Florete individual masculino - categoria A, fase de grupos, grupo D","Florete individual masculino - categoría A, preliminares, grupo D",EventUnit,15,HATH,N,Y,Preliminary Pool D,"Fase de grupos, grupo D","Preliminares, grupo D"
