Discipline,Gender,Event,Phase,Event Unit,Schedule Flag,Medal Flag,Event Unit Type,ENG Results Long Name (80),ENG Results Short Name (40),ENG Print Name (40),ENG TV Name,AZE Results Long Name (80),AZE Results Short Name (40),AZE Print Name (40)
BX,M,064,5,16,Y,0,HATH,Men's Light Welter (64kg) Round of 32,Men's Light Welter (64kg) Round of 32,Round of 32,,,,
BX,M,064,6,00,N,0,NONE,Men's Light Welter (64kg) Round of 64,Men's Light Welter (64kg) Round of 64,Round of 64,,,,
BX,M,064,6,01,Y,0,HATH,Men's Light Welter (64kg) Round of 64,Men's Light Welter (64kg) Round of 64,Round of 64,,,,
BX,M,064,6,02,Y,0,HATH,Men's Light Welter (64kg) Round of 64,Men's Light Welter (64kg) Round of 64,Round of 64,,,,
BX,M,064,6,03,Y,0,HATH,Men's Light Welter (64kg) Round of 64,Men's Light Welter (64kg) Round of 64,Round of 64,,,,
BX,M,064,6,04,Y,0,HATH,Men's Light Welter (64kg) Round of 64,Men's Light Welter (64kg) Round of 64,Round of 64,,,,
BX,M,064,6,05,Y,0,HATH,Men's Light Welter (64kg) Round of 64,Men's Light Welter (64kg) Round of 64,Round of 64,,,,
BX,M,064,6,06,Y,0,HATH,Men's Light Welter (64kg) Round of 64,Men's Light Welter (64kg) Round of 64,Round of 64,,,,
BX,M,064,6,07,Y,0,HATH,Men's Light Welter (64kg) Round of 64,Men's Light Welter (64kg) Round of 64,Round of 64,,,,
BX,M,064,6,08,Y,0,HATH,Men's Light Welter (64kg) Round of 64,Men's Light Welter (64kg) Round of 64,Round of 64,,,,
BX,M,064,6,09,Y,0,HATH,Men's Light Welter (64kg) Round of 64,Men's Light Welter (64kg) Round of 64,Round of 64,,,,
BX,M,064,6,10,Y,0,HATH,Men's Light Welter (64kg) Round of 64,Men's Light Welter (64kg) Round of 64,Round of 64,,,,
BX,M,064,6,11,Y,0,HATH,Men's Light Welter (64kg) Round of 64,Men's Light Welter (64kg) Round of 64,Round of 64,,,,
BX,M,064,6,12,Y,0,HATH,Men's Light Welter (64kg) Round of 64,Men's Light Welter (64kg) Round of 64,Round of 64,,,,
BX,M,064,6,13,Y,0,HATH,Men's Light Welter (64kg) Round of 64,Men's Light Welter (64kg) Round of 64,Round of 64,,,,
BX,M,064,6,14,Y,0,HATH,Men's Light Welter (64kg) Round of 64,Men's Light Welter (64kg) Round of 64,Round of 64,,,,
BX,M,064,6,15,Y,0,HATH,Men's Light Welter (64kg) Round of 64,Men's Light Welter (64kg) Round of 64,Round of 64,,,,
BX,M,064,6,16,Y,0,HATH,Men's Light Welter (64kg) Round of 64,Men's Light Welter (64kg) Round of 64,Round of 64,,,,
BX,M,064,6,17,Y,0,HATH,Men's Light Welter (64kg) Round of 64,Men's Light Welter (64kg) Round of 64,Round of 64,,,,
BX,M,064,6,18,Y,0,HATH,Men's Light Welter (64kg) Round of 64,Men's Light Welter (64kg) Round of 64,Round of 64,,,,
BX,M,064,6,19,Y,0,HATH,Men's Light Welter (64kg) Round of 64,Men's Light Welter (64kg) Round of 64,Round of 64,,,,
BX,M,064,6,20,Y,0,HATH,Men's Light Welter (64kg) Round of 64,Men's Light Welter (64kg) Round of 64,Round of 64,,,,
BX,M,064,6,21,Y,0,HATH,Men's Light Welter (64kg) Round of 64,Men's Light Welter (64kg) Round of 64,Round of 64,,,,
BX,M,064,6,22,Y,0,HATH,Men's Light Welter (64kg) Round of 64,Men's Light Welter (64kg) Round of 64,Round of 64,,,,
BX,M,064,6,23,Y,0,HATH,Men's Light Welter (64kg) Round of 64,Men's Light Welter (64kg) Round of 64,Round of 64,,,,
BX,M,064,6,24,Y,0,HATH,Men's Light Welter (64kg) Round of 64,Men's Light Welter (64kg) Round of 64,Round of 64,,,,
BX,M,064,6,25,Y,0,HATH,Men's Light Welter (64kg) Round of 64,Men's Light Welter (64kg) Round of 64,Round of 64,,,,
BX,M,064,6,26,Y,0,HATH,Men's Light Welter (64kg) Round of 64,Men's Light Welter (64kg) Round of 64,Round of 64,,,,
BX,M,064,6,27,Y,0,HATH,Men's Light Welter (64kg) Round of 64,Men's Light Welter (64kg) Round of 64,Round of 64,,,,
BX,M,064,6,28,Y,0,HATH,Men's Light Welter (64kg) Round of 64,Men's Light Welter (64kg) Round of 64,Round of 64,,,,
BX,M,064,6,29,Y,0,HATH,Men's Light Welter (64kg) Round of 64,Men's Light Welter (64kg) Round of 64,Round of 64,,,,
BX,M,064,6,30,Y,0,HATH,Men's Light Welter (64kg) Round of 64,Men's Light Welter (64kg) Round of 64,Round of 64,,,,
BX,M,064,6,31,Y,0,HATH,Men's Light Welter (64kg) Round of 64,Men's Light Welter (64kg) Round of 64,Round of 64,,,,
BX,M,064,6,32,Y,0,HATH,Men's Light Welter (64kg) Round of 64,Men's Light Welter (64kg) Round of 64,Round of 64,,,,
BX,M,064,M,00,Y,0,NONE,Men's Light Welter (64kg) Medal Ceremony,Men's Light Welter (64kg) Mdl Ceremony,,,,,
BX,M,069,0,00,N,0,NONE,Men's Welter (69kg),Men's Welter (69kg),,,,,
BX,M,069,1,00,N,0,NONE,Men's Welter (69kg) Final,Men's Welter (69kg) Final,Final,,,,
BX,M,069,1,01,Y,1,HATH,Men's Welter (69kg) Final Bout,Men's Welter (69kg) Final Bout,Final Bout,,,,
BX,M,069,2,00,N,0,NONE,Men's Welter (69kg) Semifinals,Men's Welter (69kg) Semifinals,Semifinals,,,,
BX,M,069,2,01,Y,2,HATH,Men's Welter (69kg) Semifinal 1,Men's Welter (69kg) Semifinal 1,Semifinal 1,,,,
BX,M,069,2,02,Y,2,HATH,Men's Welter (69kg) Semifinal 2,Men's Welter (69kg) Semifinal 2,Semifinal 2,,,,
BX,M,069,3,00,N,0,NONE,Men's Welter (69kg) Quarterfinals,Men's Welter (69kg) Quarterfinals,Quarterfinals,,,,
BX,M,069,3,01,Y,0,HATH,Men's Welter (69kg) Quarterfinal 1,Men's Welter (69kg) Quarterfinal 1,Quarterfinal 1,,,,
BX,M,069,3,02,Y,0,HATH,Men's Welter (69kg) Quarterfinal 2,Men's Welter (69kg) Quarterfinal 2,Quarterfinal 2,,,,
BX,M,069,3,03,Y,0,HATH,Men's Welter (69kg) Quarterfinal 3,Men's Welter (69kg) Quarterfinal 3,Quarterfinal 3,,,,
BX,M,069,3,04,Y,0,HATH,Men's Welter (69kg) Quarterfinal 4,Men's Welter (69kg) Quarterfinal 4,Quarterfinal 4,,,,
BX,M,069,4,00,N,0,NONE,Men's Welter (69kg) Round of 16,Men's Welter (69kg) Round of 16,Round of 16,,,,
BX,M,069,4,01,Y,0,HATH,Men's Welter (69kg) Round of 16,Men's Welter (69kg) Round of 16,Round of 16,,,,
BX,M,069,4,02,Y,0,HATH,Men's Welter (69kg) Round of 16,Men's Welter (69kg) Round of 16,Round of 16,,,,
BX,M,069,4,03,Y,0,HATH,Men's Welter (69kg) Round of 16,Men's Welter (69kg) Round of 16,Round of 16,,,,
BX,M,069,4,04,Y,0,HATH,Men's Welter (69kg) Round of 16,Men's Welter (69kg) Round of 16,Round of 16,,,,
BX,M,069,4,05,Y,0,HATH,Men's Welter (69kg) Round of 16,Men's Welter (69kg) Round of 16,Round of 16,,,,
BX,M,069,4,06,Y,0,HATH,Men's Welter (69kg) Round of 16,Men's Welter (69kg) Round of 16,Round of 16,,,,
BX,M,069,4,07,Y,0,HATH,Men's Welter (69kg) Round of 16,Men's Welter (69kg) Round of 16,Round of 16,,,,
BX,M,069,4,08,Y,0,HATH,Men's Welter (69kg) Round of 16,Men's Welter (69kg) Round of 16,Round of 16,,,,
BX,M,069,5,00,N,0,NONE,Men's Welter (69kg) Round of 32,Men's Welter (69kg) Round of 32,Round of 32,,,,
BX,M,069,5,01,Y,0,HATH,Men's Welter (69kg) Round of 32,Men's Welter (69kg) Round of 32,Round of 32,,,,
BX,M,069,5,02,Y,0,HATH,Men's Welter (69kg) Round of 32,Men's Welter (69kg) Round of 32,Round of 32,,,,
BX,M,069,5,03,Y,0,HATH,Men's Welter (69kg) Round of 32,Men's Welter (69kg) Round of 32,Round of 32,,,,
BX,M,069,5,04,Y,0,HATH,Men's Welter (69kg) Round of 32,Men's Welter (69kg) Round of 32,Round of 32,,,,
BX,M,069,5,05,Y,0,HATH,Men's Welter (69kg) Round of 32,Men's Welter (69kg) Round of 32,Round of 32,,,,
BX,M,069,5,06,Y,0,HATH,Men's Welter (69kg) Round of 32,Men's Welter (69kg) Round of 32,Round of 32,,,,
BX,M,069,5,07,Y,0,HATH,Men's Welter (69kg) Round of 32,Men's Welter (69kg) Round of 32,Round of 32,,,,
BX,M,069,5,08,Y,0,HATH,Men's Welter (69kg) Round of 32,Men's Welter (69kg) Round of 32,Round of 32,,,,
BX,M,069,5,09,Y,0,HATH,Men's Welter (69kg) Round of 32,Men's Welter (69kg) Round of 32,Round of 32,,,,
BX,M,069,5,10,Y,0,HATH,Men's Welter (69kg) Round of 32,Men's Welter (69kg) Round of 32,Round of 32,,,,
BX,M,069,5,11,Y,0,HATH,Men's Welter (69kg) Round of 32,Men's Welter (69kg) Round of 32,Round of 32,,,,
BX,M,069,5,12,Y,0,HATH,Men's Welter (69kg) Round of 32,Men's Welter (69kg) Round of 32,Round of 32,,,,
BX,M,069,5,13,Y,0,HATH,Men's Welter (69kg) Round of 32,Men's Welter (69kg) Round of 32,Round of 32,,,,
BX,M,069,5,14,Y,0,HATH,Men's Welter (69kg) Round of 32,Men's Welter (69kg) Round of 32,Round of 32,,,,
BX,M,069,5,15,Y,0,HATH,Men's Welter (69kg) Round of 32,Men's Welter (69kg) Round of 32,Round of 32,,,,
BX,M,069,5,16,Y,0,HATH,Men's Welter (69kg) Round of 32,Men's Welter (69kg) Round of 32,Round of 32,,,,
BX,M,069,6,00,N,0,NONE,Men's Welter (69kg) Round of 64,Men's Welter (69kg) Round of 64,Round of 64,,,,
BX,M,069,6,01,Y,0,HATH,Men's Welter (69kg) Round of 64,Men's Welter (69kg) Round of 64,Round of 64,,,,
BX,M,069,6,02,Y,0,HATH,Men's Welter (69kg) Round of 64,Men's Welter (69kg) Round of 64,Round of 64,,,,
BX,M,069,6,03,Y,0,HATH,Men's Welter (69kg) Round of 64,Men's Welter (69kg) Round of 64,Round of 64,,,,
BX,M,069,6,04,Y,0,HATH,Men's Welter (69kg) Round of 64,Men's Welter (69kg) Round of 64,Round of 64,,,,
BX,M,069,6,05,Y,0,HATH,Men's Welter (69kg) Round of 64,Men's Welter (69kg) Round of 64,Round of 64,,,,
BX,M,069,6,06,Y,0,HATH,Men's Welter (69kg) Round of 64,Men's Welter (69kg) Round of 64,Round of 64,,,,
BX,M,069,6,07,Y,0,HATH,Men's Welter (69kg) Round of 64,Men's Welter (69kg) Round of 64,Round of 64,,,,
BX,M,069,6,08,Y,0,HATH,Men's Welter (69kg) Round of 64,Men's Welter (69kg) Round of 64,Round of 64,,,,
BX,M,069,6,09,Y,0,HATH,Men's Welter (69kg) Round of 64,Men's Welter (69kg) Round of 64,Round of 64,,,,
BX,M,069,6,10,Y,0,HATH,Men's Welter (69kg) Round of 64,Men's Welter (69kg) Round of 64,Round of 64,,,,
BX,M,069,6,11,Y,0,HATH,Men's Welter (69kg) Round of 64,Men's Welter (69kg) Round of 64,Round of 64,,,,
BX,M,069,6,12,Y,0,HATH,Men's Welter (69kg) Round of 64,Men's Welter (69kg) Round of 64,Round of 64,,,,
BX,M,069,6,13,Y,0,HATH,Men's Welter (69kg) Round of 64,Men's Welter (69kg) Round of 64,Round of 64,,,,
BX,M,069,6,14,Y,0,HATH,Men's Welter (69kg) Round of 64,Men's Welter (69kg) Round of 64,Round of 64,,,,
BX,M,069,6,15,Y,0,HATH,Men's Welter (69kg) Round of 64,Men's Welter (69kg) Round of 64,Round of 64,,,,
BX,M,069,6,16,Y,0,HATH,Men's Welter (69kg) Round of 64,Men's Welter (69kg) Round of 64,Round of 64,,,,
BX,M,069,6,17,Y,0,HATH,Men's Welter (69kg) Round of 64,Men's Welter (69kg) Round of 64,Round of 64,,,,
BX,M,069,6,18,Y,0,HATH,Men's Welter (69kg) Round of 64,Men's Welter (69kg) Round of 64,Round of 64,,,,
BX,M,069,6,19,Y,0,HATH,Men's Welter (69kg) Round of 64,Men's Welter (69kg) Round of 64,Round of 64,,,,
BX,M,069,6,20,Y,0,HATH,Men's Welter (69kg) Round of 64,Men's Welter (69kg) Round of 64,Round of 64,,,,
BX,M,069,6,21,Y,0,HATH,Men's Welter (69kg) Round of 64,Men's Welter (69kg) Round of 64,Round of 64,,,,
BX,M,069,6,22,Y,0,HATH,Men's Welter (69kg) Round of 64,Men's Welter (69kg) Round of 64,Round of 64,,,,
BX,M,069,6,23,Y,0,HATH,Men's Welter (69kg) Round of 64,Men's Welter (69kg) Round of 64,Round of 64,,,,
BX,M,069,6,24,Y,0,HATH,Men's Welter (69kg) Round of 64,Men's Welter (69kg) Round of 64,Round of 64,,,,
BX,M,069,6,25,Y,0,HATH,Men's Welter (69kg) Round of 64,Men's Welter (69kg) Round of 64,Round of 64,,,,
BX,M,069,6,26,Y,0,HATH,Men's Welter (69kg) Round of 64,Men's Welter (69kg) Round of 64,Round of 64,,,,
BX,M,069,6,27,Y,0,HATH,Men's Welter (69kg) Round of 64,Men's Welter (69kg) Round of 64,Round of 64,,,,
BX,M,069,6,28,Y,0,HATH,Men's Welter (69kg) Round of 64,Men's Welter (69kg) Round of 64,Round of 64,,,,
BX,M,069,6,29,Y,0,HATH,Men's Welter (69kg) Round of 64,Men's Welter (69kg) Round of 64,Round of 64,,,,
BX,M,069,6,30,Y,0,HATH,Men's Welter (69kg) Round of 64,Men's Welter (69kg) Round of 64,Round of 64,,,,
BX,M,069,6,31,Y,0,HATH,Men's Welter (69kg) Round of 64,Men's Welter (69kg) Round of 64,Round of 64,,,,
BX,M,069,6,32,Y,0,HATH,Men's Welter (69kg) Round of 64,Men's Welter (69kg) Round of 64,Round of 64,,,,
BX,M,069,M,00,Y,0,NONE,Men's Welter (69kg) Medal Ceremony,Men's Welter (69kg) Medal Ceremony,,,,,
BX,M,075,0,00,N,0,NONE,Men's Middle (75kg),Men's Middle (75kg),,,,,
BX,M,075,1,00,N,0,NONE,Men's Middle (75kg) Final,Men's Middle (75kg) Final,Final,,,,
BX,M,075,1,01,Y,1,HATH,Men's Middle (75kg) Final Bout,Men's Middle (75kg) Final Bout,Final Bout,,,,
BX,M,075,2,00,N,0,NONE,Men's Middle (75kg) Semifinals,Men's Middle (75kg) Semifinals,Semifinals,,,,
BX,M,075,2,01,Y,2,HATH,Men's Middle (75kg) Semifinal 1,Men's Middle (75kg) Semifinal 1,Semifinal 1,,,,
BX,M,075,2,02,Y,2,HATH,Men's Middle (75kg) Semifinal 2,Men's Middle (75kg) Semifinal 2,Semifinal 2,,,,
BX,M,075,3,00,N,0,NONE,Men's Middle (75kg) Quarterfinals,Men's Middle (75kg) Quarterfinals,Quarterfinals,,,,
BX,M,075,3,01,Y,0,HATH,Men's Middle (75kg) Quarterfinal 1,Men's Middle (75kg) Quarterfinal 1,Quarterfinal 1,,,,
BX,M,075,3,02,Y,0,HATH,Men's Middle (75kg) Quarterfinal 2,Men's Middle (75kg) Quarterfinal 2,Quarterfinal 2,,,,
BX,M,075,3,03,Y,0,HATH,Men's Middle (75kg) Quarterfinal 3,Men's Middle (75kg) Quarterfinal 3,Quarterfinal 3,,,,
BX,M,075,3,04,Y,0,HATH,Men's Middle (75kg) Quarterfinal 4,Men's Middle (75kg) Quarterfinal 4,Quarterfinal 4,,,,
BX,M,075,4,00,N,0,NONE,Men's Middle (75kg) Round of 16,Men's Middle (75kg) Round of 16,Round of 16,,,,
BX,M,075,4,01,Y,0,HATH,Men's Middle (75kg) Round of 16,Men's Middle (75kg) Round of 16,Round of 16,,,,
BX,M,075,4,02,Y,0,HATH,Men's Middle (75kg) Round of 16,Men's Middle (75kg) Round of 16,Round of 16,,,,
BX,M,075,4,03,Y,0,HATH,Men's Middle (75kg) Round of 16,Men's Middle (75kg) Round of 16,Round of 16,,,,
BX,M,075,4,04,Y,0,HATH,Men's Middle (75kg) Round of 16,Men's Middle (75kg) Round of 16,Round of 16,,,,
BX,M,075,4,05,Y,0,HATH,Men's Middle (75kg) Round of 16,Men's Middle (75kg) Round of 16,Round of 16,,,,
BX,M,075,4,06,Y,0,HATH,Men's Middle (75kg) Round of 16,Men's Middle (75kg) Round of 16,Round of 16,,,,
BX,M,075,4,07,Y,0,HATH,Men's Middle (75kg) Round of 16,Men's Middle (75kg) Round of 16,Round of 16,,,,
BX,M,075,4,08,Y,0,HATH,Men's Middle (75kg) Round of 16,Men's Middle (75kg) Round of 16,Round of 16,,,,
BX,M,075,5,00,N,0,NONE,Men's Middle (75kg) Round of 32,Men's Middle (75kg) Round of 32,Round of 32,,,,
BX,M,075,5,01,Y,0,HATH,Men's Middle (75kg) Round of 32,Men's Middle (75kg) Round of 32,Round of 32,,,,
BX,M,075,5,02,Y,0,HATH,Men's Middle (75kg) Round of 32,Men's Middle (75kg) Round of 32,Round of 32,,,,
BX,M,075,5,03,Y,0,HATH,Men's Middle (75kg) Round of 32,Men's Middle (75kg) Round of 32,Round of 32,,,,
BX,M,075,5,04,Y,0,HATH,Men's Middle (75kg) Round of 32,Men's Middle (75kg) Round of 32,Round of 32,,,,
BX,M,075,5,05,Y,0,HATH,Men's Middle (75kg) Round of 32,Men's Middle (75kg) Round of 32,Round of 32,,,,
BX,M,075,5,06,Y,0,HATH,Men's Middle (75kg) Round of 32,Men's Middle (75kg) Round of 32,Round of 32,,,,
BX,M,075,5,07,Y,0,HATH,Men's Middle (75kg) Round of 32,Men's Middle (75kg) Round of 32,Round of 32,,,,
BX,M,075,5,08,Y,0,HATH,Men's Middle (75kg) Round of 32,Men's Middle (75kg) Round of 32,Round of 32,,,,
BX,M,075,5,09,Y,0,HATH,Men's Middle (75kg) Round of 32,Men's Middle (75kg) Round of 32,Round of 32,,,,
BX,M,075,5,10,Y,0,HATH,Men's Middle (75kg) Round of 32,Men's Middle (75kg) Round of 32,Round of 32,,,,
BX,M,075,5,11,Y,0,HATH,Men's Middle (75kg) Round of 32,Men's Middle (75kg) Round of 32,Round of 32,,,,
BX,M,075,5,12,Y,0,HATH,Men's Middle (75kg) Round of 32,Men's Middle (75kg) Round of 32,Round of 32,,,,
BX,M,075,5,13,Y,0,HATH,Men's Middle (75kg) Round of 32,Men's Middle (75kg) Round of 32,Round of 32,,,,
BX,M,075,5,14,Y,0,HATH,Men's Middle (75kg) Round of 32,Men's Middle (75kg) Round of 32,Round of 32,,,,
BX,M,075,5,15,Y,0,HATH,Men's Middle (75kg) Round of 32,Men's Middle (75kg) Round of 32,Round of 32,,,,
BX,M,075,5,16,Y,0,HATH,Men's Middle (75kg) Round of 32,Men's Middle (75kg) Round of 32,Round of 32,,,,
BX,M,075,6,00,N,0,NONE,Men's Middle (75kg) Round of 64,Men's Middle (75kg) Round of 64,Round of 64,,,,
BX,M,075,6,01,Y,0,HATH,Men's Middle (75kg) Round of 64,Men's Middle (75kg) Round of 64,Round of 64,,,,
BX,M,075,6,02,Y,0,HATH,Men's Middle (75kg) Round of 64,Men's Middle (75kg) Round of 64,Round of 64,,,,
BX,M,075,6,03,Y,0,HATH,Men's Middle (75kg) Round of 64,Men's Middle (75kg) Round of 64,Round of 64,,,,
BX,M,075,6,04,Y,0,HATH,Men's Middle (75kg) Round of 64,Men's Middle (75kg) Round of 64,Round of 64,,,,
BX,M,075,6,05,Y,0,HATH,Men's Middle (75kg) Round of 64,Men's Middle (75kg) Round of 64,Round of 64,,,,
BX,M,075,6,06,Y,0,HATH,Men's Middle (75kg) Round of 64,Men's Middle (75kg) Round of 64,Round of 64,,,,
BX,M,075,6,07,Y,0,HATH,Men's Middle (75kg) Round of 64,Men's Middle (75kg) Round of 64,Round of 64,,,,
BX,M,075,6,08,Y,0,HATH,Men's Middle (75kg) Round of 64,Men's Middle (75kg) Round of 64,Round of 64,,,,
BX,M,075,6,09,Y,0,HATH,Men's Middle (75kg) Round of 64,Men's Middle (75kg) Round of 64,Round of 64,,,,
BX,M,075,6,10,Y,0,HATH,Men's Middle (75kg) Round of 64,Men's Middle (75kg) Round of 64,Round of 64,,,,
BX,M,075,6,11,Y,0,HATH,Men's Middle (75kg) Round of 64,Men's Middle (75kg) Round of 64,Round of 64,,,,
BX,M,075,6,12,Y,0,HATH,Men's Middle (75kg) Round of 64,Men's Middle (75kg) Round of 64,Round of 64,,,,
BX,M,075,6,13,Y,0,HATH,Men's Middle (75kg) Round of 64,Men's Middle (75kg) Round of 64,Round of 64,,,,
BX,M,075,6,14,Y,0,HATH,Men's Middle (75kg) Round of 64,Men's Middle (75kg) Round of 64,Round of 64,,,,
BX,M,075,6,15,Y,0,HATH,Men's Middle (75kg) Round of 64,Men's Middle (75kg) Round of 64,Round of 64,,,,
BX,M,075,6,16,Y,0,HATH,Men's Middle (75kg) Round of 64,Men's Middle (75kg) Round of 64,Round of 64,,,,
BX,M,075,6,17,Y,0,HATH,Men's Middle (75kg) Round of 64,Men's Middle (75kg) Round of 64,Round of 64,,,,
BX,M,075,6,18,Y,0,HATH,Men's Middle (75kg) Round of 64,Men's Middle (75kg) Round of 64,Round of 64,,,,
BX,M,075,6,19,Y,0,HATH,Men's Middle (75kg) Round of 64,Men's Middle (75kg) Round of 64,Round of 64,,,,
BX,M,075,6,20,Y,0,HATH,Men's Middle (75kg) Round of 64,Men's Middle (75kg) Round of 64,Round of 64,,,,
BX,M,075,6,21,Y,0,HATH,Men's Middle (75kg) Round of 64,Men's Middle (75kg) Round of 64,Round of 64,,,,
BX,M,075,6,22,Y,0,HATH,Men's Middle (75kg) Round of 64,Men's Middle (75kg) Round of 64,Round of 64,,,,
BX,M,075,6,23,Y,0,HATH,Men's Middle (75kg) Round of 64,Men's Middle (75kg) Round of 64,Round of 64,,,,
BX,M,075,6,24,Y,0,HATH,Men's Middle (75kg) Round of 64,Men's Middle (75kg) Round of 64,Round of 64,,,,
BX,M,075,6,25,Y,0,HATH,Men's Middle (75kg) Round of 64,Men's Middle (75kg) Round of 64,Round of 64,,,,
BX,M,075,6,26,Y,0,HATH,Men's Middle (75kg) Round of 64,Men's Middle (75kg) Round of 64,Round of 64,,,,
BX,M,075,6,27,Y,0,HATH,Men's Middle (75kg) Round of 64,Men's Middle (75kg) Round of 64,Round of 64,,,,
BX,M,075,6,28,Y,0,HATH,Men's Middle (75kg) Round of 64,Men's Middle (75kg) Round of 64,Round of 64,,,,
BX,M,075,6,29,Y,0,HATH,Men's Middle (75kg) Round of 64,Men's Middle (75kg) Round of 64,Round of 64,,,,
BX,M,075,6,30,Y,0,HATH,Men's Middle (75kg) Round of 64,Men's Middle (75kg) Round of 64,Round of 64,,,,
BX,M,075,6,31,Y,0,HATH,Men's Middle (75kg) Round of 64,Men's Middle (75kg) Round of 64,Round of 64,,,,
BX,M,075,6,32,Y,0,HATH,Men's Middle (75kg) Round of 64,Men's Middle (75kg) Round of 64,Round of 64,,,,
BX,M,075,M,00,Y,0,NONE,Men's Middle (75kg) Medal Ceremony,Men's Middle (75kg) Medal Ceremony,,,,,
BX,M,081,0,00,N,0,NONE,Men's Light Heavy (81kg),Men's Light Heavy (81kg),,,,,
BX,M,081,1,00,N,0,NONE,Men's Light Heavy (81kg) Final,Men's Light Heavy (81kg) Final,Final,,,,
BX,M,081,1,01,Y,1,HATH,Men's Light Heavy (81kg) Final Bout,Men's Light Heavy (81kg) Final Bout,Final Bout,,,,
BX,M,081,2,00,N,0,NONE,Men's Light Heavy (81kg) Semifinals,Men's Light Heavy (81kg) Semifinals,Semifinals,,,,
BX,M,081,2,01,Y,2,HATH,Men's Light Heavy (81kg) Semifinal 1,Men's Light Heavy (81kg) Semifinal 1,Semifinal 1,,,,
BX,M,081,2,02,Y,2,HATH,Men's Light Heavy (81kg) Semifinal 2,Men's Light Heavy (81kg) Semifinal 2,Semifinal 2,,,,
BX,M,081,3,00,N,0,NONE,Men's Light Heavy (81kg) Quarterfinals,Men's Light Heavy (81kg) Quarterfinals,Quarterfinals,,,,
BX,M,081,3,01,Y,0,HATH,Men's Light Heavy (81kg) Quarterfinal 1,Men's Light Heavy (81kg) Quarterfinal 1,Quarterfinal 1,,,,
BX,M,081,3,02,Y,0,HATH,Men's Light Heavy (81kg) Quarterfinal 2,Men's Light Heavy (81kg) Quarterfinal 2,Quarterfinal 2,,,,
BX,M,081,3,03,Y,0,HATH,Men's Light Heavy (81kg) Quarterfinal 3,Men's Light Heavy (81kg) Quarterfinal 3,Quarterfinal 3,,,,
BX,M,081,3,04,Y,0,HATH,Men's Light Heavy (81kg) Quarterfinal 4,Men's Light Heavy (81kg) Quarterfinal 4,Quarterfinal 4,,,,
BX,M,081,4,00,N,0,NONE,Men's Light Heavy (81kg) Round of 16,Men's Light Heavy (81kg) Round of 16,Round of 16,,,,
BX,M,081,4,01,Y,0,HATH,Men's Light Heavy (81kg) Round of 16,Men's Light Heavy (81kg) Round of 16,Round of 16,,,,
BX,M,081,4,02,Y,0,HATH,Men's Light Heavy (81kg) Round of 16,Men's Light Heavy (81kg) Round of 16,Round of 16,,,,
BX,M,081,4,03,Y,0,HATH,Men's Light Heavy (81kg) Round of 16,Men's Light Heavy (81kg) Round of 16,Round of 16,,,,
BX,M,081,4,04,Y,0,HATH,Men's Light Heavy (81kg) Round of 16,Men's Light Heavy (81kg) Round of 16,Round of 16,,,,
BX,M,081,4,05,Y,0,HATH,Men's Light Heavy (81kg) Round of 16,Men's Light Heavy (81kg) Round of 16,Round of 16,,,,
BX,M,081,4,06,Y,0,HATH,Men's Light Heavy (81kg) Round of 16,Men's Light Heavy (81kg) Round of 16,Round of 16,,,,
BX,M,081,4,07,Y,0,HATH,Men's Light Heavy (81kg) Round of 16,Men's Light Heavy (81kg) Round of 16,Round of 16,,,,
BX,M,081,4,08,Y,0,HATH,Men's Light Heavy (81kg) Round of 16,Men's Light Heavy (81kg) Round of 16,Round of 16,,,,
BX,M,081,5,00,N,0,NONE,Men's Light Heavy (81kg) Round of 32,Men's Light Heavy (81kg) Round of 32,Round of 32,,,,
BX,M,081,5,01,Y,0,HATH,Men's Light Heavy (81kg) Round of 32,Men's Light Heavy (81kg) Round of 32,Round of 32,,,,
BX,M,081,5,02,Y,0,HATH,Men's Light Heavy (81kg) Round of 32,Men's Light Heavy (81kg) Round of 32,Round of 32,,,,
BX,M,081,5,03,Y,0,HATH,Men's Light Heavy (81kg) Round of 32,Men's Light Heavy (81kg) Round of 32,Round of 32,,,,
BX,M,081,5,04,Y,0,HATH,Men's Light Heavy (81kg) Round of 32,Men's Light Heavy (81kg) Round of 32,Round of 32,,,,
BX,M,081,5,05,Y,0,HATH,Men's Light Heavy (81kg) Round of 32,Men's Light Heavy (81kg) Round of 32,Round of 32,,,,
BX,M,081,5,06,Y,0,HATH,Men's Light Heavy (81kg) Round of 32,Men's Light Heavy (81kg) Round of 32,Round of 32,,,,
BX,M,081,5,07,Y,0,HATH,Men's Light Heavy (81kg) Round of 32,Men's Light Heavy (81kg) Round of 32,Round of 32,,,,
BX,M,081,5,08,Y,0,HATH,Men's Light Heavy (81kg) Round of 32,Men's Light Heavy (81kg) Round of 32,Round of 32,,,,
BX,M,081,5,09,Y,0,HATH,Men's Light Heavy (81kg) Round of 32,Men's Light Heavy (81kg) Round of 32,Round of 32,,,,
BX,M,081,5,10,Y,0,HATH,Men's Light Heavy (81kg) Round of 32,Men's Light Heavy (81kg) Round of 32,Round of 32,,,,
BX,M,081,5,11,Y,0,HATH,Men's Light Heavy (81kg) Round of 32,Men's Light Heavy (81kg) Round of 32,Round of 32,,,,
