Discipline,Gender,Event,Phase,Event Unit,Schedule Flag,Medal Flag,Event Unit Type,ENG Results Long Name (80),ENG Results Short Name (40),ENG Print Name (40),ENG TV Name,AZE Results Long Name (80),AZE Results Short Name (40),AZE Print Name (40)
TT,M,001,4,00,N,0,NONE,Men's Singles Third Round,Men's Singles Third Round,Third Round,,,,
TT,M,001,4,01,Y,0,HATH,Men's Singles Third Round,Men's Singles Third Round,Third Round,,,,
TT,M,001,4,02,Y,0,HATH,Men's Singles Third Round,Men's Singles Third Round,Third Round,,,,
TT,M,001,4,03,Y,0,HATH,Men's Singles Third Round,Men's Singles Third Round,Third Round,,,,
TT,M,001,4,04,Y,0,HATH,Men's Singles Third Round,Men's Singles Third Round,Third Round,,,,
TT,M,001,4,05,Y,0,HATH,Men's Singles Third Round,Men's Singles Third Round,Third Round,,,,
TT,M,001,4,06,Y,0,HATH,Men's Singles Third Round,Men's Singles Third Round,Third Round,,,,
TT,M,001,4,07,Y,0,HATH,Men's Singles Third Round,Men's Singles Third Round,Third Round,,,,
TT,M,001,4,08,Y,0,HATH,Men's Singles Third Round,Men's Singles Third Round,Third Round,,,,
TT,M,001,5,00,N,0,NONE,Men's Singles Second Round,Men's Singles Second Round,Second Round,,,,
TT,M,001,5,01,Y,0,HATH,Men's Singles Second Round,Men's Singles Second Round,Second Round,,,,
TT,M,001,5,02,Y,0,HATH,Men's Singles Second Round,Men's Singles Second Round,Second Round,,,,
TT,M,001,5,03,Y,0,HATH,Men's Singles Second Round,Men's Singles Second Round,Second Round,,,,
TT,M,001,5,04,Y,0,HATH,Men's Singles Second Round,Men's Singles Second Round,Second Round,,,,
TT,M,001,5,05,Y,0,HATH,Men's Singles Second Round,Men's Singles Second Round,Second Round,,,,
TT,M,001,5,06,Y,0,HATH,Men's Singles Second Round,Men's Singles Second Round,Second Round,,,,
TT,M,001,5,07,Y,0,HATH,Men's Singles Second Round,Men's Singles Second Round,Second Round,,,,
TT,M,001,5,08,Y,0,HATH,Men's Singles Second Round,Men's Singles Second Round,Second Round,,,,
TT,M,001,5,09,Y,0,HATH,Men's Singles Second Round,Men's Singles Second Round,Second Round,,,,
TT,M,001,5,10,Y,0,HATH,Men's Singles Second Round,Men's Singles Second Round,Second Round,,,,
TT,M,001,5,11,Y,0,HATH,Men's Singles Second Round,Men's Singles Second Round,Second Round,,,,
TT,M,001,5,12,Y,0,HATH,Men's Singles Second Round,Men's Singles Second Round,Second Round,,,,
TT,M,001,5,13,Y,0,HATH,Men's Singles Second Round,Men's Singles Second Round,Second Round,,,,
TT,M,001,5,14,Y,0,HATH,Men's Singles Second Round,Men's Singles Second Round,Second Round,,,,
TT,M,001,5,15,Y,0,HATH,Men's Singles Second Round,Men's Singles Second Round,Second Round,,,,
TT,M,001,5,16,Y,0,HATH,Men's Singles Second Round,Men's Singles Second Round,Second Round,,,,
TT,M,001,6,00,N,0,NONE,Men's Singles First Round,Men's Singles First Round,First Round,,,,
TT,M,001,6,01,Y,0,HATH,Men's Singles First Round,Men's Singles First Round,First Round,,,,
TT,M,001,6,02,Y,0,HATH,Men's Singles First Round,Men's Singles First Round,First Round,,,,
TT,M,001,6,03,Y,0,HATH,Men's Singles First Round,Men's Singles First Round,First Round,,,,
TT,M,001,6,04,Y,0,HATH,Men's Singles First Round,Men's Singles First Round,First Round,,,,
TT,M,001,6,05,Y,0,HATH,Men's Singles First Round,Men's Singles First Round,First Round,,,,
TT,M,001,6,06,Y,0,HATH,Men's Singles First Round,Men's Singles First Round,First Round,,,,
TT,M,001,6,07,Y,0,HATH,Men's Singles First Round,Men's Singles First Round,First Round,,,,
TT,M,001,6,08,Y,0,HATH,Men's Singles First Round,Men's Singles First Round,First Round,,,,
TT,M,001,6,09,Y,0,HATH,Men's Singles First Round,Men's Singles First Round,First Round,,,,
TT,M,001,6,10,Y,0,HATH,Men's Singles First Round,Men's Singles First Round,First Round,,,,
TT,M,001,6,11,Y,0,HATH,Men's Singles First Round,Men's Singles First Round,First Round,,,,
TT,M,001,6,12,Y,0,HATH,Men's Singles First Round,Men's Singles First Round,First Round,,,,
TT,M,001,6,13,Y,0,HATH,Men's Singles First Round,Men's Singles First Round,First Round,,,,
TT,M,001,6,14,Y,0,HATH,Men's Singles First Round,Men's Singles First Round,First Round,,,,
TT,M,001,6,15,Y,0,HATH,Men's Singles First Round,Men's Singles First Round,First Round,,,,
TT,M,001,6,16,Y,0,HATH,Men's Singles First Round,Men's Singles First Round,First Round,,,,
TT,M,001,9,00,N,0,NONE,Men's Singles Preliminary Round,Men's Singles Preliminary Round,Preliminary Round,,,,
TT,M,001,9,01,Y,0,HATH,Men's Singles Preliminary Round,Men's Singles Preliminary Round,Preliminary Round,,,,
TT,M,001,9,02,Y,0,HATH,Men's Singles Preliminary Round,Men's Singles Preliminary Round,Preliminary Round,,,,
TT,M,001,9,03,Y,0,HATH,Men's Singles Preliminary Round,Men's Singles Preliminary Round,Preliminary Round,,,,
TT,M,001,9,04,Y,0,HATH,Men's Singles Preliminary Round,Men's Singles Preliminary Round,Preliminary Round,,,,
TT,M,001,9,05,Y,0,HATH,Men's Singles Preliminary Round,Men's Singles Preliminary Round,Preliminary Round,,,,
TT,M,001,9,06,Y,0,HATH,Men's Singles Preliminary Round,Men's Singles Preliminary Round,Preliminary Round,,,,
TT,M,001,9,07,Y,0,HATH,Men's Singles Preliminary Round,Men's Singles Preliminary Round,Preliminary Round,,,,
TT,M,001,9,08,Y,0,HATH,Men's Singles Preliminary Round,Men's Singles Preliminary Round,Preliminary Round,,,,
TT,M,001,9,09,Y,0,HATH,Men's Singles Preliminary Round,Men's Singles Preliminary Round,Preliminary Round,,,,
TT,M,001,9,10,Y,0,HATH,Men's Singles Preliminary Round,Men's Singles Preliminary Round,Preliminary Round,,,,
TT,M,001,9,11,Y,0,HATH,Men's Singles Preliminary Round,Men's Singles Preliminary Round,Preliminary Round,,,,
TT,M,001,9,12,Y,0,HATH,Men's Singles Preliminary Round,Men's Singles Preliminary Round,Preliminary Round,,,,
TT,M,001,9,13,Y,0,HATH,Men's Singles Preliminary Round,Men's Singles Preliminary Round,Preliminary Round,,,,
TT,M,001,9,14,Y,0,HATH,Men's Singles Preliminary Round,Men's Singles Preliminary Round,Preliminary Round,,,,
TT,M,001,9,15,Y,0,HATH,Men's Singles Preliminary Round,Men's Singles Preliminary Round,Preliminary Round,,,,
TT,M,001,9,16,Y,0,HATH,Men's Singles Preliminary Round,Men's Singles Preliminary Round,Preliminary Round,,,,
TT,M,001,M,00,Y,0,NONE,Men's Singles Medal Ceremony,Men's Singles Medal Ceremony,,,,,
TT,M,400,0,00,N,0,NONE,Men's Team,Men's Team,,,,,
TT,M,400,1,00,N,0,NONE,Men's Team Finals,Men's Team Finals,Finals,,,,
TT,M,400,1,01,Y,1,HTEAM,Men's Team Gold Medal Match,Men's Team Gold Medal Match,Gold Medal Match,,,,
TT,M,400,1,02,Y,2,HTEAM,Men's Team Bronze Medal Match,Men's Team Bronze Medal Match,Bronze Medal Match,,,,
TT,M,400,2,00,N,0,NONE,Men's Team Semifinals,Men's Team Semifinals,Semifinals,,,,
TT,M,400,2,01,Y,0,HTEAM,Men's Team Semifinal 1,Men's Team Semifinal 1,Semifinal 1,,,,
TT,M,400,2,02,Y,0,HTEAM,Men's Team Semifinal 2,Men's Team Semifinal 2,Semifinal 2,,,,
TT,M,400,3,00,N,0,NONE,Men's Team Quarterfinals,Men's Team Quarterfinals,Quarterfinals,,,,
TT,M,400,3,01,Y,0,HTEAM,Men's Team Quarterfinal 1,Men's Team Quarterfinal 1,Quarterfinal 1,,,,
TT,M,400,3,02,Y,0,HTEAM,Men's Team Quarterfinal 2,Men's Team Quarterfinal 2,Quarterfinal 2,,,,
TT,M,400,3,03,Y,0,HTEAM,Men's Team Quarterfinal 3,Men's Team Quarterfinal 3,Quarterfinal 3,,,,
TT,M,400,3,04,Y,0,HTEAM,Men's Team Quarterfinal 4,Men's Team Quarterfinal 4,Quarterfinal 4,,,,
TT,M,400,4,00,N,0,HTEAM,Men's Team First Round,Men's Team First Round,First Round,,,,
TT,M,400,4,01,Y,0,HTEAM,Men's Team First Round,Men's Team First Round,First Round,,,,
TT,M,400,4,02,Y,0,HTEAM,Men's Team First Round,Men's Team First Round,First Round,,,,
TT,M,400,4,03,Y,0,HTEAM,Men's Team First Round,Men's Team First Round,First Round,,,,
TT,M,400,4,04,Y,0,HTEAM,Men's Team First Round,Men's Team First Round,First Round,,,,
TT,M,400,4,05,Y,0,HTEAM,Men's Team First Round,Men's Team First Round,First Round,,,,
TT,M,400,4,06,Y,0,HTEAM,Men's Team First Round,Men's Team First Round,First Round,,,,
TT,M,400,4,07,Y,0,HTEAM,Men's Team First Round,Men's Team First Round,First Round,,,,
TT,M,400,4,08,Y,0,HTEAM,Men's Team First Round,Men's Team First Round,First Round,,,,
TT,M,400,9,00,N,0,HTEAM,Men's Team Preliminary Round,Men's Team Preliminary Round,Preliminary Round,,,,
TT,M,400,9,01,Y,0,HTEAM,Men's Team Preliminary Round,Men's Team Preliminary Round,Preliminary Round,,,,
TT,M,400,9,02,Y,0,HTEAM,Men's Team Preliminary Round,Men's Team Preliminary Round,Preliminary Round,,,,
TT,M,400,9,03,Y,0,HTEAM,Men's Team Preliminary Round,Men's Team Preliminary Round,Preliminary Round,,,,
TT,M,400,9,04,Y,0,HTEAM,Men's Team Preliminary Round,Men's Team Preliminary Round,Preliminary Round,,,,
TT,M,400,9,05,Y,0,HTEAM,Men's Team Preliminary Round,Men's Team Preliminary Round,Preliminary Round,,,,
TT,M,400,9,06,Y,0,HTEAM,Men's Team Preliminary Round,Men's Team Preliminary Round,Preliminary Round,,,,
TT,M,400,9,07,Y,0,HTEAM,Men's Team Preliminary Round,Men's Team Preliminary Round,Preliminary Round,,,,
TT,M,400,9,08,Y,0,HTEAM,Men's Team Preliminary Round,Men's Team Preliminary Round,Preliminary Round,,,,
TT,M,400,M,00,Y,0,NONE,Men's Team Medal Ceremony,Men's Team Medal Ceremony,,,,,
TT,W,000,0,00,N,0,NONE,Women,Women,,,,,
TT,W,001,0,00,N,0,NONE,Women's Singles,Women's Singles,,,,,
TT,W,001,1,00,N,0,NONE,Women's Singles Finals,Women's Singles Finals,Finals,,,,
TT,W,001,1,01,Y,1,HATH,Women's Singles Gold Medal Match,Women's Singles Gold Medal Match,Gold Medal Match,,,,
TT,W,001,1,02,Y,2,HATH,Women's Singles Bronze Medal Match,Women's Singles Bronze Medal Match,Bronze Medal Match,,,,
TT,W,001,2,00,N,0,NONE,Women's Singles Semifinals,Women's Singles Semifinals,Semifinals,,,,
TT,W,001,2,01,Y,0,HATH,Women's Singles Semifinal 1,Women's Singles Semifinal 1,Semifinal 1,,,,
TT,W,001,2,02,Y,0,HATH,Women's Singles Semifinal 2,Women's Singles Semifinal 2,Semifinal 2,,,,
TT,W,001,3,00,N,0,NONE,Women's Singles Quarterfinals,Women's Singles Quarterfinals,Quarterfinals,,,,
TT,W,001,3,01,Y,0,HATH,Women's Singles Quarterfinal 1,Women's Singles Quarterfinal 1,Quarterfinal 1,,,,
TT,W,001,3,02,Y,0,HATH,Women's Singles Quarterfinal 2,Women's Singles Quarterfinal 2,Quarterfinal 2,,,,
TT,W,001,3,03,Y,0,HATH,Women's Singles Quarterfinal 3,Women's Singles Quarterfinal 3,Quarterfinal 3,,,,
TT,W,001,3,04,Y,0,HATH,Women's Singles Quarterfinal 4,Women's Singles Quarterfinal 4,Quarterfinal 4,,,,
TT,W,001,4,00,N,0,NONE,Women's Singles Third Round,Women's Singles Third Round,Third Round,,,,
TT,W,001,4,01,Y,0,HATH,Women's Singles Third Round,Women's Singles Third Round,Third Round,,,,
TT,W,001,4,02,Y,0,HATH,Women's Singles Third Round,Women's Singles Third Round,Third Round,,,,
TT,W,001,4,03,Y,0,HATH,Women's Singles Third Round,Women's Singles Third Round,Third Round,,,,
TT,W,001,4,04,Y,0,HATH,Women's Singles Third Round,Women's Singles Third Round,Third Round,,,,
TT,W,001,4,05,Y,0,HATH,Women's Singles Third Round,Women's Singles Third Round,Third Round,,,,
TT,W,001,4,06,Y,0,HATH,Women's Singles Third Round,Women's Singles Third Round,Third Round,,,,
TT,W,001,4,07,Y,0,HATH,Women's Singles Third Round,Women's Singles Third Round,Third Round,,,,
TT,W,001,4,08,Y,0,HATH,Women's Singles Third Round,Women's Singles Third Round,Third Round,,,,
TT,W,001,5,00,N,0,NONE,Women's Singles Second Round,Women's Singles Second Round,Second Round,,,,
TT,W,001,5,01,Y,0,HATH,Women's Singles Second Round,Women's Singles Second Round,Second Round,,,,
TT,W,001,5,02,Y,0,HATH,Women's Singles Second Round,Women's Singles Second Round,Second Round,,,,
TT,W,001,5,03,Y,0,HATH,Women's Singles Second Round,Women's Singles Second Round,Second Round,,,,
TT,W,001,5,04,Y,0,HATH,Women's Singles Second Round,Women's Singles Second Round,Second Round,,,,
TT,W,001,5,05,Y,0,HATH,Women's Singles Second Round,Women's Singles Second Round,Second Round,,,,
TT,W,001,5,06,Y,0,HATH,Women's Singles Second Round,Women's Singles Second Round,Second Round,,,,
TT,W,001,5,07,Y,0,HATH,Women's Singles Second Round,Women's Singles Second Round,Second Round,,,,
TT,W,001,5,08,Y,0,HATH,Women's Singles Second Round,Women's Singles Second Round,Second Round,,,,
TT,W,001,5,09,Y,0,HATH,Women's Singles Second Round,Women's Singles Second Round,Second Round,,,,
TT,W,001,5,10,Y,0,HATH,Women's Singles Second Round,Women's Singles Second Round,Second Round,,,,
TT,W,001,5,11,Y,0,HATH,Women's Singles Second Round,Women's Singles Second Round,Second Round,,,,
TT,W,001,5,12,Y,0,HATH,Women's Singles Second Round,Women's Singles Second Round,Second Round,,,,
TT,W,001,5,13,Y,0,HATH,Women's Singles Second Round,Women's Singles Second Round,Second Round,,,,
TT,W,001,5,14,Y,0,HATH,Women's Singles Second Round,Women's Singles Second Round,Second Round,,,,
TT,W,001,5,15,Y,0,HATH,Women's Singles Second Round,Women's Singles Second Round,Second Round,,,,
TT,W,001,5,16,Y,0,HATH,Women's Singles Second Round,Women's Singles Second Round,Second Round,,,,
TT,W,001,6,00,N,0,NONE,Women's Singles First Round,Women's Singles First Round,First Round,,,,
TT,W,001,6,01,Y,0,HATH,Women's Singles First Round,Women's Singles First Round,First Round,,,,
TT,W,001,6,02,Y,0,HATH,Women's Singles First Round,Women's Singles First Round,First Round,,,,
TT,W,001,6,03,Y,0,HATH,Women's Singles First Round,Women's Singles First Round,First Round,,,,
TT,W,001,6,04,Y,0,HATH,Women's Singles First Round,Women's Singles First Round,First Round,,,,
TT,W,001,6,05,Y,0,HATH,Women's Singles First Round,Women's Singles First Round,First Round,,,,
TT,W,001,6,06,Y,0,HATH,Women's Singles First Round,Women's Singles First Round,First Round,,,,
TT,W,001,6,07,Y,0,HATH,Women's Singles First Round,Women's Singles First Round,First Round,,,,
TT,W,001,6,08,Y,0,HATH,Women's Singles First Round,Women's Singles First Round,First Round,,,,
TT,W,001,6,09,Y,0,HATH,Women's Singles First Round,Women's Singles First Round,First Round,,,,
TT,W,001,6,10,Y,0,HATH,Women's Singles First Round,Women's Singles First Round,First Round,,,,
TT,W,001,6,11,Y,0,HATH,Women's Singles First Round,Women's Singles First Round,First Round,,,,
TT,W,001,6,12,Y,0,HATH,Women's Singles First Round,Women's Singles First Round,First Round,,,,
TT,W,001,6,13,Y,0,HATH,Women's Singles First Round,Women's Singles First Round,First Round,,,,
TT,W,001,6,14,Y,0,HATH,Women's Singles First Round,Women's Singles First Round,First Round,,,,
TT,W,001,6,15,Y,0,HATH,Women's Singles First Round,Women's Singles First Round,First Round,,,,
TT,W,001,6,16,Y,0,HATH,Women's Singles First Round,Women's Singles First Round,First Round,,,,
TT,W,001,9,00,N,0,NONE,Women's Singles Preliminary Round,Women's Singles Preliminary Round,Preliminary Round,,,,
TT,W,001,9,01,Y,0,HATH,Women's Singles Preliminary Round,Women's Singles Preliminary Round,Preliminary Round,,,,
TT,W,001,9,02,Y,0,HATH,Women's Singles Preliminary Round,Women's Singles Preliminary Round,Preliminary Round,,,,
TT,W,001,9,03,Y,0,HATH,Women's Singles Preliminary Round,Women's Singles Preliminary Round,Preliminary Round,,,,
TT,W,001,9,04,Y,0,HATH,Women's Singles Preliminary Round,Women's Singles Preliminary Round,Preliminary Round,,,,
TT,W,001,9,05,Y,0,HATH,Women's Singles Preliminary Round,Women's Singles Preliminary Round,Preliminary Round,,,,
TT,W,001,9,06,Y,0,HATH,Women's Singles Preliminary Round,Women's Singles Preliminary Round,Preliminary Round,,,,
TT,W,001,9,07,Y,0,HATH,Women's Singles Preliminary Round,Women's Singles Preliminary Round,Preliminary Round,,,,
TT,W,001,9,08,Y,0,HATH,Women's Singles Preliminary Round,Women's Singles Preliminary Round,Preliminary Round,,,,
TT,W,001,9,09,Y,0,HATH,Women's Singles Preliminary Round,Women's Singles Preliminary Round,Preliminary Round,,,,
TT,W,001,9,10,Y,0,HATH,Women's Singles Preliminary Round,Women's Singles Preliminary Round,Preliminary Round,,,,
TT,W,001,9,11,Y,0,HATH,Women's Singles Preliminary Round,Women's Singles Preliminary Round,Preliminary Round,,,,
TT,W,001,9,12,Y,0,HATH,Women's Singles Preliminary Round,Women's Singles Preliminary Round,Preliminary Round,,,,
TT,W,001,9,13,Y,0,HATH,Women's Singles Preliminary Round,Women's Singles Preliminary Round,Preliminary Round,,,,
TT,W,001,9,14,Y,0,HATH,Women's Singles Preliminary Round,Women's Singles Preliminary Round,Preliminary Round,,,,
TT,W,001,9,15,Y,0,HATH,Women's Singles Preliminary Round,Women's Singles Preliminary Round,Preliminary Round,,,,
TT,W,001,9,16,Y,0,HATH,Women's Singles Preliminary Round,Women's Singles Preliminary Round,Preliminary Round,,,,
TT,W,001,M,00,Y,0,NONE,Women's Singles Medal Ceremony,Women's Singles Medal Ceremony,,,,,
TT,W,400,0,00,N,0,NONE,Women's Team,Women's Team,,,,,
TT,W,400,1,00,N,0,NONE,Women's Team Finals,Women's Team Finals,Finals,,,,
TT,W,400,1,01,Y,1,HTEAM,Women's Team Gold Medal Match,Women's Team Gold Medal Match,Gold Medal Match,,,,
TT,W,400,1,02,Y,2,HTEAM,Women's Team Bronze Medal Match,Women's Team Bronze Medal Match,Bronze Medal Match,,,,
TT,W,400,2,00,N,0,NONE,Women's Team Semifinals,Women's Team Semifinals,Semifinals,,,,
TT,W,400,2,01,Y,0,HTEAM,Women's Team Semifinal 1,Women's Team Semifinal 1,Semifinal 1,,,,
TT,W,400,2,02,Y,0,HTEAM,Women's Team Semifinal 2,Women's Team Semifinal 2,Semifinal 2,,,,
TT,W,400,3,00,N,0,NONE,Women's Team Quarterfinals,Women's Team Quarterfinals,Quarterfinals,,,,
TT,W,400,3,01,Y,0,HTEAM,Women's Team Quarterfinal 1,Women's Team Quarterfinal 1,Quarterfinal 1,,,,
TT,W,400,3,02,Y,0,HTEAM,Women's Team Quarterfinal 2,Women's Team Quarterfinal 2,Quarterfinal 2,,,,
TT,W,400,3,03,Y,0,HTEAM,Women's Team Quarterfinal 3,Women's Team Quarterfinal 3,Quarterfinal 3,,,,
TT,W,400,3,04,Y,0,HTEAM,Women's Team Quarterfinal 4,Women's Team Quarterfinal 4,Quarterfinal 4,,,,
TT,W,400,4,00,N,0,HTEAM,Women's Team First Round,Women's Team First Round,First Round,,,,
TT,W,400,4,01,Y,0,HTEAM,Women's Team First Round,Women's Team First Round,First Round,,,,
TT,W,400,4,02,Y,0,HTEAM,Women's Team First Round,Women's Team First Round,First Round,,,,
TT,W,400,4,03,Y,0,HTEAM,Women's Team First Round,Women's Team First Round,First Round,,,,
TT,W,400,4,04,Y,0,HTEAM,Women's Team First Round,Women's Team First Round,First Round,,,,
TT,W,400,4,05,Y,0,HTEAM,Women's Team First Round,Women's Team First Round,First Round,,,,
TT,W,400,4,06,Y,0,HTEAM,Women's Team First Round,Women's Team First Round,First Round,,,,
TT,W,400,4,07,Y,0,HTEAM,Women's Team First Round,Women's Team First Round,First Round,,,,
TT,W,400,4,08,Y,0,HTEAM,Women's Team First Round,Women's Team First Round,First Round,,,,
TT,W,400,9,00,N,0,HTEAM,Women's Team Preliminary Round,Women's Team Preliminary Round,Preliminary Round,,,,
TT,W,400,9,01,Y,0,HTEAM,Women's Team Preliminary Round,Women's Team Preliminary Round,Preliminary Round,,,,
TT,W,400,9,02,Y,0,HTEAM,Women's Team Preliminary Round,Women's Team Preliminary Round,Preliminary Round,,,,
TT,W,400,9,03,Y,0,HTEAM,Women's Team Preliminary Round,Women's Team Preliminary Round,Preliminary Round,,,,
TT,W,400,9,04,Y,0,HTEAM,Women's Team Preliminary Round,Women's Team Preliminary Round,Preliminary Round,,,,
TT,W,400,9,05,Y,0,HTEAM,Women's Team Preliminary Round,Women's Team Preliminary Round,Preliminary Round,,,,
TT,W,400,9,06,Y,0,HTEAM,Women's Team Preliminary Round,Women's Team Preliminary Round,Preliminary Round,,,,
TT,W,400,9,07,Y,0,HTEAM,Women's Team Preliminary Round,Women's Team Preliminary Round,Preliminary Round,,,,
TT,W,400,9,08,Y,0,HTEAM,Women's Team Preliminary Round,Women's Team Preliminary Round,Preliminary Round,,,,
TT,W,400,M,00,Y,0,NONE,Women's Team Medal Ceremony,Women's Team Medal Ceremony,,,,,
UT,0,000,0,00,N,0,NONE,Training,Training,,,,,
VO,0,000,Y,21,N,0,NONE,Volleyball Day 21,Volleyball Day 21,,,,,
VO,0,000,Y,22,N,0,NONE,Volleyball Day 22,Volleyball Day 22,,,,,
VO,0,000,Y,23,N,0,NONE,Volleyball Day 23,Volleyball Day 23,,,,,
VO,0,000,Y,24,N,0,NONE,Volleyball Day 24,Volleyball Day 24,,,,,
VO,0,000,Y,25,N,0,NONE,Volleyball Day 25,Volleyball Day 25,,,,,
VO,0,000,Y,26,N,0,NONE,Volleyball Day 26,Volleyball Day 26,,,,,
VO,0,000,Y,27,N,0,NONE,Volleyball Day 27,Volleyball Day 27,,,,,
VO,0,000,Y,28,N,0,NONE,Volleyball Day 28,Volleyball Day 28,,,,,
VO,0,000,Y,29,N,0,NONE,Volleyball Day 29,Volleyball Day 29,,,,,
VO,0,000,Y,30,N,0,NONE,Volleyball Day 30,Volleyball Day 30,,,,,
VO,0,000,Y,31,N,0,NONE,Volleyball Day 31,Volleyball Day 31,,,,,
VO,0,CH1,0,00,N,0,NONE,Crystal Hall 1,Crystal Hall 1,,,,,
VO,M,000,0,00,N,0,NONE,Volleyball - Men,Volleyball - Men,,,,,
VO,M,400,0,00,N,0,NONE,Men,Men,,,,,
VO,M,400,0,01,N,0,NONE,Team # 1,Team # 1,,,,,
VO,M,400,0,02,N,0,NONE,Team # 2,Team # 2,,,,,
VO,M,400,0,03,N,0,NONE,Team # 3,Team # 3,,,,,
VO,M,400,0,04,N,0,NONE,Team # 4,Team # 4,,,,,
VO,M,400,0,05,N,0,NONE,Team # 5,Team # 5,,,,,
VO,M,400,0,06,N,0,NONE,Team # 6,Team # 6,,,,,
VO,M,400,0,07,N,0,NONE,Team # 7,Team # 7,,,,,
VO,M,400,0,08,N,0,NONE,Team # 8,Team # 8,,,,,
VO,M,400,0,09,N,0,NONE,Team # 9,Team # 9,,,,,
VO,M,400,0,10,N,0,NONE,Team # 10,Team # 10,,,,,
VO,M,400,0,11,N,0,NONE,Team # 11,Team # 11,,,,,
VO,M,400,0,12,N,0,NONE,Team # 12,Team # 12,,,,,
VO,M,400,1,00,N,0,NONE,Men's Final Round,Men's Final Round,Final Round,,,,
VO,M,400,1,01,Y,1,HTEAM,Men's Gold Medal,Men's Gold Medal,Gold Medal,,,,
VO,M,400,1,02,Y,2,HTEAM,Men's Bronze Medal,Men's Bronze Medal,Bronze Medal,,,,
VO,M,400,2,00,N,0,NONE,Men's Semifinals,Men's Semifinals,Semifinals,,,,
VO,M,400,2,01,Y,0,HTEAM,Men's Semifinals,Men's Semifinals,Semifinals,,,,
VO,M,400,2,02,Y,0,HTEAM,Men's Semifinals,Men's Semifinals,Semifinals,,,,
VO,M,400,3,00,N,0,NONE,Men's Quarterfinals,Men's Quarterfinals,Quarterfinals,,,,
VO,M,400,3,01,Y,0,HTEAM,Men's Quarterfinals,Men's Quarterfinals,Quarterfinals,,,,
VO,M,400,3,02,Y,0,HTEAM,Men's Quarterfinals,Men's Quarterfinals,Quarterfinals,,,,
VO,M,400,3,03,Y,0,HTEAM,Men's Quarterfinals,Men's Quarterfinals,Quarterfinals,,,,
VO,M,400,3,04,Y,0,HTEAM,Men's Quarterfinals,Men's Quarterfinals,Quarterfinals,,,,
VO,M,400,9,00,N,0,NONE,Men's Preliminary Round,Men's Preliminary Round,Preliminary Round,,,,
VO,M,400,A,00,N,0,NONE,Men's Preliminary - Pool A,Men's Preliminary - Pool A,Preliminary - Pool A,,,,
VO,M,400,A,01,Y,0,HTEAM,Men's Preliminary - Pool A,Men's Preliminary - Pool A,Preliminary - Pool A,,,,
VO,M,400,A,02,Y,0,HTEAM,Men's Preliminary - Pool A,Men's Preliminary - Pool A,Preliminary - Pool A,,,,
VO,M,400,A,03,Y,0,HTEAM,Men's Preliminary - Pool A,Men's Preliminary - Pool A,Preliminary - Pool A,,,,
VO,M,400,A,04,Y,0,HTEAM,Men's Preliminary - Pool A,Men's Preliminary - Pool A,Preliminary - Pool A,,,,
VO,M,400,A,05,Y,0,HTEAM,Men's Preliminary - Pool A,Men's Preliminary - Pool A,Preliminary - Pool A,,,,
VO,M,400,A,06,Y,0,HTEAM,Men's Preliminary - Pool A,Men's Preliminary - Pool A,Preliminary - Pool A,,,,
VO,M,400,A,07,Y,0,HTEAM,Men's Preliminary - Pool A,Men's Preliminary - Pool A,Preliminary - Pool A,,,,
VO,M,400,A,08,Y,0,HTEAM,Men's Preliminary - Pool A,Men's Preliminary - Pool A,Preliminary - Pool A,,,,
VO,M,400,A,09,Y,0,HTEAM,Men's Preliminary - Pool A,Men's Preliminary - Pool A,Preliminary - Pool A,,,,
VO,M,400,A,10,Y,0,HTEAM,Men's Preliminary - Pool A,Men's Preliminary - Pool A,Preliminary - Pool A,,,,
VO,M,400,A,11,Y,0,HTEAM,Men's Preliminary - Pool A,Men's Preliminary - Pool A,Preliminary - Pool A,,,,
VO,M,400,A,12,Y,0,HTEAM,Men's Preliminary - Pool A,Men's Preliminary - Pool A,Preliminary - Pool A,,,,
VO,M,400,A,13,Y,0,HTEAM,Men's Preliminary - Pool A,Men's Preliminary - Pool A,Preliminary - Pool A,,,,
VO,M,400,A,14,Y,0,HTEAM,Men's Preliminary - Pool A,Men's Preliminary - Pool A,Preliminary - Pool A,,,,
VO,M,400,A,15,Y,0,HTEAM,Men's Preliminary - Pool A,Men's Preliminary - Pool A,Preliminary - Pool A,,,,
VO,M,400,B,00,N,0,NONE,Men's Preliminary - Pool B,Men's Preliminary - Pool B,Preliminary - Pool B,,,,
VO,M,400,B,01,Y,0,HTEAM,Men's Preliminary - Pool B,Men's Preliminary - Pool B,Preliminary - Pool B,,,,
VO,M,400,B,02,Y,0,HTEAM,Men's Preliminary - Pool B,Men's Preliminary - Pool B,Preliminary - Pool B,,,,
VO,M,400,B,03,Y,0,HTEAM,Men's Preliminary - Pool B,Men's Preliminary - Pool B,Preliminary - Pool B,,,,
VO,M,400,B,04,Y,0,HTEAM,Men's Preliminary - Pool B,Men's Preliminary - Pool B,Preliminary - Pool B,,,,
VO,M,400,B,05,Y,0,HTEAM,Men's Preliminary - Pool B,Men's Preliminary - Pool B,Preliminary - Pool B,,,,
VO,M,400,B,06,Y,0,HTEAM,Men's Preliminary - Pool B,Men's Preliminary - Pool B,Preliminary - Pool B,,,,
VO,M,400,B,07,Y,0,HTEAM,Men's Preliminary - Pool B,Men's Preliminary - Pool B,Preliminary - Pool B,,,,
