Discipline,Gender,Event,phase,Eventunit,schedule,medalflag,ENG Description,POR Description,ENG longdescription,POR longdescription,Level,Order,Eventunittype,cisSchedule,infoSchedule,Competition Schedule Description,ENG unit Description,POR unit Description
SW,W,105,M,00,Y,0,Women's 50m Free - S5 VC,"50m livre feminino - S5, cer. premiação",Women's 50m Freestyle - S5 Victory Ceremony,"50m livre feminino - S5, cerimônia de premiação",Medals,17,NONE,N,Y,Women's 50m Free - S5 VC,Victory Ceremony,Cerimônia de premiação
SW,W,106,0,00,N,0,Women's 50m Freestyle - S6,50m livre feminino - S6,Women's 50m Freestyle - S6,50m livre feminino - S6,Event,13,NONE,N,N,Women's 50m Freestyle - S6,"",""
SW,W,106,1,00,N,1,Women's 50m Freestyle - S6 Final,"50m livre feminino - S6, final",Women's 50m Freestyle - S6 Final,"50m livre feminino - S6, final",Phase,14,NONE,N,N,Women's 50m Freestyle - S6 Final,Final,Final
SW,W,106,1,01,Y,1,Women's 50m Freestyle - S6 Final,"50m livre feminino - S6, final",Women's 50m Freestyle - S6 Final,"50m livre feminino - S6, final",EventUnit,15,ATH,Y,Y,Women's 50m Freestyle - S6 Final,Final,Final
SW,W,106,9,00,Y,0,Women's 50m Freestyle - S6 Heats,"50m livre feminino - S6, eliminatórias",Women's 50m Freestyle - S6 Heats,"50m livre feminino - S6, eliminatórias",Phase,14,NONE,Y,N,Women's 50m Freestyle - S6 Heats,Heats,Séries
SW,W,106,9,01,Y,0,Women's 50m Freestyle - S6 Heat 1,"50m livre feminino - S6, série 1",Women's 50m Freestyle - S6 Heat 1,"50m livre feminino - S6, série 1",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S6 Heat 1,Heat 1,Série 1
SW,W,106,9,02,Y,0,Women's 50m Freestyle - S6 Heat 2,"50m livre feminino - S6, série 2",Women's 50m Freestyle - S6 Heat 2,"50m livre feminino - S6, série 2",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S6 Heat 2,Heat 2,Série 2
SW,W,106,9,03,Y,0,Women's 50m Freestyle - S6 Heat 3,"50m livre feminino - S6, série 3",Women's 50m Freestyle - S6 Heat 3,"50m livre feminino - S6, série 3",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S6 Heat 3,Heat 3,Série 3
SW,W,106,9,04,Y,0,Women's 50m Freestyle - S6 Heat 4,"50m livre feminino - S6, série 4",Women's 50m Freestyle - S6 Heat 4,"50m livre feminino - S6, série 4",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S6 Heat 4,Heat 4,Série 4
SW,W,106,9,05,Y,0,Women's 50m Freestyle - S6 Heat 5,"50m livre feminino - S6, série 5",Women's 50m Freestyle - S6 Heat 5,"50m livre feminino - S6, série 5",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S6 Heat 5,Heat 5,Série 5
SW,W,106,9,06,Y,0,Women's 50m Freestyle - S6 Heat 6,"50m livre feminino - S6, série 6",Women's 50m Freestyle - S6 Heat 6,"50m livre feminino - S6, série 6",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S6 Heat 6,Heat 6,Série 6
SW,W,106,9,07,Y,0,Women's 50m Freestyle - S6 Heat 7,"50m livre feminino - S6, série 7",Women's 50m Freestyle - S6 Heat 7,"50m livre feminino - S6, série 7",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S6 Heat 7,Heat 7,Série 7
SW,W,106,9,08,Y,0,Women's 50m Freestyle - S6 Heat 8,"50m livre feminino - S6, série 8",Women's 50m Freestyle - S6 Heat 8,"50m livre feminino - S6, série 8",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S6 Heat 8,Heat 8,Série 8
SW,W,106,9,09,Y,0,Women's 50m Freestyle - S6 Heat 9,"50m livre feminino - S6, série 9",Women's 50m Freestyle - S6 Heat 9,"50m livre feminino - S6, série 9",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S6 Heat 9,Heat 9,Série 9
SW,W,106,9,10,Y,0,Women's 50m Freestyle - S6 Heat 10,"50m livre feminino - S6, série 10",Women's 50m Freestyle - S6 Heat 10,"50m livre feminino - S6, série 10",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S6 Heat 10,Heat 10,Série 10
SW,W,106,9,50,N,0,Women's 50m Freestyle - S6 Hts S-off,"50m livre fem - S6,eliminat,desempates",Women's 50m Freestyle - S6 Heats Swim-off,"50m livre feminino - S6, eliminatórias, desempates",Phase,14,NONE,N,N,Women's 50m Freestyle - S6 Heats Swim-off,Heats Swim-off,"Eliminatórias, desempate"
SW,W,106,9,51,Y,0,Women's 50m Freestyle - S6 Hts S-off 1,"50m livre fem - S6,eliminat,desempate 1",Women's 50m Freestyle - S6 Heats Swim-off 1,"50m livre feminino - S6, eliminatórias, desempate 1",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S6 Heats Swim-off 1,Heats Swim-off 1,"Eliminatórias, desempate 1"
SW,W,106,9,52,Y,0,Women's 50m Freestyle - S6 Hts S-off 2,"50m livre fem - S6,eliminat,desempate 2",Women's 50m Freestyle - S6 Heats Swim-off 2,"50m livre feminino - S6, eliminatórias, desempate 2",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S6 Heats Swim-off 2,Heats Swim-off 2,"Eliminatórias, desempate 2"
SW,W,106,9,53,Y,0,Women's 50m Freestyle - S6 Hts S-off 3,"50m livre fem - S6,eliminat,desempate 3",Women's 50m Freestyle - S6 Heats Swim-off 3,"50m livre feminino - S6, eliminatórias, desempate 3",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S6 Heats Swim-off 3,Heats Swim-off 3,"Eliminatórias, desempate 3"
SW,W,106,M,00,Y,0,Women's 50m Free - S6 VC,"50m livre feminino - S6, cer. premiação",Women's 50m Freestyle - S6 Victory Ceremony,"50m livre feminino - S6, cerimônia de premiação",Medals,17,NONE,N,Y,Women's 50m Free - S6 VC,Victory Ceremony,Cerimônia de premiação
SW,W,107,0,00,N,0,Women's 50m Freestyle - S7,50m livre feminino - S7,Women's 50m Freestyle - S7,50m livre feminino - S7,Event,13,NONE,N,N,Women's 50m Freestyle - S7,"",""
SW,W,107,1,00,N,1,Women's 50m Freestyle - S7 Final,"50m livre feminino - S7, final",Women's 50m Freestyle - S7 Final,"50m livre feminino - S7, final",Phase,14,NONE,N,N,Women's 50m Freestyle - S7 Final,Final,Final
SW,W,107,1,01,Y,1,Women's 50m Freestyle - S7 Final,"50m livre feminino - S7, final",Women's 50m Freestyle - S7 Final,"50m livre feminino - S7, final",EventUnit,15,ATH,Y,Y,Women's 50m Freestyle - S7 Final,Final,Final
SW,W,107,9,00,Y,0,Women's 50m Freestyle - S7 Heats,"50m livre feminino - S7, eliminatórias",Women's 50m Freestyle - S7 Heats,"50m livre feminino - S7, eliminatórias",Phase,14,NONE,Y,N,Women's 50m Freestyle - S7 Heats,Heats,Séries
SW,W,107,9,01,Y,0,Women's 50m Freestyle - S7 Heat 1,"50m livre feminino - S7, série 1",Women's 50m Freestyle - S7 Heat 1,"50m livre feminino - S7, série 1",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S7 Heat 1,Heat 1,Série 1
SW,W,107,9,02,Y,0,Women's 50m Freestyle - S7 Heat 2,"50m livre feminino - S7, série 2",Women's 50m Freestyle - S7 Heat 2,"50m livre feminino - S7, série 2",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S7 Heat 2,Heat 2,Série 2
SW,W,107,9,03,Y,0,Women's 50m Freestyle - S7 Heat 3,"50m livre feminino - S7, série 3",Women's 50m Freestyle - S7 Heat 3,"50m livre feminino - S7, série 3",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S7 Heat 3,Heat 3,Série 3
SW,W,107,9,04,Y,0,Women's 50m Freestyle - S7 Heat 4,"50m livre feminino - S7, série 4",Women's 50m Freestyle - S7 Heat 4,"50m livre feminino - S7, série 4",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S7 Heat 4,Heat 4,Série 4
SW,W,107,9,05,Y,0,Women's 50m Freestyle - S7 Heat 5,"50m livre feminino - S7, série 5",Women's 50m Freestyle - S7 Heat 5,"50m livre feminino - S7, série 5",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S7 Heat 5,Heat 5,Série 5
SW,W,107,9,06,Y,0,Women's 50m Freestyle - S7 Heat 6,"50m livre feminino - S7, série 6",Women's 50m Freestyle - S7 Heat 6,"50m livre feminino - S7, série 6",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S7 Heat 6,Heat 6,Série 6
SW,W,107,9,07,Y,0,Women's 50m Freestyle - S7 Heat 7,"50m livre feminino - S7, série 7",Women's 50m Freestyle - S7 Heat 7,"50m livre feminino - S7, série 7",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S7 Heat 7,Heat 7,Série 7
SW,W,107,9,08,Y,0,Women's 50m Freestyle - S7 Heat 8,"50m livre feminino - S7, série 8",Women's 50m Freestyle - S7 Heat 8,"50m livre feminino - S7, série 8",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S7 Heat 8,Heat 8,Série 8
SW,W,107,9,09,Y,0,Women's 50m Freestyle - S7 Heat 9,"50m livre feminino - S7, série 9",Women's 50m Freestyle - S7 Heat 9,"50m livre feminino - S7, série 9",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S7 Heat 9,Heat 9,Série 9
SW,W,107,9,10,Y,0,Women's 50m Freestyle - S7 Heat 10,"50m livre feminino - S7, série 10",Women's 50m Freestyle - S7 Heat 10,"50m livre feminino - S7, série 10",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S7 Heat 10,Heat 10,Série 10
SW,W,107,9,50,N,0,Women's 50m Freestyle - S7 Hts S-off,"50m livre fem - S7,eliminat,desempates",Women's 50m Freestyle - S7 Heats Swim-off,"50m livre feminino - S7, eliminatórias, desempates",Phase,14,NONE,N,N,Women's 50m Freestyle - S7 Heats Swim-off,Heats Swim-off,"Eliminatórias, desempate"
SW,W,107,9,51,Y,0,Women's 50m Freestyle - S7 Hts S-off 1,"50m livre fem - S7,eliminat,desempate 1",Women's 50m Freestyle - S7 Heats Swim-off 1,"50m livre feminino - S7, eliminatórias, desempate 1",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S7 Heats Swim-off 1,Heats Swim-off 1,"Eliminatórias, desempate 1"
SW,W,107,9,52,Y,0,Women's 50m Freestyle - S7 Hts S-off 2,"50m livre fem - S7,eliminat,desempate 2",Women's 50m Freestyle - S7 Heats Swim-off 2,"50m livre feminino - S7, eliminatórias, desempate 2",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S7 Heats Swim-off 2,Heats Swim-off 2,"Eliminatórias, desempate 2"
SW,W,107,9,53,Y,0,Women's 50m Freestyle - S7 Hts S-off 3,"50m livre fem - S7,eliminat,desempate 3",Women's 50m Freestyle - S7 Heats Swim-off 3,"50m livre feminino - S7, eliminatórias, desempate 3",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S7 Heats Swim-off 3,Heats Swim-off 3,"Eliminatórias, desempate 3"
SW,W,107,M,00,Y,0,Women's 50m Free - S7 VC,"50m livre feminino - S7, cer. premiação",Women's 50m Freestyle - S7 Victory Ceremony,"50m livre feminino - S7, cerimônia de premiação",Medals,17,NONE,N,Y,Women's 50m Free - S7 VC,Victory Ceremony,Cerimônia de premiação
SW,W,108,0,00,N,0,Women's 50m Freestyle - S8,50m livre feminino - S8,Women's 50m Freestyle - S8,50m livre feminino - S8,Event,13,NONE,N,N,Women's 50m Freestyle - S8,"",""
SW,W,108,1,00,N,1,Women's 50m Freestyle - S8 Final,"50m livre feminino - S8, final",Women's 50m Freestyle - S8 Final,"50m livre feminino - S8, final",Phase,14,NONE,N,N,Women's 50m Freestyle - S8 Final,Final,Final
SW,W,108,1,01,Y,1,Women's 50m Freestyle - S8 Final,"50m livre feminino - S8, final",Women's 50m Freestyle - S8 Final,"50m livre feminino - S8, final",EventUnit,15,ATH,Y,Y,Women's 50m Freestyle - S8 Final,Final,Final
SW,W,108,9,00,Y,0,Women's 50m Freestyle - S8 Heats,"50m livre feminino - S8, eliminatórias",Women's 50m Freestyle - S8 Heats,"50m livre feminino - S8, eliminatórias",Phase,14,NONE,Y,N,Women's 50m Freestyle - S8 Heats,Heats,Séries
SW,W,108,9,01,Y,0,Women's 50m Freestyle - S8 Heat 1,"50m livre feminino - S8, série 1 ",Women's 50m Freestyle - S8 Heat 1,"50m livre feminino - S8, série 1 ",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S8 Heat 1,Heat 1,Série 1
SW,W,108,9,02,Y,0,Women's 50m Freestyle - S8 Heat 2,"50m livre feminino - S8, série 2",Women's 50m Freestyle - S8 Heat 2,"50m livre feminino - S8, série 2",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S8 Heat 2,Heat 2,Série 2
SW,W,108,9,03,Y,0,Women's 50m Freestyle - S8 Heat 3,"50m livre feminino - S8, série 3 ",Women's 50m Freestyle - S8 Heat 3,"50m livre feminino - S8, série 3 ",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S8 Heat 3,Heat 3,Série 3
SW,W,108,9,04,Y,0,Women's 50m Freestyle - S8 Heat 4,"50m livre feminino - S8, série 4 ",Women's 50m Freestyle - S8 Heat 4,"50m livre feminino - S8, série 4 ",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S8 Heat 4,Heat 4,Série 4
SW,W,108,9,05,Y,0,Women's 50m Freestyle - S8 Heat 5,"50m livre feminino - S8, série 5 ",Women's 50m Freestyle - S8 Heat 5,"50m livre feminino - S8, série 5 ",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S8 Heat 5,Heat 5,Série 5
SW,W,108,9,06,Y,0,Women's 50m Freestyle - S8 Heat 6,"50m livre feminino - S8, série 6 ",Women's 50m Freestyle - S8 Heat 6,"50m livre feminino - S8, série 6 ",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S8 Heat 6,Heat 6,Série 6
SW,W,108,9,07,Y,0,Women's 50m Freestyle - S8 Heat 7,"50m livre feminino - S8, série 7 ",Women's 50m Freestyle - S8 Heat 7,"50m livre feminino - S8, série 7 ",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S8 Heat 7,Heat 7,Série 7
SW,W,108,9,08,Y,0,Women's 50m Freestyle - S8 Heat 8,"50m livre feminino - S8, série 8 ",Women's 50m Freestyle - S8 Heat 8,"50m livre feminino - S8, série 8 ",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S8 Heat 8,Heat 8,Série 8
SW,W,108,9,09,Y,0,Women's 50m Freestyle - S8 Heat 9,"50m livre feminino - S8, série 9 ",Women's 50m Freestyle - S8 Heat 9,"50m livre feminino - S8, série 9 ",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S8 Heat 9,Heat 9,Série 9
SW,W,108,9,10,Y,0,Women's 50m Freestyle - S8 Heat 10,"50m livre feminino - S8, série 10 ",Women's 50m Freestyle - S8 Heat 10,"50m livre feminino - S8, série 10 ",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S8 Heat 10,Heat 10,Série 10
SW,W,108,9,50,N,0,Women's 50m Freestyle - S8 Hts S-off,"50m livre fem - S8,eliminat,desempates",Women's 50m Freestyle - S8 Heats Swim-off,"50m livre feminino - S8, eliminatórias, desempates",Phase,14,NONE,N,N,Women's 50m Freestyle - S8 Heats Swim-off,Heats Swim-off,"Eliminatórias, desempate"
SW,W,108,9,51,Y,0,Women's 50m Freestyle - S8 Hts S-off 1,"50m livre fem - S8,eliminat,desempate 1",Women's 50m Freestyle - S8 Heats Swim-off 1,"50m livre feminino - S8, eliminatórias, desempate 1",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S8 Heats Swim-off 1,Heats Swim-off 1,"Eliminatórias, desempate 1"
SW,W,108,9,52,Y,0,Women's 50m Freestyle - S8 Hts S-off 2,"50m livre fem - S8,eliminat,desempate 2",Women's 50m Freestyle - S8 Heats Swim-off 2,"50m livre feminino - S8, eliminatórias, desempate 2",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S8 Heats Swim-off 2,Heats Swim-off 2,"Eliminatórias, desempate 2"
SW,W,108,9,53,Y,0,Women's 50m Freestyle - S8 Hts S-off 3,"50m livre fem - S8,eliminat,desempate 3",Women's 50m Freestyle - S8 Heats Swim-off 3,"50m livre feminino - S8, eliminatórias, desempate 3",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S8 Heats Swim-off 3,Heats Swim-off 3,"Eliminatórias, desempate 3"
SW,W,108,M,00,Y,0,Women's 50m Free - S8 VC,"50m livre feminino - S8, cer. premiação",Women's 50m Freestyle - S8 Victory Ceremony,"50m livre feminino - S8, cerimônia de premiação",Medals,17,NONE,N,Y,Women's 50m Free - S8 VC,Victory Ceremony,Cerimônia de premiação
SW,W,109,0,00,N,0,Women's 50m Freestyle - S9,50m livre feminino - S9,Women's 50m Freestyle - S9,50m livre feminino - S9,Event,13,NONE,N,N,Women's 50m Freestyle - S9,"",""
SW,W,109,1,00,N,1,Women's 50m Freestyle - S9 Final,"50m livre feminino - S9, final",Women's 50m Freestyle - S9 Final,"50m livre feminino - S9, final",Phase,14,NONE,N,N,Women's 50m Freestyle - S9 Final,Final,Final
SW,W,109,1,01,Y,1,Women's 50m Freestyle - S9 Final,"50m livre feminino - S9, final",Women's 50m Freestyle - S9 Final,"50m livre feminino - S9, final",EventUnit,15,ATH,Y,Y,Women's 50m Freestyle - S9 Final,Final,Final
SW,W,109,9,00,Y,0,Women's 50m Freestyle - S9 Heats,"50m livre feminino - S9, eliminatórias",Women's 50m Freestyle - S9 Heats,"50m livre feminino - S9, eliminatórias",Phase,14,NONE,Y,N,Women's 50m Freestyle - S9 Heats,Heats,Séries
SW,W,109,9,01,Y,0,Women's 50m Freestyle - S9 Heat 1,"50m livre feminino - S9, série 1",Women's 50m Freestyle - S9 Heat 1,"50m livre feminino - S9, série 1",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S9 Heat 1,Heat 1,Série 1
SW,W,109,9,02,Y,0,Women's 50m Freestyle - S9 Heat 2,"50m livre feminino - S9, série 2",Women's 50m Freestyle - S9 Heat 2,"50m livre feminino - S9, série 2",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S9 Heat 2,Heat 2,Série 2
SW,W,109,9,03,Y,0,Women's 50m Freestyle - S9 Heat 3,"50m livre feminino - S9, série 3",Women's 50m Freestyle - S9 Heat 3,"50m livre feminino - S9, série 3",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S9 Heat 3,Heat 3,Série 3
SW,W,109,9,04,Y,0,Women's 50m Freestyle - S9 Heat 4,"50m livre feminino - S9, série 4",Women's 50m Freestyle - S9 Heat 4,"50m livre feminino - S9, série 4",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S9 Heat 4,Heat 4,Série 4
SW,W,109,9,05,Y,0,Women's 50m Freestyle - S9 Heat 5,"50m livre feminino - S9, série 5",Women's 50m Freestyle - S9 Heat 5,"50m livre feminino - S9, série 5",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S9 Heat 5,Heat 5,Série 5
SW,W,109,9,06,Y,0,Women's 50m Freestyle - S9 Heat 6,"50m livre feminino - S9, série 6",Women's 50m Freestyle - S9 Heat 6,"50m livre feminino - S9, série 6",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S9 Heat 6,Heat 6,Série 6
SW,W,109,9,07,Y,0,Women's 50m Freestyle - S9 Heat 7,"50m livre feminino - S9, série 7",Women's 50m Freestyle - S9 Heat 7,"50m livre feminino - S9, série 7",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S9 Heat 7,Heat 7,Série 7
SW,W,109,9,08,Y,0,Women's 50m Freestyle - S9 Heat 8,"50m livre feminino - S9, série 8",Women's 50m Freestyle - S9 Heat 8,"50m livre feminino - S9, série 8",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S9 Heat 8,Heat 8,Série 8
SW,W,109,9,09,Y,0,Women's 50m Freestyle - S9 Heat 9,"50m livre feminino - S9, série 9",Women's 50m Freestyle - S9 Heat 9,"50m livre feminino - S9, série 9",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S9 Heat 9,Heat 9,Série 9
SW,W,109,9,10,Y,0,Women's 50m Freestyle - S9 Heat 10,"50m livre feminino - S9, série 10",Women's 50m Freestyle - S9 Heat 10,"50m livre feminino - S9, série 10",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S9 Heat 10,Heat 10,Série 10
SW,W,109,9,50,N,0,Women's 50m Freestyle - S9 Hts S-off,"50m livre fem - S9,eliminat,desempates",Women's 50m Freestyle - S9 Heats Swim-off,"50m livre feminino - S9, eliminatórias, desempates",Phase,14,NONE,N,N,Women's 50m Freestyle - S9 Heats Swim-off,Heats Swim-off,"Eliminatórias, desempate"
SW,W,109,9,51,Y,0,Women's 50m Freestyle - S9 Hts S-off 1,"50m livre fem - S9,eliminat,desempate 1",Women's 50m Freestyle - S9 Heats Swim-off 1,"50m livre feminino - S9, eliminatórias, desempate 1",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S9 Heats Swim-off 1,Heats Swim-off 1,"Eliminatórias, desempate 1"
SW,W,109,9,52,Y,0,Women's 50m Freestyle - S9 Hts S-off 2,"50m livre fem - S9,eliminat,desempate 2",Women's 50m Freestyle - S9 Heats Swim-off 2,"50m livre feminino - S9, eliminatórias, desempate 2",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S9 Heats Swim-off 2,Heats Swim-off 2,"Eliminatórias, desempate 2"
SW,W,109,9,53,Y,0,Women's 50m Freestyle - S9 Hts S-off 3,"50m livre fem - S9,eliminat,desempate 3",Women's 50m Freestyle - S9 Heats Swim-off 3,"50m livre feminino - S9, eliminatórias, desempate 3",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S9 Heats Swim-off 3,Heats Swim-off 3,"Eliminatórias, desempate 3"
SW,W,109,M,00,Y,0,Women's 50m Free - S9 VC,"50m livre feminino - S9, cer. premiação",Women's 50m Freestyle - S9 Victory Ceremony,"50m livre feminino - S9, cerimônia de premiação",Medals,17,NONE,N,Y,Women's 50m Free - S9 VC,Victory Ceremony,Cerimônia de premiação
SW,W,110,0,00,N,0,Women's 50m Freestyle - S10,50m livre feminino - S10,Women's 50m Freestyle - S10,50m livre feminino - S10,Event,13,NONE,N,N,Women's 50m Freestyle - S10,"",""
SW,W,110,1,00,N,1,Women's 50m Freestyle - S10 Final,"50m livre feminino - S10, final",Women's 50m Freestyle - S10 Final,"50m livre feminino - S10, final",Phase,14,NONE,N,N,Women's 50m Freestyle - S10 Final,Final,Final
SW,W,110,1,01,Y,1,Women's 50m Freestyle - S10 Final,"50m livre feminino - S10, final",Women's 50m Freestyle - S10 Final,"50m livre feminino - S10, final",EventUnit,15,ATH,Y,Y,Women's 50m Freestyle - S10 Final,Final,Final
SW,W,110,9,00,Y,0,Women's 50m Freestyle - S10 Heats,"50m livre feminino - S10, eliminatórias",Women's 50m Freestyle - S10 Heats,"50m livre feminino - S10, eliminatórias",Phase,14,NONE,Y,N,Women's 50m Freestyle - S10 Heats,Heats,Séries
SW,W,110,9,01,Y,0,Women's 50m Freestyle - S10 Heat 1,"50m livre feminino - S10, série 1",Women's 50m Freestyle - S10 Heat 1,"50m livre feminino - S10, série 1",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S10 Heat 1,Heat 1,Série 1
SW,W,110,9,02,Y,0,Women's 50m Freestyle - S10 Heat 2,"50m livre feminino - S10, série 2",Women's 50m Freestyle - S10 Heat 2,"50m livre feminino - S10, série 2",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S10 Heat 2,Heat 2,Série 2
SW,W,110,9,03,Y,0,Women's 50m Freestyle - S10 Heat 3,"50m livre feminino - S10, série 3",Women's 50m Freestyle - S10 Heat 3,"50m livre feminino - S10, série 3",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S10 Heat 3,Heat 3,Série 3
SW,W,110,9,04,Y,0,Women's 50m Freestyle - S10 Heat 4,"50m livre feminino - S10, série 4",Women's 50m Freestyle - S10 Heat 4,"50m livre feminino - S10, série 4",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S10 Heat 4,Heat 4,Série 4
SW,W,110,9,05,Y,0,Women's 50m Freestyle - S10 Heat 5,"50m livre feminino - S10, série 5",Women's 50m Freestyle - S10 Heat 5,"50m livre feminino - S10, série 5",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S10 Heat 5,Heat 5,Série 5
SW,W,110,9,06,Y,0,Women's 50m Freestyle - S10 Heat 6,"50m livre feminino - S10, série 6",Women's 50m Freestyle - S10 Heat 6,"50m livre feminino - S10, série 6",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S10 Heat 6,Heat 6,Série 6
SW,W,110,9,07,Y,0,Women's 50m Freestyle - S10 Heat 7,"50m livre feminino - S10, série 7",Women's 50m Freestyle - S10 Heat 7,"50m livre feminino - S10, série 7",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S10 Heat 7,Heat 7,Série 7
SW,W,110,9,08,Y,0,Women's 50m Freestyle - S10 Heat 8,"50m livre feminino - S10, série 8",Women's 50m Freestyle - S10 Heat 8,"50m livre feminino - S10, série 8",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S10 Heat 8,Heat 8,Série 8
SW,W,110,9,09,Y,0,Women's 50m Freestyle - S10 Heat 9,"50m livre feminino - S10, série 9",Women's 50m Freestyle - S10 Heat 9,"50m livre feminino - S10, série 9",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S10 Heat 9,Heat 9,Série 9
SW,W,110,9,10,Y,0,Women's 50m Freestyle - S10 Heat 10,"50m livre feminino - S10, série 10",Women's 50m Freestyle - S10 Heat 10,"50m livre feminino - S10, série 10",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S10 Heat 10,Heat 10,Série 10
SW,W,110,9,50,N,0,Women's 50m Freestyle - S10 Hts S-off,"50m livre fem - S10,eliminat,desempates",Women's 50m Freestyle - S10 Heats Swim-off,"50m livre feminino - S10, eliminatórias, desempates",Phase,14,NONE,N,N,Women's 50m Freestyle - S10 Heats Swim-off,Heats Swim-off,"Eliminatórias, desempate"
SW,W,110,9,51,Y,0,Women's 50m Freestyle - S10 Hts S-off 1,"50m livre fem - S10,eliminat,desempate 1",Women's 50m Freestyle - S10 Heats Swim-off 1,"50m livre feminino - S10, eliminatórias, desempate 1",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S10 Heats Swim-off 1,Heats Swim-off 1,"Eliminatórias, desempate 1"
SW,W,110,9,52,Y,0,Women's 50m Freestyle - S10 Hts S-off 2,"50m livre fem - S10,eliminat,desempate 2",Women's 50m Freestyle - S10 Heats Swim-off 2,"50m livre feminino - S10, eliminatórias, desempate 2",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S10 Heats Swim-off 2,Heats Swim-off 2,"Eliminatórias, desempate 2"
SW,W,110,9,53,Y,0,Women's 50m Freestyle - S10 Hts S-off 3,"50m livre fem - S10,eliminat,desempate 3",Women's 50m Freestyle - S10 Heats Swim-off 3,"50m livre feminino - S10, eliminatórias, desempate 3",EventUnit,15,ATH,N,Y,Women's 50m Freestyle - S10 Heats Swim-off 3,Heats Swim-off 3,"Eliminatórias, desempate 3"
SW,W,110,M,00,Y,0,Women's 50m Free - S10 VC,"50m livre feminino - S10, cer. premiação",Women's 50m Freestyle - S10 Victory Ceremony,"50m livre feminino - S10, cerimônia de premiação",Medals,17,NONE,N,Y,Women's 50m Free - S10 VC,Victory Ceremony,Cerimônia de premiação
SW,W,111,0,00,N,0,Women's 50m Freestyle - S11,50m livre feminino - S11,Women's 50m Freestyle - S11,50m livre feminino - S11,Event,13,NONE,N,N,Women's 50m Freestyle - S11,"",""
