Discipline,Gender,Event,order,ENG Description,POR Description,ENG longdescription,POR longdescription,Team Event
AR,0,000,,Archery,Tiro com arco,Archery,Tiro com arco,
AR,0,070,,Archery Individual,Tiro com arco individual,Archery Individual,Tiro com arco individual,
AR,0,470,,Archery Team,Tiro com arco por equipes,Archery Team,Tiro com arco por equipes,Y
AR,0,SBD,,Sambódromo,Sambódromo,Sambódromo,Sambódromo,
AR,M,000,,Men's Archery,Tiro com arco masculino,Men's Archery,Tiro com arco masculino,
AR,M,071,1,Men's Individual Recurve/Compound - W1,Arco recurvo/composto masculino - W1,Men's Individual Recurve/Compound - W1,Arco recurvo/composto masculino - W1,N
AR,M,072,2,Men's Individual Compound - Open,Arco composto masculino - Aberto,Men's Individual Compound - Open,Arco composto masculino - Aberto,N
AR,M,073,3,Men's Individual Recurve - Open,Arco recurvo masculino - Aberto,Men's Individual Recurve - Open,Arco recurvo masculino - Aberto,N
AR,W,000,,Women's Archery,Tiro com arco feminino,Women's Archery,Tiro com arco feminino,
AR,W,071,4,Women's Individual Recurve/Compound - W1,Arco recurvo/composto feminino - W1,Women's Individual Recurve/Compound - W1,Arco recurvo/composto feminino - W1,N
AR,W,072,5,Women's Individual Compound - Open,Arco composto feminino - Aberto,Women's Individual Compound - Open,Arco composto feminino - Aberto,N
AR,W,073,6,Women's Individual Recurve  - Open,Arco recurvo feminino - Aberto,Women's Individual Recurve  - Open,Arco recurvo feminino - Aberto,N
AR,X,000,,Mixed Archery,Tiro com arco misto,Mixed Archery,Tiro com arco misto,
AR,X,471,7,Mixed Team W1 Recurve/Compound,Times mistos arco recurvo/composto - W1 ,Mixed Team W1 Recurve/Compound,Times mistos arco recurvo/composto - W1 ,Y
AR,X,472,8,Mixed Team Compound Open,Times mistos arco composto - aberto,Mixed Team Compound Open,Times mistos arco composto - aberto,Y
AR,X,473,9,Mixed Team Recurve Open,Times mistos arco recurvo - aberto,Mixed Team Recurve Open,Times mistos arco recurvo - aberto,Y
AT,0,000,,Athletics,Atletismo,Athletics,Atletismo,
AT,0,FTC,,Fort Copacabana,Forte de Copacabana,Fort Copacabana,Forte de Copacabana,
AT,0,OLS,,Olympic Stadium,Estádio Olímpico,Olympic Stadium,Estádio Olímpico,
AT,M,000,,Men's Athletics,Atletismo masculino,Men's Athletics,Atletismo masculino,
AT,M,014,53,Men's High Jump - F42,Salto em altura masculino - F42,Men's High Jump - F42,Salto em altura masculino - F42,N
AT,M,020,54,Men's High Jump - F46,Salto em altura masculino - F46,Men's High Jump - F46,Salto em altura masculino - F46,N
AT,M,031,55,Men's Long Jump - F11,Salto em distância masculino - F11,Men's Long Jump - F11,Salto em distância masculino - F11,N
AT,M,033,56,Men's Long Jump - F13,Salto em distância masculino - F13,Men's Long Jump - F13,Salto em distância masculino - F13,N
AT,M,034,57,Men's Long Jump - F36,Salto em distância masculino - F36,Men's Long Jump - F36,Salto em distância masculino - F36,N
AT,M,035,58,Men's Long Jump - F20,Salto em distância masculino - F20,Men's Long Jump - F20,Salto em distância masculino - F20,N
AT,M,040,59,Men's Long Jump - F37/38,Salto em distância masculino - F37/38,Men's Long Jump - F37/38,Salto em distância masculino - F37/38,N
AT,M,042,60,Men's Long Jump - F42/44,Salto em distância masculino - F42/44,Men's Long Jump - F42/44,Salto em distância masculino - F42/44,N
AT,M,060,61,Men's Long Jump - F46,Salto em distância masculino - F46,Men's Long Jump - F46,Salto em distância masculino - F46,N
AT,M,091,62,Men's Triple Jump - F11,Salto triplo masculino - F11,Men's Triple Jump - F11,Salto triplo masculino - F11,N
AT,M,092,63,Men's Triple Jump - F12,Salto triplo masculino - F12,Men's Triple Jump - F12,Salto triplo masculino - F12,N
AT,M,093,64,Men's Triple Jump - F46,Salto triplo masculino - F46,Men's Triple Jump - F46,Salto triplo masculino - F46,N
AT,M,111,1,Men's 100m - T11,100m rasos masculino - T11,Men's 100m - T11,100m rasos masculino - T11,N
AT,M,112,2,Men's 100m - T12,100m rasos masculino - T12,Men's 100m - T12,100m rasos masculino - T12,N
AT,M,113,3,Men's 100m - T13,100m rasos masculino - T13,Men's 100m - T13,100m rasos masculino - T13,N
AT,M,134,4,Men's 100m - T34,100m rasos masculino - T34,Men's 100m - T34,100m rasos masculino - T34,N
AT,M,135,5,Men's 100m - T35,100m rasos masculino - T35,Men's 100m - T35,100m rasos masculino - T35,N
AT,M,136,6,Men's 100m - T36,100m rasos masculino - T36,Men's 100m - T36,100m rasos masculino - T36,N
AT,M,137,7,Men's 100m - T37,100m rasos masculino - T37,Men's 100m - T37,100m rasos masculino - T37,N
AT,M,138,8,Men's 100m - T38,100m rasos masculino - T38,Men's 100m - T38,100m rasos masculino - T38,N
AT,M,140,9,Men's 100m - T44,100m rasos masculino - T44,Men's 100m - T44,100m rasos masculino - T44,N
AT,M,141,10,Men's 100m - T46,100m rasos masculino - T46,Men's 100m - T46,100m rasos masculino - T46,N
AT,M,142,11,Men's 100m - T42,100m rasos masculino - T42,Men's 100m - T42,100m rasos masculino - T42,N
AT,M,150,12,Men's 100m - T52,100m rasos masculino - T52,Men's 100m - T52,100m rasos masculino - T52,N
AT,M,151,13,Men's 100m - T51,100m rasos masculino - T51,Men's 100m - T51,100m rasos masculino - T51,N
AT,M,153,14,Men's 100m - T53,100m rasos masculino - T53,Men's 100m - T53,100m rasos masculino - T53,N
AT,M,154,15,Men's 100m - T54,100m rasos masculino - T54,Men's 100m - T54,100m rasos masculino - T54,N
AT,M,211,16,Men's 200m - T11,200m rasos masculino - T11,Men's 200m - T11,200m rasos masculino - T11,N
AT,M,212,17,Men's 200m - T12,200m rasos masculino - T12,Men's 200m - T12,200m rasos masculino - T12,N
AT,M,213,18,Men's 200m - T13,200m rasos masculino - T13,Men's 200m - T13,200m rasos masculino - T13,N
AT,M,230,19,Men's 200m - T36,200m rasos masculino - T36,Men's 200m - T36,200m rasos masculino - T36,N
AT,M,234,20,Men's 200m - T34,200m rasos masculino - T34,Men's 200m - T34,200m rasos masculino - T34,N
AT,M,235,21,Men's 200m - T35,200m rasos masculino - T35,Men's 200m - T35,200m rasos masculino - T35,N
AT,M,237,22,Men's 200m - T37,200m rasos masculino - T37,Men's 200m - T37,200m rasos masculino - T37,N
AT,M,238,23,Men's 200m - T38,200m rasos masculino - T38,Men's 200m - T38,200m rasos masculino - T38,N
AT,M,240,24,Men's 200m - T44,200m rasos masculino - T44,Men's 200m - T44,200m rasos masculino - T44,N
AT,M,241,25,Men's 200m - T46,200m rasos masculino - T46,Men's 200m - T46,200m rasos masculino - T46,N
AT,M,242,26,Men's 200m - T42,200m rasos masculino - T42,Men's 200m - T42,200m rasos masculino - T42,N
AT,M,250,27,Men's 200m - T52,200m rasos masculino - T52,Men's 200m - T52,200m rasos masculino - T52,N
AT,M,253,28,Men's 200m - T53,200m rasos masculino - T53,Men's 200m - T53,200m rasos masculino - T53,N
AT,M,301,94,Men's Club Throw - F31/32/51,Arremesso do club masculino - F31/32/51,Men's Club Throw - F31/32/51,Arremesso do club masculino - F31/32/51,N
AT,M,311,65,Men's Shot Put - F11/12,Arremesso do peso masculino - F11/12,Men's Shot Put - F11/12,Arremesso do peso masculino - F11/12,N
AT,M,313,66,Men's Shot Put - F20,Arremesso do peso masculino - F20,Men's Shot Put - F20,Arremesso do peso masculino - F20,N
AT,M,331,67,Men's Shot Put - F37/38,Arremesso do peso masculino - F37/38,Men's Shot Put - F37/38,Arremesso do peso masculino - F37/38,N
AT,M,333,68,Men's Shot Put - F32/33,Arremesso do peso masculino - F32/33,Men's Shot Put - F32/33,Arremesso do peso masculino - F32/33,N
AT,M,334,69,Men's Shot Put - F34,Arremesso do peso masculino - F34,Men's Shot Put - F34,Arremesso do peso masculino - F34,N
AT,M,340,70,Men's Shot Put - F40,Arremesso do peso masculino - F40,Men's Shot Put - F40,Arremesso do peso masculino - F40,N
AT,M,342,71,Men's Shot Put - F42/44,Arremesso do peso masculino - F42/44,Men's Shot Put - F42/44,Arremesso do peso masculino - F42/44,N
AT,M,346,72,Men's Shot Put - F46,Arremesso do peso masculino - F46,Men's Shot Put - F46,Arremesso do peso masculino - F46,N
AT,M,352,73,Men's Shot Put - F52/53,Arremesso do peso masculino - F52/53,Men's Shot Put - F52/53,Arremesso do peso masculino - F52/53,N
AT,M,361,74,Men's Shot Put - F54/55/56,Arremesso do peso masculino - F54/55/56,Men's Shot Put - F54/55/56,Arremesso do peso masculino - F54/55/56,N
AT,M,370,75,Men's Shot Put - F57/58,Arremesso do peso masculino - F57/58,Men's Shot Put - F57/58,Arremesso do peso masculino - F57/58,N
AT,M,411,29,Men's 400m - T11,400m rasos masculino - T11,Men's 400m - T11,400m rasos masculino - T11,N
AT,M,412,30,Men's 400m - T12,400m rasos masculino - T12,Men's 400m - T12,400m rasos masculino - T12,N
AT,M,413,31,Men's 400m - T13,400m rasos masculino - T13,Men's 400m - T13,400m rasos masculino - T13,N
AT,M,430,32,Men's 400m - T36,400m rasos masculino - T36,Men's 400m - T36,400m rasos masculino - T36,N
AT,M,431,33,Men's 400m - T38,400m rasos masculino - T38,Men's 400m - T38,400m rasos masculino - T38,N
AT,M,440,34,Men's 400m - T44,400m rasos masculino - T44,Men's 400m - T44,400m rasos masculino - T44,N
AT,M,441,35,Men's 400m - T46,400m rasos masculino - T46,Men's 400m - T46,400m rasos masculino - T46,N
AT,M,450,36,Men's 400m - T52,400m rasos masculino - T52,Men's 400m - T52,400m rasos masculino - T52,N
AT,M,453,37,Men's 400m - T53,400m rasos masculino - T53,Men's 400m - T53,400m rasos masculino - T53,N
AT,M,454,38,Men's 400m - T54,400m rasos masculino - T54,Men's 400m - T54,400m rasos masculino - T54,N
AT,M,511,53,Men's 5000m - T11,5.000m rasos masculino - T11,Men's 5000m - T11,5.000m rasos masculino - T11,N
AT,M,512,54,Men's 5000m - T12,5.000m rasos masculino - T12,Men's 5000m - T12,5.000m rasos masculino - T12,N
AT,M,554,55,Men's 5000m - T54,5.000m rasos masculino - T54,Men's 5000m - T54,5.000m rasos masculino - T54,N
AT,M,560,47,Men's 1500m - T13,1.500m rasos masculino - T13,Men's 1500m - T13,1.500m rasos masculino - T13,N
AT,M,561,48,Men's 1500m - T11,1.500m rasos masculino - T11,Men's 1500m - T11,1.500m rasos masculino - T11,N
AT,M,564,49,Men's 1500m - T37,1.500m rasos masculino - T37,Men's 1500m - T37,1.500m rasos masculino - T37,N
AT,M,565,50,Men's 1500m - T20,1.500m rasos masculino - T20,Men's 1500m - T20,1.500m rasos masculino - T20,N
AT,M,570,51,Men's 1500m - T46,1.500m rasos masculino - T46,Men's 1500m - T46,1.500m rasos masculino - T46,N
AT,M,580,52,Men's 1500m - T54,1.500m rasos masculino - T54,Men's 1500m - T54,1.500m rasos masculino - T54,N
AT,M,603,76,Men's Discus Throw - F32/33/34,Lançamento do disco masculino- F32/33/34,Men's Discus Throw - F32/33/34,Lançamento do disco masculino - F32/33/34,N
AT,M,605,77,Men's Discus Throw - F35/36,Lançamento do disco masculino - F35/36,Men's Discus Throw - F35/36,Lançamento do disco masculino - F35/36,N
AT,M,606,78,Men's Discus Throw - F37/38,Lançamento do disco masculino - F37/38,Men's Discus Throw - F37/38,Lançamento do disco masculino - F37/38,N
AT,M,607,79,Men's Discus Throw - F44,Lançamento do disco masculino - F44,Men's Discus Throw - F44,Lançamento do disco masculino - F44,N
AT,M,611,80,Men's Discus Throw - F11,Lançamento do disco masculino - F11,Men's Discus Throw - F11,Lançamento do disco masculino - F11,N
AT,M,620,81,Men's Discus Throw - F57/58,Lançamento do disco masculino - F57/58,Men's Discus Throw - F57/58,Lançamento do disco masculino - F57/58,N
AT,M,640,82,Men's Discus Throw - F40,Lançamento do disco masculino - F40,Men's Discus Throw - F40,Lançamento do disco masculino - F40,N
AT,M,642,83,Men's Discus Throw - F42,Lançamento do disco masculino - F42,Men's Discus Throw - F42,Lançamento do disco masculino - F42,N
AT,M,651,84,Men's Discus Throw - F51/52/53,Lançamento do disco masculino- F51/52/53,Men's Discus Throw - F51/52/53,Lançamento do disco masculino - F51/52/53,N
AT,M,654,85,Men's Discus Throw - F54/55/56,Lançamento do disco masculino- F54/55/56,Men's Discus Throw - F54/55/56,Lançamento do disco masculino - F54/55/56,N
AT,M,660,89,Men's Javelin Throw - F12/13,Lançamento do dardo masculino - F12/13,Men's Javelin Throw - F12/13,Lançamento do dardo masculino - F12/13,N
AT,M,662,88,Men's Javelin Throw - F42,Lançamento do dardo masculino - F42,Men's Javelin Throw - F42,Lançamento do dardo masculino - F42,N
AT,M,664,87,Men's Javelin Throw - F44,Lançamento do dardo masculino - F44,Men's Javelin Throw - F44,Lançamento do dardo masculino - F44,N
AT,M,667,93,Men's Javelin Throw - F57/58,Lançamento do dardo masculino - F57/58,Men's Javelin Throw - F57/58,Lançamento do dardo masculino - F57/58,N
AT,M,672,90,Men's Javelin Throw - F33/34,Lançamento do dardo masculino - F33/34,Men's Javelin Throw - F33/34,Lançamento do dardo masculino - F33/34,N
AT,M,673,91,Men's Javelin Throw - F40,Lançamento do dardo masculino - F40,Men's Javelin Throw - F40,Lançamento do dardo masculino - F40,N
AT,M,675,92,Men's Javelin Throw - F52/53,Lançamento do dardo masculino - F52/53,Men's Javelin Throw - F52/53,Lançamento do dardo masculino - F52/53,N
AT,M,676,86,Men's Javelin Throw - F54/55/56,Lançamento do dardo masculino- F54/55/56,Men's Javelin Throw - F54/55/56,Lançamento do dardo masculino - F54/55/56,N
AT,M,710,53,Men's Marathon - T12,Maratona masculina - T12,Men's Marathon - T12,Maratona masculina - T12,N
AT,M,740,54,Men's Marathon - T46,Maratona masculina - T46,Men's Marathon - T46,Maratona masculina - T46,N
AT,M,760,55,Men's Marathon - T54,Maratona masculina - T54,Men's Marathon - T54,Maratona masculina - T54,N
AT,M,810,39,Men's 800m - T12,800m rasos masculino - T12,Men's 800m - T12,800m rasos masculino - T12,N
AT,M,813,40,Men's 800m - T13,800m rasos masculino - T13,Men's 800m - T13,800m rasos masculino - T13,N
AT,M,830,41,Men's 800m - T36,800m rasos masculino - T36,Men's 800m - T36,800m rasos masculino - T36,N
AT,M,837,42,Men's 800m - T37,800m rasos masculino - T37,Men's 800m - T37,800m rasos masculino - T37,N
AT,M,840,43,Men's 800m - T46,800m rasos masculino - T46,Men's 800m - T46,800m rasos masculino - T46,N
AT,M,850,44,Men's 800m - T52,800m rasos masculino - T52,Men's 800m - T52,800m rasos masculino - T52,N
AT,M,853,45,Men's 800m - T53,800m rasos masculino - T53,Men's 800m - T53,800m rasos masculino - T53,N
AT,M,854,46,Men's 800m - T54,800m rasos masculino - T54,Men's 800m - T54,800m rasos masculino - T54,N
AT,M,890,95,Men's 4x100m Relay - T11/T13,Revezamento 4x100m masculino - T11/13,Men's 4x100m Relay - T11/T13,Revezamento 4x100m masculino - T11/13,Y
AT,M,892,96,Men's 4x100m Relay - T42/T46,Revezamento 4x100m masculino - T42/46,Men's 4x100m Relay - T42/T46,Revezamento 4x100m masculino - T42/46,Y
AT,M,896,97,Men's 4x400m Relay - T53/T54,Revezamento 4x100m masculino - T53/54,Men's 4x400m Relay - T53/T54,Revezamento 4x100m masculino - T53/54,Y
AT,W,000,,Women's Athletics,Atletismo feminino,Women's Athletics,Atletismo feminino,
AT,W,011,136,Women's Long Jump - F11/12,Salto em distância feminino - F11/12,Women's Long Jump - F11/12,Salto em distância feminino - F11/12,N
AT,W,033,137,Women's Long Jump - F13,Salto em distância feminino - F13,Women's Long Jump - F13,Salto em distância feminino - F13,N
AT,W,035,138,Women's Long Jump - F20,Salto em distância feminino - F20,Women's Long Jump - F20,Salto em distância feminino - F20,N
AT,W,037,139,Women's Long Jump - F37/38,Salto em distância feminino - F37/38,Women's Long Jump - F37/38,Salto em distância feminino - F37/38,N
AT,W,042,140,Women's Long Jump - F42/44,Salto em distância feminino - F42/44,Women's Long Jump - F42/44,Salto em distância feminino - F42/44,N
AT,W,046,141,Women's Long Jump - F46,Salto em distância feminino - F46,Women's Long Jump - F46,Salto em distância feminino - F46,N
AT,W,111,98,Women's 100m - T11,100m rasos feminino - T11,Women's 100m - T11,100m rasos feminino - T11,N
AT,W,112,99,Women's 100m - T12,100m rasos feminino - T12,Women's 100m - T12,100m rasos feminino - T12,N
AT,W,113,100,Women's 100m - T13,100m rasos feminino - T13,Women's 100m - T13,100m rasos feminino - T13,N
AT,W,114,101,Women's 100m - T34,100m rasos feminino - T34,Women's 100m - T34,100m rasos feminino - T34,N
AT,W,115,102,Women's 100m - T35,100m rasos feminino - T35,Women's 100m - T35,100m rasos feminino - T35,N
AT,W,130,103,Women's 100m - T36,100m rasos feminino - T36,Women's 100m - T36,100m rasos feminino - T36,N
AT,W,137,104,Women's 100m - T37,100m rasos feminino - T37,Women's 100m - T37,100m rasos feminino - T37,N
AT,W,138,105,Women's 100m - T38,100m rasos feminino - T38,Women's 100m - T38,100m rasos feminino - T38,N
AT,W,140,106,Women's 100m - T44,100m rasos feminino - T44,Women's 100m - T44,100m rasos feminino - T44,N
AT,W,141,107,Women's 100m - T46,100m rasos feminino - T46,Women's 100m - T46,100m rasos feminino - T46,N
AT,W,142,108,Women's 100m - T42,100m rasos feminino - T42,Women's 100m - T42,100m rasos feminino - T42,N
AT,W,150,109,Women's 100m - T52,100m rasos feminino - T52,Women's 100m - T52,100m rasos feminino - T52,N
AT,W,151,110,Women's 100m - T53,100m rasos feminino - T53,Women's 100m - T53,100m rasos feminino - T53,N
AT,W,154,111,Women's 100m - T54,100m rasos feminino - T54,Women's 100m - T54,100m rasos feminino - T54,N
AT,W,211,112,Women's 200m - T11,200m rasos feminino - T11,Women's 200m - T11,200m rasos feminino - T11,N
AT,W,212,113,Women's 200m - T12,200m rasos feminino - T12,Women's 200m - T12,200m rasos feminino - T12,N
AT,W,214,114,Women's 200m - T34,200m rasos feminino - T34,Women's 200m - T34,200m rasos feminino - T34,N
AT,W,215,115,Women's 200m - T35,200m rasos feminino - T35,Women's 200m - T35,200m rasos feminino - T35,N
AT,W,230,116,Women's 200m - T36,200m rasos feminino - T36,Women's 200m - T36,200m rasos feminino - T36,N
AT,W,237,117,Women's 200m - T37,200m rasos feminino - T37,Women's 200m - T37,200m rasos feminino - T37,N
AT,W,238,118,Women's 200m - T38,200m rasos feminino - T38,Women's 200m - T38,200m rasos feminino - T38,N
AT,W,240,119,Women's 200m - T44,200m rasos feminino - T44,Women's 200m - T44,200m rasos feminino - T44,N
AT,W,241,120,Women's 200m - T46,200m rasos feminino - T46,Women's 200m - T46,200m rasos feminino - T46,N
AT,W,250,121,Women's 200m - T52,200m rasos feminino - T52,Women's 200m - T52,200m rasos feminino - T52,N
AT,W,251,122,Women's 200m - T53,200m rasos feminino - T53,Women's 200m - T53,200m rasos feminino - T53,N
AT,W,301,163,Women's Club Throw - F31/32/51,Arremesso do club feminino - F31/32/51,Women's Club Throw - F31/32/51,Arremesso do club feminino - F31/32/51,N
AT,W,311,142,Women's Shot Put - F11/12,Arremesso do peso feminino - F11/12,Women's Shot Put - F11/12,Arremesso do peso feminino - F11/12,N
AT,W,313,143,Women's Shot Put - F20,Arremesso do peso feminino - F20,Women's Shot Put - F20,Arremesso do peso feminino - F20,N
AT,W,330,144,Women's Shot Put - F35/36,Arremesso do peso feminino - F35/36,Women's Shot Put - F35/36,Arremesso do peso feminino - F35/36,N
AT,W,332,145,Women's Shot Put - F37,Arremesso do peso feminino - F37,Women's Shot Put - F37,Arremesso do peso feminino - F37,N
AT,W,333,146,Women's Shot Put - F32/33/34,Arremesso do peso feminino - F32/33/34,Women's Shot Put - F32/33/34,Arremesso do peso feminino - F32/33/34,N
AT,W,340,147,Women's Shot Put - F40,Arremesso do peso feminino - F40,Women's Shot Put - F40,Arremesso do peso feminino - F40,N
AT,W,342,148,Women's Shot Put - F42/44,Arremesso do peso feminino - F42/44,Women's Shot Put - F42/44,Arremesso do peso feminino - F42/44,N
AT,W,360,149,Women's Shot Put - F54/55/56,Arremesso do peso feminino - F54/55/56,Women's Shot Put - F54/55/56,Arremesso do peso feminino - F54/55/56,N
AT,W,370,150,Women's Shot Put - F57/58,Arremesso do peso feminino - F57/58,Women's Shot Put - F57/58,Arremesso do peso feminino - F57/58,N
AT,W,410,123,Women's 400m - T12,400m rasos feminino - T12,Women's 400m - T12,400m rasos feminino - T12,N
AT,W,413,124,Women's 400m - T13,400m rasos feminino - T13,Women's 400m - T13,400m rasos feminino - T13,N
AT,W,414,125,Women's 400m - T37,400m rasos feminino - T37,Women's 400m - T37,400m rasos feminino - T37,N
AT,W,415,126,Women's 400m - T46,400m rasos feminino - T46,Women's 400m - T46,400m rasos feminino - T46,N
AT,W,450,127,Women's 400m - T53,400m rasos feminino - T53,Women's 400m - T53,400m rasos feminino - T53,N
AT,W,454,128,Women's 400m - T54,400m rasos feminino - T54,Women's 400m - T54,400m rasos feminino - T54,N
AT,W,550,131,Women's 5000m - T54,5.000m rasos feminino - T54,Women's 5000m - T54,5.000m rasos feminino - T54,N
AT,W,559,132,Women's 1500m - T12,1.500m rasos feminino - T12,Women's 1500m - T12,1.500m rasos feminino - T12,N
AT,W,561,133,Women's 1500m - T20,1.500m rasos feminino - T20,Women's 1500m - T20,1.500m rasos feminino - T20,N
AT,W,580,134,Women's 1500m - T54,1.500m rasos feminino - T54,Women's 1500m - T54,1.500m rasos feminino - T54,N
AT,W,601,151,Women's Discus Throw - F11/12,Lançamento do disco feminino - F11/12,Women's Discus Throw - F11/12,Lançamento do disco feminino - F11/12,N
AT,W,604,152,Women's Discus Throw - F37,Lançamento do disco feminino - F37,Women's Discus Throw - F37,Lançamento do disco feminino - F37,N
AT,W,605,153,Women's Discus Throw - F35/36,Lançamento do disco feminino - F35/36,Women's Discus Throw - F35/36,Lançamento do disco feminino - F35/36,N
AT,W,608,154,Women's Discus Throw - F51/52/53,Lançamento do disco feminino - F51/52/53,Women's Discus Throw - F51/52/53,Lançamento do disco feminino - F51/52/53,N
AT,W,620,155,Women's Discus Throw - F57/58,Lançamento do disco feminino - F57/58,Women's Discus Throw - F57/58,Lançamento do disco feminino - F57/58,N
AT,W,640,156,Women's Discus Throw - F40,Lançamento do disco feminino - F40,Women's Discus Throw - F40,Lançamento do disco feminino - F40,N
AT,W,660,157,Women's Javelin Throw - F12/13,Lançamento do dardo feminino - F12/13,Women's Javelin Throw - F12/13,Lançamento do dardo feminino - F12/13,N
AT,W,661,158,Women's Javelin Throw - F33/34/52/53,Lançamento do dardo fem - F33/34/52/53,Women's Javelin Throw - F33/34/52/53,Lançamento do dardo feminino - F33/34/52/53,N
AT,W,665,159,Women's Javelin Throw - F54/55/56,Lançamento do dardo feminino - F54/55/56,Women's Javelin Throw - F54/55/56,Lançamento do dardo feminino - F54/55/56,N
AT,W,666,160,Women's Javelin Throw - F46,Lançamento do dardo feminino - F46,Women's Javelin Throw - F46,Lançamento do dardo feminino - F46,N
AT,W,667,160,Women's Javelin Throw - F57/58,Lançamento do dardo feminino - F57/58,Women's Javelin Throw - F57/58,Lançamento do dardo feminino - F57/58,N
AT,W,674,162,Women's Javelin Throw - F37/38,Lançamento do disco feminino - F37/38,Women's Javelin Throw - F37/38,Lançamento do disco feminino - F37/38,N
AT,W,760,135,Women's Marathon - T54,Maratona feminina - T54,Women's Marathon - T54,Maratona feminina - T54,N
AT,W,850,129,Women's 800m - T53,800m rasos feminino - T53,Women's 800m - T53,800m rasos feminino - T53,N
AT,W,854,130,Women's 800m - T54,800m rasos feminino - T54,Women's 800m - T54,800m rasos feminino - T54,N
AT,W,895,164,Women's 4x100m Relay - T35/T38,Revezamento 4x100m feminino - T35/38,Women's 4x100m Relay - T35/T38,Revezamento 4x100m feminino - T35/38,Y
BO,0,000,,Boccia,Bocha ,Boccia,Bocha ,
BO,0,CA2,,Carioca Arena 2,Arena Carioca 2,Carioca Arena 2,Arena Carioca 2,
BO,X,000,,Mixed Boccia,Bocha mista,Mixed Boccia,Bocha mista,
BO,X,101,1,Mixed Individual - BC1,Individual classe BC1,Mixed Individual - BC1,Individual classe BC1,N
BO,X,102,2,Mixed Individual - BC2,Individual classe BC2,Mixed Individual - BC2,Individual classe BC2,N
BO,X,103,3,Mixed Individual - BC3,Individual classe BC3,Mixed Individual - BC3,Individual classe BC3,N
BO,X,104,4,Mixed Individual - BC4,Individual classe BC4,Mixed Individual - BC4,Individual classe BC4,N
BO,X,203,5,Mixed Pairs - BC3,Duplas Classe BC3,Mixed Pairs - BC3,Duplas Classe BC3,
BO,X,204,6,Mixed Pairs - BC4,Duplas Classe BC4,Mixed Pairs - BC4,Duplas Classe BC4,
BO,X,402,7,Mixed Team - BC1-2,Equipes Classes BC1-2,Mixed Team - BC1-2,Equipes Classes BC1-2,Y
CE,0,CLO,,Closing Ceremony,Cerimônia de encerramento,Closing Ceremony,Cerimônia de encerramento,
CE,0,OPN,,Opening Ceremony,Cerimônia de abertura,Opening Ceremony,Cerimônia de abertura,
CE,0,SPE,,Special Ceremony,Cerimônia especial,Special Ceremony,Cerimônia especial,
CF,0,000,,Canoe Sprint,Canoagem velocidade,Canoe Sprint,Canoagem velocidade,
CF,0,LAG,,Lagoa Stadium,Estádio da Lagoa,Lagoa Stadium,Estádio da Lagoa,
CF,M,000,,Men's Canoe Sprint,Canoagem velocidade masculino,Men's Canoe Sprint,Canoagem velocidade masculino,
CF,M,112,1,Men's KL1,KL1 masculino,Men's KL1,KL1 masculino,N
CF,M,113,2,Men's KL2,KL2 masculino,Men's KL2,KL2 masculino,N
CF,M,114,3,Men's KL3,KL3 masculino,Men's KL3,KL3 masculino,N
CF,W,000,,Women's Canoe Sprint,Canoagem velocidade feminino,Women's Canoe Sprint,Canoagem velocidade feminino,
CF,W,112,4,Women's KL1,KL1 feminino,Women's KL1,KL1 feminino,N
CF,W,113,5,Women's KL2,KL2 feminino,Women's KL2,KL2 feminino,N
CF,W,114,6,Women's KL3,KL3 feminino,Women's KL3,KL3 feminino,N
CR,0,000,,Cycling Road,Prova de estrada,Cycling Road,Prova de estrada,
CR,0,PON,,Pontal,Pontal,Pontal,Pontal,
CR,M,000,,Men's Cycling Road,Prova de estrada masculina,Men's Cycling Road,Prova de estrada masculina,
CR,M,012,1,Men's Road Race H1-2,Prova de estrada masculina - H1-2,Men's Road Race H1-2,Prova de estrada masculina - H1-2,N
CR,M,013,2,Men's Road Race H3,Prova de estrada masculina - H3,Men's Road Race H3,Prova de estrada masculina - H3,N
CR,M,014,3,Men's Road Race H4,Prova de estrada masculina - H4,Men's Road Race H4,Prova de estrada masculina - H4,N
CR,M,015,4,Men's Road Race H5,Prova de estrada masculina - H5,Men's Road Race H5,Prova de estrada masculina - H5,N
CR,M,023,5,Men's Road Race C1-2-3,Prova de estrada masculina - C1-2-3,Men's Road Race C1-2-3,Prova de estrada masculina - C1-2-3,N
CR,M,025,6,Men's Road Race C4-5,Prova de estrada masculina - C4-5,Men's Road Race C4-5,Prova de estrada masculina - C4-5,N
CR,M,032,7,Men's Road Race T1-2,Prova de estrada masculina - T1-2,Men's Road Race T1-2,Prova de estrada masculina - T1-2,N
CR,M,041,8,Men's Road Race B,Prova de estrada masculina - B,Men's Road Race B,Prova de estrada masculina - B,N
CR,M,112,15,Men's Time Trial H1-2,Contrarrelógio de estrada masc - H1-2,Men's Time Trial H1-2,Contrarrelógio de estrada masculina - H1-2,N
CR,M,113,16,Men's Time Trial H3,Contrarrelógio de estrada masculina - H3,Men's Time Trial H3,Contrarrelógio de estrada masculina - H3,N
CR,M,114,17,Men's Time Trial H4,Contrarrelógio de estrada masculina - H4,Men's Time Trial H4,Contrarrelógio de estrada masculina - H4,N
CR,M,115,18,Men's Time Trial H5,Contrarrelógio de estrada masculina - H5,Men's Time Trial H5,Contrarrelógio de estrada masculina - H5,N
