Discipline,Gender,Event,phase,type,ENG Description,POR Description,SPA Description,ENG longdescription,POR longdescription,SPA longdescription,ENG phase Description,POR phase Description,SPA phase Description
AT,W,853,0,8,Women's 800m - T53,800m rasos feminino - T53,800m femenino - T53,Women's 800m - T53,800m rasos feminino - T53,800m femenino - T53,"","",
AT,W,853,1,3,Women's 800m - T53 Final,"800m feminino - T53, final","800m femenino - T53, final",Women's 800m - T53 Final,"800m rasos feminino - T53, final","800m femenino - T53, final",Final,Final,Final
AT,W,853,2,3,Women's 800m - T53 Semifinals,"800m feminino - T53, semifinais","800m femenino - T53, semifinales",Women's 800m - T53 Semifinals,"800m rasos feminino - T53, semifinais","800m femenino - T53, semifinales",Semifinals,Semifinais,Semifinales
AT,W,853,9,3,Women's 800m - T53 Round 1,"800m feminino - T53, primeira fase","800m femenino - T53, 1a ronda",Women's 800m - T53 Round 1,"800m rasos feminino - T53, primeira fase","800m femenino - T53, 1a ronda",Round 1,Primeira fase,1a ronda
AT,W,853,M,6,Women's 800m - T53 VC,"800m feminino - T53, cer. premiação","800m femenino - T53, cer. medallas",Women's 800m - T53 Victory Ceremony,"800m rasos feminino - T53, cerimônia de premiação","800m femenino - T53, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
AT,W,853,N,7,Women's 800m - T53 Draw,"800m feminino - T53, sorteio","800m femenino - T53, sorteo",Women's 800m - T53 Draw,"800m rasos feminino - T53, sorteio","800m femenino - T53, sorteo",Draw,Sorteio,Sorteo
AT,W,854,0,8,Women's 800m - T54,800m rasos feminino - T54,800m femenino - T54,Women's 800m - T54,800m rasos feminino - T54,800m femenino - T54,"","",
AT,W,854,1,3,Women's 800m - T54 Final,"800m feminino - T54, final","800m femenino - T54, final",Women's 800m - T54 Final,"800m rasos feminino - T54, final","800m femenino - T54, final",Final,Final,Final
AT,W,854,2,3,Women's 800m - T54 Semifinals,"800m feminino - T54, semifinais","800m femenino - T54, semifinales",Women's 800m - T54 Semifinals,"800m rasos feminino - T54, semifinais","800m femenino - T54, semifinales",Semifinals,Semifinais,Semifinales
AT,W,854,9,3,Women's 800m - T54 Round 1,"800m feminino - T54, primeira fase","800m femenino - T54, 1a ronda",Women's 800m - T54 Round 1,"800m rasos feminino - T54, primeira fase","800m femenino - T54, 1a ronda",Round 1,Primeira fase,1a ronda
AT,W,854,M,6,Women's 800m - T54 VC,"800m feminino - T54, cer. premiação","800m femenino - T54, cer. medallas",Women's 800m - T54 Victory Ceremony,"800m rasos feminino - T54, cerimônia de premiação","800m femenino - T54, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
AT,W,854,N,7,Women's 800m - T54 Draw,"800m feminino - T54, sorteio","800m femenino - T54, sorteo",Women's 800m - T54 Draw,"800m rasos feminino - T54, sorteio","800m femenino - T54, sorteo",Draw,Sorteio,Sorteo
AT,W,911,0,8,Women's 1500m - T11,1.500m rasos feminino - T11,1500m femenino - T11,Women's 1500m - T11,1.500m rasos feminino - T11,1500m femenino - T11,"","",
AT,W,911,1,3,Women's 1500m - T11 Final,"1.500m feminino - T11, final","1500m femenino - T11, final",Women's 1500m - T11 Final,"1.500m rasos feminino - T11, final","1500m femenino - T11, final",Final,Final,Final
AT,W,911,2,3,Women's 1500m - T11 Semifinals,"1.500m feminino - T11, semifinais","1500m femenino - T11, semifinales",Women's 1500m - T11 Semifinals,"1.500m rasos feminino - T11, semifinais","1500m femenino - T11, semifinales",Semifinals,Semifinais,Semifinales
AT,W,911,9,3,Women's 1500m - T11 Round 1,"1.500m feminino - T11, primeira fase","1500m femenino - T11, 1a ronda",Women's 1500m - T11 Round 1,"1.500m rasos feminino - T11, primeira fase","1500m femenino - T11, 1a ronda",Round 1,Primeira fase,1a ronda
AT,W,911,M,6,Women's 1500m - T11 VC,"1.500m feminino - T11, cer. premiação","1500m femenino - T11, cer. medallas",Women's 1500m - T11 Victory Ceremony,"1.500m rasos feminino - T11, cerimônia de premiação","1500m femenino - T11, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
AT,W,911,N,7,Women's 1500m - T11 Draw,"1.500m feminino - T11, sorteio","1500m femenino - T11, sorteo",Women's 1500m - T11 Draw,"1.500m rasos feminino - T11, sorteio","1500m femenino - T11, sorteo",Draw,Sorteio,Sorteo
AT,W,913,0,8,Women's 1500m - T13,1.500m rasos feminino - T13,1500m femenino - T13,Women's 1500m - T13,1.500m rasos feminino - T13,1500m femenino - T13,"","",
AT,W,913,1,3,Women's 1500m - T13 Final,"1.500m feminino - T13, final","1500m femenino - T13, final",Women's 1500m - T13 Final,"1.500m rasos feminino - T13, final","1500m femenino - T13, final",Final,Final,Final
AT,W,913,2,3,Women's 1500m - T13 Semifinals,"1.500m feminino - T13, semifinais","1500m femenino - T13, semifinales",Women's 1500m - T13 Semifinals,"1.500m rasos feminino - T13, semifinais","1500m femenino - T13, semifinales",Semifinals,Semifinais,Semifinales
AT,W,913,9,3,Women's 1500m - T13 Round 1,"1.500m feminino - T13, primeira fase","1500m femenino - T13, 1a ronda",Women's 1500m - T13 Round 1,"1.500m rasos feminino - T13, primeira fase","1500m femenino - T13, 1a ronda",Round 1,Primeira fase,1a ronda
AT,W,913,M,6,Women's 1500m - T13 VC,"1.500m feminino - T13, cer. premiação","1500m femenino - T13, cer. medallas",Women's 1500m - T13 Victory Ceremony,"1.500m rasos feminino - T13, cerimônia de premiação","1500m femenino - T13, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
AT,W,913,N,7,Women's 1500m - T13 Draw,"1.500m feminino - T13, sorteio","1500m femenino - T13, sorteo",Women's 1500m - T13 Draw,"1.500m rasos feminino - T13, sorteio","1500m femenino - T13, sorteo",Draw,Sorteio,Sorteo
AT,W,920,0,8,Women's 1500m - T20,1.500m rasos feminino - T20,1500m femenino - T20,Women's 1500m - T20,1.500m rasos feminino - T20,1500m femenino - T20,"","",
AT,W,920,1,3,Women's 1500m - T20 Final,"1.500m feminino - T20, final","1500m femenino - T20, final",Women's 1500m - T20 Final,"1.500m rasos feminino - T20, final","1500m femenino - T20, final",Final,Final,Final
AT,W,920,2,3,Women's 1500m - T20 Semifinals,"1.500m feminino - T20, semifinais","1500m femenino - T20, semifinales",Women's 1500m - T20 Semifinals,"1.500m rasos feminino - T20, semifinais","1500m femenino - T20, semifinales",Semifinals,Semifinais,Semifinales
AT,W,920,9,3,Women's 1500m - T20 Round 1,"1.500m feminino - T20, primeira fase","1500m femenino - T20, 1a ronda",Women's 1500m - T20 Round 1,"1.500m rasos feminino - T20, primeira fase","1500m femenino - T20, 1a ronda",Round 1,Primeira fase,1a ronda
AT,W,920,M,6,Women's 1500m - T20 VC,"1.500m feminino - T20, cer. premiação","1500m femenino - T20, cer. medallas",Women's 1500m - T20 Victory Ceremony,"1.500m rasos feminino - T20, cerimônia de premiação","1500m femenino - T20, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
AT,W,920,N,7,Women's 1500m - T20 Draw,"1.500m feminino - T20, sorteio","1500m femenino - T20, sorteo",Women's 1500m - T20 Draw,"1.500m rasos feminino - T20, sorteio","1500m femenino - T20, sorteo",Draw,Sorteio,Sorteo
AT,W,954,0,8,Women's 1500m - T54,1.500m rasos feminino - T54,1500m femenino - T54,Women's 1500m - T54,1.500m rasos feminino - T54,1500m femenino - T54,"","",
AT,W,954,1,3,Women's 1500m - T54 Final,"1.500m feminino - T54, final","1500m femenino - T54, final",Women's 1500m - T54 Final,"1.500m rasos feminino - T54, final","1500m femenino - T54, final",Final,Final,Final
AT,W,954,2,3,Women's 1500m - T54 Semifinals,"1.500m feminino - T54, semifinais","1500m femenino - T54, semifinales",Women's 1500m - T54 Semifinals,"1.500m rasos feminino - T54, semifinais","1500m femenino - T54, semifinales",Semifinals,Semifinais,Semifinales
AT,W,954,9,3,Women's 1500m - T54 Round 1,"1.500m feminino - T54, primeira fase","1500m femenino - T54, 1a ronda",Women's 1500m - T54 Round 1,"1.500m rasos feminino - T54, primeira fase","1500m femenino - T54, 1a ronda",Round 1,Primeira fase,1a ronda
AT,W,954,M,6,Women's 1500m - T54 VC,"1.500m feminino - T54, cer. premiação","1500m femenino - T54, cer. medallas",Women's 1500m - T54 Victory Ceremony,"1.500m rasos feminino - T54, cerimônia de premiação","1500m femenino - T54, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
AT,W,954,N,7,Women's 1500m - T54 Draw,"1.500m feminino - T54, sorteio","1500m femenino - T54, sorteo",Women's 1500m - T54 Draw,"1.500m rasos feminino - T54, sorteio","1500m femenino - T54, sorteo",Draw,Sorteio,Sorteo
AT,W,C32,0,8,Women's Club Throw - F32,Lançamento do club feminino - F32,Lanzamiento de club femenino - F32,Women's Club Throw - F32,Lançamento do club feminino - F32,Lanzamiento de club femenino - F32,"","",
AT,W,C32,1,3,Women's Club Throw - F32 Final,"Lançamento club fem - F32, final","Lanzamiento de club fem - F32, final",Women's Club Throw - F32 Final,"Lançamento do club feminino - F32, final","Lanzamiento de club femenino - F32, final",Final,Final,Final
AT,W,C32,9,3,Women's Club Throw - F32 Qualifying,"Lançamento club fem - F32, classif","Lanzamiento de club fem - F32, clasif",Women's Club Throw - F32 Qualifying,"Lançamento do club feminino - F32, classificatórias","Lanzamiento de club femenino - F32, clasificatorias",Qualifying,Classificatórias,Clasificatorias
AT,W,C32,M,6,Women's Club Throw - F32 VC,"Lançamento club fem - F32, premiação","Lanz. de club fem - F32, cer. medallas",Women's Club Throw - F32 Victory Ceremony,"Lançamento do club feminino - F32, cerimônia de premiação","Lanzamiento de club femenino - F32, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
AT,W,C32,N,7,Women's Club Throw - F32 Draw,"Lançamento club fem - F32, sorteio","Lanzamiento de club fem - F32, sorteo",Women's Club Throw - F32 Draw,"Lançamento do club feminino - F32, sorteio","Lanzamiento de club femenino - F32, sorteo",Draw,Sorteio,Sorteo
AT,W,C51,0,8,Women's Club Throw - F51,Lançamento do club feminino - F51,Lanzamiento de club femenino - F51,Women's Club Throw - F51,Lançamento do club feminino - F51,Lanzamiento de club femenino - F51,"","",
AT,W,C51,1,3,Women's Club Throw - F51 Final,"Lançamento club fem - F51, final","Lanzamiento de club fem - F51, final",Women's Club Throw - F51 Final,"Lançamento do club feminino - F51, final","Lanzamiento de club femenino - F51, final",Final,Final,Final
AT,W,C51,9,3,Women's Club Throw - F51 Qualifying,"Lançamento club fem - F51, classif","Lanzamiento de club fem - F51, clasif.",Women's Club Throw - F51 Qualifying,"Lançamento do club feminino - F51, classificatórias","Lanzamiento de club femenino - F51, clasificatorias",Qualifying,Classificatórias,Clasificatorias
AT,W,C51,M,6,Women's Club Throw - F51 VC,"Lançamento club fem - F51, premiação","Lanz. de club fem - F51, cer. medallas",Women's Club Throw - F51 Victory Ceremony,"Lançamento do club feminino - F51, cerimônia de premiação","Lanzamiento de club femenino - F51, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
AT,W,C51,N,7,Women's Club Throw - F51 Draw,"Lançamento club fem - F51, sorteio","Lanzamiento de club fem - F51, sorteo",Women's Club Throw - F51 Draw,"Lançamento do club feminino - F51, sorteio","Lanzamiento de club femenino - F51, sorteo",Draw,Sorteio,Sorteo
AT,W,D11,0,8,Women's Discus Throw - F11,Lançamento do disco feminino - F11,Lanzamiento de disco femenino - F11,Women's Discus Throw - F11,Lançamento do disco feminino - F11,Lanzamiento de disco femenino - F11,"","",
AT,W,D11,1,3,Women's Discus Throw - F11 Final,"Lançamento disco fem - F11, final","Lanz. de disco fem - F11, final",Women's Discus Throw - F11 Final,"Lançamento do disco feminino - F11, final","Lanzamiento de disco femenino - F11, final",Final,Final,Final
AT,W,D11,9,3,Women's Discus Throw - F11 Qualifying,"Lançamento disco fem - F11, classif","Lanz. de disco fem - F11, clasif.",Women's Discus Throw - F11 Qualifying,"Lançamento do disco feminino - F11, classificatórias","Lanzamiento de disco femenino - F11, clasificatorias",Qualifying,Classificatórias,Clasificatorias
AT,W,D11,M,6,Women's Discus Throw - F11 VC,"Lançamento disco fem - F11, premiação","Lanz. de disco fem - F11, cer. medallas",Women's Discus Throw - F11 Victory Ceremony,"Lançamento do disco feminino - F11, cerimônia de premiação","Lanzamiento de disco femenino - F11, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
AT,W,D11,N,7,Women's Discus Throw - F11 Draw,"Lançamento disco fem - F11, sorteio","Lanz. de disco fem - F11, sorteo",Women's Discus Throw - F11 Draw,"Lançamento do disco feminino - F11, sorteio","Lanzamiento de disco femenino - F11, sorteo",Draw,Sorteio,Sorteo
AT,W,D38,0,8,Women's Discus Throw - F38,Lançamento do disco feminino - F38,Lanzamiento de disco femenino - F38,Women's Discus Throw - F38,Lançamento do disco feminino - F38,Lanzamiento de disco femenino - F38,"","",
AT,W,D38,1,3,Women's Discus Throw - F38 Final,"Lançamento disco fem - F38, final","Lanz. de disco fem - F38, final",Women's Discus Throw - F38 Final,"Lançamento do disco feminino - F38, final","Lanzamiento de disco femenino - F38, final",Final,Final,Final
AT,W,D38,9,3,Women's Discus Throw - F38 Qualifying,"Lançamento disco fem - F38, classif","Lanz. de disco fem - F38, clasif.",Women's Discus Throw - F38 Qualifying,"Lançamento do disco feminino - F38, classificatórias","Lanzamiento de disco femenino - F38, clasificatorias",Qualifying,Classificatórias,Clasificatorias
AT,W,D38,M,6,Women's Discus Throw - F38 VC,"Lançamento disco fem - F38, premiação","Lanz. de disco fem - F38, cer. medallas",Women's Discus Throw - F38 Victory Ceremony,"Lançamento do disco feminino - F38, cerimônia de premiação","Lanzamiento de disco femenino - F38, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
AT,W,D38,N,7,Women's Discus Throw - F38 Draw,"Lançamento disco fem - F38, sorteio","Lanz. de disco fem - F38, sorteo",Women's Discus Throw - F38 Draw,"Lançamento do disco feminino - F38, sorteio","Lanzamiento de disco femenino - F38, sorteo",Draw,Sorteio,Sorteo
AT,W,D41,0,8,Women's Discus Throw - F41,Lançamento do disco feminino - F41,Lanzamiento de disco femenino - F41,Women's Discus Throw - F41,Lançamento do disco feminino - F41,Lanzamiento de disco femenino - F41,"","",
AT,W,D41,1,3,Women's Discus Throw - F41 Final,"Lançamento disco fem - F41, final","Lanz. de disco fem - F41, final",Women's Discus Throw - F41 Final,"Lançamento do disco feminino - F41, final","Lanzamiento de disco femenino - F41, final",Final,Final,Final
AT,W,D41,9,3,Women's Discus Throw - F41 Qualifying,"Lançamento disco fem - F41, classif","Lanz. de disco fem - F41, clasif.",Women's Discus Throw - F41 Qualifying,"Lançamento do disco feminino - F41, classificatórias","Lanzamiento de disco femenino - F41, clasificatorias",Qualifying,Classificatórias,Clasificatorias
AT,W,D41,M,6,Women's Discus Throw - F41 VC,"Lançamento disco fem - F41, premiação","Lanz. de disco fem - F41, cer. medallas",Women's Discus Throw - F41 Victory Ceremony,"Lançamento do disco feminino - F41, cerimônia de premiação","Lanzamiento de disco femenino - F41, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
AT,W,D41,N,7,Women's Discus Throw - F41 Draw,"Lançamento disco fem - F41, sorteio","Lanz. de disco fem - F41, sorteo",Women's Discus Throw - F41 Draw,"Lançamento do disco feminino - F41, sorteio","Lanzamiento de disco femenino - F41, sorteo",Draw,Sorteio,Sorteo
AT,W,D44,0,8,Women's Discus Throw - F44,Lançamento do disco feminino - F44,Lanzamiento de disco femenino - F44,Women's Discus Throw - F44,Lançamento do disco feminino - F44,Lanzamiento de disco femenino - F44,"","",
AT,W,D44,1,3,Women's Discus Throw - F44 Final,"Lançamento disco fem - F44, final","Lanz. de disco fem - F44, final",Women's Discus Throw - F44 Final,"Lançamento do disco feminino - F44, final","Lanzamiento de disco femenino - F44, final",Final,Final,Final
AT,W,D44,9,3,Women's Discus Throw - F44 Qualifying,"Lançamento disco fem - F44, classif","Lanz. de disco fem - F44, clasif.",Women's Discus Throw - F44 Qualifying,"Lançamento do disco feminino - F44, classificatórias","Lanzamiento de disco femenino - F44, clasificatorias",Qualifying,Classificatórias,Clasificatorias
AT,W,D44,M,6,Women's Discus Throw - F44 VC,"Lançamento disco fem - F44, premiação","Lanz. de disco fem - F44, cer. medallas",Women's Discus Throw - F44 Victory Ceremony,"Lançamento do disco feminino - F44, cerimônia de premiação","Lanzamiento de disco femenino - F44, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
AT,W,D44,N,7,Women's Discus Throw - F44 Draw,"Lançamento disco fem - F44, sorteio","Lanz. de disco fem - F44, sorteo",Women's Discus Throw - F44 Draw,"Lançamento do disco feminino - F44, sorteio","Lanzamiento de disco femenino - F44, sorteo",Draw,Sorteio,Sorteo
AT,W,D52,0,8,Women's Discus Throw - F52,Lançamento do disco feminino - F52,Lanzamiento de disco femenino - F52,Women's Discus Throw - F52,Lançamento do disco feminino - F52,Lanzamiento de disco femenino - F52,"","",
AT,W,D52,1,3,Women's Discus Throw - F52 Final,"Lançamento disco fem - F52, final","Lanz. de disco fem - F52, final",Women's Discus Throw - F52 Final,"Lançamento do disco feminino - F52, final","Lanzamiento de disco femenino - F52, final",Final,Final,Final
AT,W,D52,9,3,Women's Discus Throw - F52 Qualifying,"Lançamento disco fem - F52, classif","Lanz. de disco fem - F52, clasif.",Women's Discus Throw - F52 Qualifying,"Lançamento do disco feminino - F52, classificatórias","Lanzamiento de disco femenino - F52, clasificatorias",Qualifying,Classificatórias,Clasificatorias
AT,W,D52,M,6,Women's Discus Throw - F52 VC,"Lançamento disco fem - F52, premiação","Lanz. de disco fem - F52, cer. medallas",Women's Discus Throw - F52 Victory Ceremony,"Lançamento do disco feminino - F52, cerimônia de premiação","Lanzamiento de disco femenino - F52, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
AT,W,D52,N,7,Women's Discus Throw - F52 Draw,"Lançamento disco fem - F52, sorteio","Lanz. de disco fem - F52, sorteo",Women's Discus Throw - F52 Draw,"Lançamento do disco feminino - F52, sorteio","Lanzamiento de disco femenino - F52, sorteo",Draw,Sorteio,Sorteo
AT,W,D55,0,8,Women's Discus Throw - F55,Lançamento do disco feminino - F55,Lanzamiento de disco femenino - F55,Women's Discus Throw - F55,Lançamento do disco feminino - F55,Lanzamiento de disco femenino - F55,"","",
AT,W,D55,1,3,Women's Discus Throw - F55 Final,"Lançamento disco fem - F55, final","Lanz. de disco fem - F55, final",Women's Discus Throw - F55 Final,"Lançamento do disco feminino - F55, final","Lanzamiento de disco femenino - F55, final",Final,Final,Final
AT,W,D55,9,3,Women's Discus Throw - F55 Qualifying,"Lançamento disco fem - F55, classif","Lanz. de disco fem - F55, clasif.",Women's Discus Throw - F55 Qualifying,"Lançamento do disco feminino - F55, classificatórias","Lanzamiento de disco femenino - F55, clasificatorias",Qualifying,Classificatórias,Clasificatorias
AT,W,D55,M,6,Women's Discus Throw - F55 VC,"Lançamento disco fem - F55, premiação","Lanz. de disco fem - F55, cer. medallas",Women's Discus Throw - F55 Victory Ceremony,"Lançamento do disco feminino - F55, cerimônia de premiação","Lanzamiento de disco femenino - F55, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
AT,W,D55,N,7,Women's Discus Throw - F55 Draw,"Lançamento disco fem - F55, sorteio","Lanz. de disco fem - F55, sorteo",Women's Discus Throw - F55 Draw,"Lançamento do disco feminino - F55, sorteio","Lanzamiento de disco femenino - F55, sorteo",Draw,Sorteio,Sorteo
AT,W,D57,0,8,Women's Discus Throw - F57,Lançamento do disco feminino - F57,Lanzamiento de disco femenino - F57,Women's Discus Throw - F57,Lançamento do disco feminino - F57,Lanzamiento de disco femenino - F57,"","",
AT,W,D57,1,3,Women's Discus Throw - F57 Final,"Lançamento disco fem - F57, final","Lanz. de disco fem - F57, final",Women's Discus Throw - F57 Final,"Lançamento do disco feminino - F57, final","Lanzamiento de disco femenino - F57, final",Final,Final,Final
AT,W,D57,9,3,Women's Discus Throw - F57 Qualifying,"Lançamento disco fem - F57, classif","Lanz. de disco fem - F57, clasif.",Women's Discus Throw - F57 Qualifying,"Lançamento do disco feminino - F57, classificatórias","Lanzamiento de disco femenino - F57, clasificatorias",Qualifying,Classificatórias,Clasificatorias
AT,W,D57,M,6,Women's Discus Throw - F57 VC,"Lançamento disco fem - F57, premiação","Lanz. de disco fem - F57, cer. medallas",Women's Discus Throw - F57 Victory Ceremony,"Lançamento do disco feminino - F57, cerimônia de premiação","Lanzamiento de disco femenino - F57, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
AT,W,D57,N,7,Women's Discus Throw - F57 Draw,"Lançamento disco fem - F57, sorteio","Lanz. de disco fem - F57, sorteo",Women's Discus Throw - F57 Draw,"Lançamento do disco feminino - F57, sorteio","Lanzamiento de disco femenino - F57, sorteo",Draw,Sorteio,Sorteo
AT,W,J13,0,8,Women's Javelin Throw - F13,Lançamento do dardo feminino - F13,Lanzamiento de jabalina femenino - F13,Women's Javelin Throw - F13,Lançamento do dardo feminino - F13,Lanzamiento de jabalina femenino - F13,"","",
AT,W,J13,1,3,Women's Javelin Throw - F13 Final,"Lançamento dardo fem - F13, final","Lanz. de jabalina fem - F13, final",Women's Javelin Throw - F13 Final,"Lançamento do dardo feminino - F13, final","Lanzamiento de jabalina femenino - F13, final",Final,Final,Final
AT,W,J13,9,3,Women's Javelin Throw - F13 Qualifying,"Lançamento dardo fem - F13, classif","Lanz. de jabalina fem - F13, clasif.",Women's Javelin Throw - F13 Qualifying,"Lançamento do dardo feminino - F13, classificatórias","Lanzamiento de jabalina femenino - F13, clasificatorias",Qualifying,Classificatórias,Clasificatorias
AT,W,J13,M,6,Women's Javelin Throw - F13 VC,"Lançamento dardo fem - F13, premiação","Lanz. de jabalina fem-F13, cer. medallas",Women's Javelin Throw - F13 Victory Ceremony,"Lançamento do dardo feminino - F13, cerimônia de premiação","Lanzamiento de jabalina femenino - F13, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
AT,W,J13,N,7,Women's Javelin Throw - F13 Draw,"Lançamento dardo fem - F13, sorteio","Lanz. de jabalina fem - F13, sorteo",Women's Javelin Throw - F13 Draw,"Lançamento do dardo feminino - F13, sorteio","Lanzamiento de jabalina femenino - F13, sorteo",Draw,Sorteio,Sorteo
AT,W,J34,0,8,Women's Javelin Throw - F34,Lançamento do dardo feminino - F34,Lanzamiento de jabalina femenino - F34,Women's Javelin Throw - F34,Lançamento do dardo feminino - F34,Lanzamiento de jabalina femenino - F34,"","",
AT,W,J34,1,3,Women's Javelin Throw - F34 Final,"Lançamento dardo fem - F34, final","Lanz. de jabalina fem - F34, final",Women's Javelin Throw - F34 Final,"Lançamento do dardo feminino - F34, final","Lanzamiento de jabalina femenino - F34, final",Final,Final,Final
AT,W,J34,9,3,Women's Javelin Throw - F34 Qualifying,"Lançamento dardo fem - F34, classif","Lanz. de jabalina fem - F34, clasif.",Women's Javelin Throw - F34 Qualifying,"Lançamento do dardo feminino - F34, classificatórias","Lanzamiento de jabalina femenino - F34, clasificatorias",Qualifying,Classificatórias,Clasificatorias
AT,W,J34,M,6,Women's Javelin Throw - F34 VC,"Lançamento dardo fem - F34, premiação","Lanz. de jabalina fem-F34, cer. medallas",Women's Javelin Throw - F34 Victory Ceremony,"Lançamento do dardo feminino - F34, cerimônia de premiação","Lanzamiento de jabalina femenino - F34, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
AT,W,J34,N,7,Women's Javelin Throw - F34 Draw,"Lançamento dardo fem - F34, sorteio","Lanz. de jabalina fem - F34, sorteo",Women's Javelin Throw - F34 Draw,"Lançamento do dardo feminino - F34, sorteio","Lanzamiento de jabalina femenino - F34, sorteo",Draw,Sorteio,Sorteo
AT,W,J37,0,8,Women's Javelin Throw - F37,Lançamento do dardo feminino - F37,Lanzamiento de jabalina femenino - F37,Women's Javelin Throw - F37,Lançamento do dardo feminino - F37,Lanzamiento de jabalina femenino - F37,"","",
AT,W,J37,1,3,Women's Javelin Throw - F37 Final,"Lançamento dardo fem - F37, final","Lanz. de jabalina fem - F37, final",Women's Javelin Throw - F37 Final,"Lançamento do dardo feminino - F37, final","Lanzamiento de jabalina femenino - F37, final",Final,Final,Final
AT,W,J37,9,3,Women's Javelin Throw - F37 Qualifying,"Lançamento dardo fem - F37, classif","Lanz. de jabalina fem - F37, clasif.",Women's Javelin Throw - F37 Qualifying,"Lançamento do dardo feminino - F37, classificatórias","Lanzamiento de jabalina femenino - F37, clasificatorias",Qualifying,Classificatórias,Clasificatorias
AT,W,J37,M,6,Women's Javelin Throw - F37 VC,"Lançamento dardo fem - F37, premiação","Lanz. de jabalina fem-F37, cer. medallas",Women's Javelin Throw - F37 Victory Ceremony,"Lançamento do dardo feminino - F37, cerimônia de premiação","Lanzamiento de jabalina femenino - F37, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
AT,W,J37,N,7,Women's Javelin Throw - F37 Draw,"Lançamento dardo fem - F37, sorteio","Lanz. de jabalina fem - F37, sorteo",Women's Javelin Throw - F37 Draw,"Lançamento do dardo feminino - F37, sorteio","Lanzamiento de jabalina femenino - F37, sorteo",Draw,Sorteio,Sorteo
AT,W,J46,0,8,Women's Javelin Throw - F46,Lançamento do dardo feminino - F46,Lanzamiento de jabalina femenino - F46,Women's Javelin Throw - F46,Lançamento do dardo feminino - F46,Lanzamiento de jabalina femenino - F46,"","",
AT,W,J46,1,3,Women's Javelin Throw - F46 Final,"Lançamento dardo fem - F46, final","Lanz. de jabalina fem - F46, final",Women's Javelin Throw - F46 Final,"Lançamento do dardo feminino - F46, final","Lanzamiento de jabalina femenino - F46, final",Final,Final,Final
AT,W,J46,9,3,Women's Javelin Throw - F46 Qualifying,"Lançamento dardo fem - F46, classif","Lanz. de jabalina fem - F46, clasif.",Women's Javelin Throw - F46 Qualifying,"Lançamento do dardo feminino - F46, classificatórias","Lanzamiento de jabalina femenino - F46, clasificatorias",Qualifying,Classificatórias,Clasificatorias
AT,W,J46,M,6,Women's Javelin Throw - F46 VC,"Lançamento dardo fem - F46, premiação","Lanz. de jabalina fem-F46, cer. medallas",Women's Javelin Throw - F46 Victory Ceremony,"Lançamento do dardo feminino - F46, cerimônia de premiação","Lanzamiento de jabalina femenino - F46, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
AT,W,J46,N,7,Women's Javelin Throw - F46 Draw,"Lançamento dardo fem - F46, sorteio","Lanz. de jabalina fem - F46, sorteo",Women's Javelin Throw - F46 Draw,"Lançamento do dardo feminino - F46, sorteio","Lanzamiento de jabalina femenino - F46, sorteo",Draw,Sorteio,Sorteo
AT,W,J54,0,8,Women's Javelin Throw - F54,Lançamento do dardo feminino - F54,Lanzamiento de jabalina femenino - F54,Women's Javelin Throw - F54,Lançamento do dardo feminino - F54,Lanzamiento de jabalina femenino - F54,"","",
AT,W,J54,1,3,Women's Javelin Throw - F54 Final,"Lançamento dardo fem - F54, final","Lanz. de jabalina fem - F54, final",Women's Javelin Throw - F54 Final,"Lançamento do dardo feminino - F54, final","Lanzamiento de jabalina femenino - F54, final",Final,Final,Final
