Discipline,Gender,Event,phase,Eventunit,ENG Description,FRA Description,POR Description,ENG longdescription,FRA longdescription,POR longdescription,Level,Order,schedule,medalflag,Eventunittype,cisSchedule,infoSchedule,ENG unit Description,FRA unit Description,POR unit Description
JU,W,052,3,51,Women -52 kg Repechage contest,"-52 kg - femmes, combat repêchage","Até 52kg feminino, disputa da repescagem",Women -52 kg Repechage contest,"-52 kg - femmes, combat de repêchage","Até 52kg feminino, disputa da repescagem",EventUnit,15,Y,0,HATH,N,Y,Repechage,Repêchage,Repescagem 
JU,W,052,3,52,Women -52 kg Repechage contest,"-52 kg - femmes, combat repêchage","Até 52kg feminino, disputa da repescagem",Women -52 kg Repechage contest,"-52 kg - femmes, combat de repêchage","Até 52kg feminino, disputa da repescagem",EventUnit,15,Y,0,HATH,N,Y,Repechage,Repêchage,Repescagem 
JU,W,052,4,00,Women -52 kg Elimination Round of 16,"-52 kg - fem., éliminatoire, 1/8 finale","Até 52kg fem, eliminatórias, 3a fase",Women -52 kg Elimination Round of 16,"-52 kg - femmes, éliminatoire, 1/8 de finale","Até 52kg feminino, eliminatórias, terceira fase",Phase,14,N,0,NONE,N,N,Elimination Round of 16,"Éliminatoire, 1/8 de finale","Eliminatórias, terceira fase"
JU,W,052,4,01,Women -52 kg Elimination Round of 16,"-52 kg - fem., éliminatoire, 1/8 finale","Até 52kg fem, eliminatórias, 3a fase",Women -52 kg Elimination Round of 16,"-52 kg - femmes, éliminatoire, 1/8 de finale","Até 52kg feminino, eliminatórias, terceira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 16,"Éliminatoire, 1/8 de finale","Eliminatórias, terceira fase"
JU,W,052,4,02,Women -52 kg Elimination Round of 16,"-52 kg - fem., éliminatoire, 1/8 finale","Até 52kg fem, eliminatórias, 3a fase",Women -52 kg Elimination Round of 16,"-52 kg - femmes, éliminatoire, 1/8 de finale","Até 52kg feminino, eliminatórias, terceira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 16,"Éliminatoire, 1/8 de finale","Eliminatórias, terceira fase"
JU,W,052,4,03,Women -52 kg Elimination Round of 16,"-52 kg - fem., éliminatoire, 1/8 finale","Até 52kg fem, eliminatórias, 3a fase",Women -52 kg Elimination Round of 16,"-52 kg - femmes, éliminatoire, 1/8 de finale","Até 52kg feminino, eliminatórias, terceira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 16,"Éliminatoire, 1/8 de finale","Eliminatórias, terceira fase"
JU,W,052,4,04,Women -52 kg Elimination Round of 16,"-52 kg - fem., éliminatoire, 1/8 finale","Até 52kg fem, eliminatórias, 3a fase",Women -52 kg Elimination Round of 16,"-52 kg - femmes, éliminatoire, 1/8 de finale","Até 52kg feminino, eliminatórias, terceira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 16,"Éliminatoire, 1/8 de finale","Eliminatórias, terceira fase"
JU,W,052,4,05,Women -52 kg Elimination Round of 16,"-52 kg - fem., éliminatoire, 1/8 finale","Até 52kg fem, eliminatórias, 3a fase",Women -52 kg Elimination Round of 16,"-52 kg - femmes, éliminatoire, 1/8 de finale","Até 52kg feminino, eliminatórias, terceira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 16,"Éliminatoire, 1/8 de finale","Eliminatórias, terceira fase"
JU,W,052,4,06,Women -52 kg Elimination Round of 16,"-52 kg - fem., éliminatoire, 1/8 finale","Até 52kg fem, eliminatórias, 3a fase",Women -52 kg Elimination Round of 16,"-52 kg - femmes, éliminatoire, 1/8 de finale","Até 52kg feminino, eliminatórias, terceira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 16,"Éliminatoire, 1/8 de finale","Eliminatórias, terceira fase"
JU,W,052,4,07,Women -52 kg Elimination Round of 16,"-52 kg - fem., éliminatoire, 1/8 finale","Até 52kg fem, eliminatórias, 3a fase",Women -52 kg Elimination Round of 16,"-52 kg - femmes, éliminatoire, 1/8 de finale","Até 52kg feminino, eliminatórias, terceira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 16,"Éliminatoire, 1/8 de finale","Eliminatórias, terceira fase"
JU,W,052,4,08,Women -52 kg Elimination Round of 16,"-52 kg - fem., éliminatoire, 1/8 finale","Até 52kg fem, eliminatórias, 3a fase",Women -52 kg Elimination Round of 16,"-52 kg - femmes, éliminatoire, 1/8 de finale","Até 52kg feminino, eliminatórias, terceira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 16,"Éliminatoire, 1/8 de finale","Eliminatórias, terceira fase"
JU,W,052,5,00,Women -52 kg Elimination Round of 32,"-52 kg - fem., éliminatoire, 1/16 finale","Até 52kg fem, eliminatórias, 2a fase",Women -52 kg Elimination Round of 32,"-52 kg - femmes, éliminatoire, 1/16 de finale","Até 52kg feminino, eliminatórias, segunda fase",Phase,14,N,0,NONE,N,N,Elimination Round of 32,"Éliminatoire, 1/16 de finale","Eliminatórias, segunda fase"
JU,W,052,5,01,Women -52 kg Elimination Round of 32,"-52 kg - fem., éliminatoire, 1/16 finale","Até 52kg fem, eliminatórias, 2a fase",Women -52 kg Elimination Round of 32,"-52 kg - femmes, éliminatoire, 1/16 de finale","Até 52kg feminino, eliminatórias, segunda fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 32,"Éliminatoire, 1/16 de finale","Eliminatórias, segunda fase"
JU,W,052,5,02,Women -52 kg Elimination Round of 32,"-52 kg - fem., éliminatoire, 1/16 finale","Até 52kg fem, eliminatórias, 2a fase",Women -52 kg Elimination Round of 32,"-52 kg - femmes, éliminatoire, 1/16 de finale","Até 52kg feminino, eliminatórias, segunda fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 32,"Éliminatoire, 1/16 de finale","Eliminatórias, segunda fase"
JU,W,052,5,03,Women -52 kg Elimination Round of 32,"-52 kg - fem., éliminatoire, 1/16 finale","Até 52kg fem, eliminatórias, 2a fase",Women -52 kg Elimination Round of 32,"-52 kg - femmes, éliminatoire, 1/16 de finale","Até 52kg feminino, eliminatórias, segunda fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 32,"Éliminatoire, 1/16 de finale","Eliminatórias, segunda fase"
JU,W,052,5,04,Women -52 kg Elimination Round of 32,"-52 kg - fem., éliminatoire, 1/16 finale","Até 52kg fem, eliminatórias, 2a fase",Women -52 kg Elimination Round of 32,"-52 kg - femmes, éliminatoire, 1/16 de finale","Até 52kg feminino, eliminatórias, segunda fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 32,"Éliminatoire, 1/16 de finale","Eliminatórias, segunda fase"
JU,W,052,5,05,Women -52 kg Elimination Round of 32,"-52 kg - fem., éliminatoire, 1/16 finale","Até 52kg fem, eliminatórias, 2a fase",Women -52 kg Elimination Round of 32,"-52 kg - femmes, éliminatoire, 1/16 de finale","Até 52kg feminino, eliminatórias, segunda fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 32,"Éliminatoire, 1/16 de finale","Eliminatórias, segunda fase"
JU,W,052,5,06,Women -52 kg Elimination Round of 32,"-52 kg - fem., éliminatoire, 1/16 finale","Até 52kg fem, eliminatórias, 2a fase",Women -52 kg Elimination Round of 32,"-52 kg - femmes, éliminatoire, 1/16 de finale","Até 52kg feminino, eliminatórias, segunda fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 32,"Éliminatoire, 1/16 de finale","Eliminatórias, segunda fase"
JU,W,052,5,07,Women -52 kg Elimination Round of 32,"-52 kg - fem., éliminatoire, 1/16 finale","Até 52kg fem, eliminatórias, 2a fase",Women -52 kg Elimination Round of 32,"-52 kg - femmes, éliminatoire, 1/16 de finale","Até 52kg feminino, eliminatórias, segunda fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 32,"Éliminatoire, 1/16 de finale","Eliminatórias, segunda fase"
JU,W,052,5,08,Women -52 kg Elimination Round of 32,"-52 kg - fem., éliminatoire, 1/16 finale","Até 52kg fem, eliminatórias, 2a fase",Women -52 kg Elimination Round of 32,"-52 kg - femmes, éliminatoire, 1/16 de finale","Até 52kg feminino, eliminatórias, segunda fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 32,"Éliminatoire, 1/16 de finale","Eliminatórias, segunda fase"
JU,W,052,5,09,Women -52 kg Elimination Round of 32,"-52 kg - fem., éliminatoire, 1/16 finale","Até 52kg fem, eliminatórias, 2a fase",Women -52 kg Elimination Round of 32,"-52 kg - femmes, éliminatoire, 1/16 de finale","Até 52kg feminino, eliminatórias, segunda fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 32,"Éliminatoire, 1/16 de finale","Eliminatórias, segunda fase"
JU,W,052,5,10,Women -52 kg Elimination Round of 32,"-52 kg - fem., éliminatoire, 1/16 finale","Até 52kg fem, eliminatórias, 2a fase",Women -52 kg Elimination Round of 32,"-52 kg - femmes, éliminatoire, 1/16 de finale","Até 52kg feminino, eliminatórias, segunda fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 32,"Éliminatoire, 1/16 de finale","Eliminatórias, segunda fase"
JU,W,052,5,11,Women -52 kg Elimination Round of 32,"-52 kg - fem., éliminatoire, 1/16 finale","Até 52kg fem, eliminatórias, 2a fase",Women -52 kg Elimination Round of 32,"-52 kg - femmes, éliminatoire, 1/16 de finale","Até 52kg feminino, eliminatórias, segunda fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 32,"Éliminatoire, 1/16 de finale","Eliminatórias, segunda fase"
JU,W,052,5,12,Women -52 kg Elimination Round of 32,"-52 kg - fem., éliminatoire, 1/16 finale","Até 52kg fem, eliminatórias, 2a fase",Women -52 kg Elimination Round of 32,"-52 kg - femmes, éliminatoire, 1/16 de finale","Até 52kg feminino, eliminatórias, segunda fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 32,"Éliminatoire, 1/16 de finale","Eliminatórias, segunda fase"
JU,W,052,5,13,Women -52 kg Elimination Round of 32,"-52 kg - fem., éliminatoire, 1/16 finale","Até 52kg fem, eliminatórias, 2a fase",Women -52 kg Elimination Round of 32,"-52 kg - femmes, éliminatoire, 1/16 de finale","Até 52kg feminino, eliminatórias, segunda fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 32,"Éliminatoire, 1/16 de finale","Eliminatórias, segunda fase"
JU,W,052,5,14,Women -52 kg Elimination Round of 32,"-52 kg - fem., éliminatoire, 1/16 finale","Até 52kg fem, eliminatórias, 2a fase",Women -52 kg Elimination Round of 32,"-52 kg - femmes, éliminatoire, 1/16 de finale","Até 52kg feminino, eliminatórias, segunda fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 32,"Éliminatoire, 1/16 de finale","Eliminatórias, segunda fase"
JU,W,052,5,15,Women -52 kg Elimination Round of 32,"-52 kg - fem., éliminatoire, 1/16 finale","Até 52kg fem, eliminatórias, 2a fase",Women -52 kg Elimination Round of 32,"-52 kg - femmes, éliminatoire, 1/16 de finale","Até 52kg feminino, eliminatórias, segunda fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 32,"Éliminatoire, 1/16 de finale","Eliminatórias, segunda fase"
JU,W,052,5,16,Women -52 kg Elimination Round of 32,"-52 kg - fem., éliminatoire, 1/16 finale","Até 52kg fem, eliminatórias, 2a fase",Women -52 kg Elimination Round of 32,"-52 kg - femmes, éliminatoire, 1/16 de finale","Até 52kg feminino, eliminatórias, segunda fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 32,"Éliminatoire, 1/16 de finale","Eliminatórias, segunda fase"
JU,W,052,6,00,Women -52 kg Elimination Round of 64,"-52 kg - fem., éliminatoire, 1/32 finale","Até 52kg fem, eliminatórias, 1a fase",Women -52 kg Elimination Round of 64,"-52 kg - femmes, éliminatoire, 1/32 de finale","Até 52kg feminino, eliminatórias, primeira fase",Phase,14,N,0,NONE,N,N,Elimination Round of 64,"Éliminatoire, 1/32 de finale","Eliminatórias, primeira fase"
JU,W,052,6,01,Women -52 kg Elimination Round of 64,"-52 kg - fem., éliminatoire, 1/32 finale","Até 52kg fem, eliminatórias, 1a fase",Women -52 kg Elimination Round of 64,"-52 kg - femmes, éliminatoire, 1/32 de finale","Até 52kg feminino, eliminatórias, primeira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 64,"Éliminatoire, 1/32 de finale","Eliminatórias, primeira fase"
JU,W,052,6,02,Women -52 kg Elimination Round of 64,"-52 kg - fem., éliminatoire, 1/32 finale","Até 52kg fem, eliminatórias, 1a fase",Women -52 kg Elimination Round of 64,"-52 kg - femmes, éliminatoire, 1/32 de finale","Até 52kg feminino, eliminatórias, primeira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 64,"Éliminatoire, 1/32 de finale","Eliminatórias, primeira fase"
JU,W,052,6,03,Women -52 kg Elimination Round of 64,"-52 kg - fem., éliminatoire, 1/32 finale","Até 52kg fem, eliminatórias, 1a fase",Women -52 kg Elimination Round of 64,"-52 kg - femmes, éliminatoire, 1/32 de finale","Até 52kg feminino, eliminatórias, primeira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 64,"Éliminatoire, 1/32 de finale","Eliminatórias, primeira fase"
JU,W,052,6,04,Women -52 kg Elimination Round of 64,"-52 kg - fem., éliminatoire, 1/32 finale","Até 52kg fem, eliminatórias, 1a fase",Women -52 kg Elimination Round of 64,"-52 kg - femmes, éliminatoire, 1/32 de finale","Até 52kg feminino, eliminatórias, primeira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 64,"Éliminatoire, 1/32 de finale","Eliminatórias, primeira fase"
JU,W,052,6,05,Women -52 kg Elimination Round of 64,"-52 kg - fem., éliminatoire, 1/32 finale","Até 52kg fem, eliminatórias, 1a fase",Women -52 kg Elimination Round of 64,"-52 kg - femmes, éliminatoire, 1/32 de finale","Até 52kg feminino, eliminatórias, primeira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 64,"Éliminatoire, 1/32 de finale","Eliminatórias, primeira fase"
JU,W,052,6,06,Women -52 kg Elimination Round of 64,"-52 kg - fem., éliminatoire, 1/32 finale","Até 52kg fem, eliminatórias, 1a fase",Women -52 kg Elimination Round of 64,"-52 kg - femmes, éliminatoire, 1/32 de finale","Até 52kg feminino, eliminatórias, primeira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 64,"Éliminatoire, 1/32 de finale","Eliminatórias, primeira fase"
JU,W,052,6,07,Women -52 kg Elimination Round of 64,"-52 kg - fem., éliminatoire, 1/32 finale","Até 52kg fem, eliminatórias, 1a fase",Women -52 kg Elimination Round of 64,"-52 kg - femmes, éliminatoire, 1/32 de finale","Até 52kg feminino, eliminatórias, primeira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 64,"Éliminatoire, 1/32 de finale","Eliminatórias, primeira fase"
JU,W,052,6,08,Women -52 kg Elimination Round of 64,"-52 kg - fem., éliminatoire, 1/32 finale","Até 52kg fem, eliminatórias, 1a fase",Women -52 kg Elimination Round of 64,"-52 kg - femmes, éliminatoire, 1/32 de finale","Até 52kg feminino, eliminatórias, primeira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 64,"Éliminatoire, 1/32 de finale","Eliminatórias, primeira fase"
JU,W,052,6,09,Women -52 kg Elimination Round of 64,"-52 kg - fem., éliminatoire, 1/32 finale","Até 52kg fem, eliminatórias, 1a fase",Women -52 kg Elimination Round of 64,"-52 kg - femmes, éliminatoire, 1/32 de finale","Até 52kg feminino, eliminatórias, primeira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 64,"Éliminatoire, 1/32 de finale","Eliminatórias, primeira fase"
JU,W,052,6,10,Women -52 kg Elimination Round of 64,"-52 kg - fem., éliminatoire, 1/32 finale","Até 52kg fem, eliminatórias, 1a fase",Women -52 kg Elimination Round of 64,"-52 kg - femmes, éliminatoire, 1/32 de finale","Até 52kg feminino, eliminatórias, primeira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 64,"Éliminatoire, 1/32 de finale","Eliminatórias, primeira fase"
JU,W,052,6,11,Women -52 kg Elimination Round of 64,"-52 kg - fem., éliminatoire, 1/32 finale","Até 52kg fem, eliminatórias, 1a fase",Women -52 kg Elimination Round of 64,"-52 kg - femmes, éliminatoire, 1/32 de finale","Até 52kg feminino, eliminatórias, primeira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 64,"Éliminatoire, 1/32 de finale","Eliminatórias, primeira fase"
JU,W,052,6,12,Women -52 kg Elimination Round of 64,"-52 kg - fem., éliminatoire, 1/32 finale","Até 52kg fem, eliminatórias, 1a fase",Women -52 kg Elimination Round of 64,"-52 kg - femmes, éliminatoire, 1/32 de finale","Até 52kg feminino, eliminatórias, primeira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 64,"Éliminatoire, 1/32 de finale","Eliminatórias, primeira fase"
JU,W,052,6,13,Women -52 kg Elimination Round of 64,"-52 kg - fem., éliminatoire, 1/32 finale","Até 52kg fem, eliminatórias, 1a fase",Women -52 kg Elimination Round of 64,"-52 kg - femmes, éliminatoire, 1/32 de finale","Até 52kg feminino, eliminatórias, primeira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 64,"Éliminatoire, 1/32 de finale","Eliminatórias, primeira fase"
JU,W,052,6,14,Women -52 kg Elimination Round of 64,"-52 kg - fem., éliminatoire, 1/32 finale","Até 52kg fem, eliminatórias, 1a fase",Women -52 kg Elimination Round of 64,"-52 kg - femmes, éliminatoire, 1/32 de finale","Até 52kg feminino, eliminatórias, primeira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 64,"Éliminatoire, 1/32 de finale","Eliminatórias, primeira fase"
JU,W,052,6,15,Women -52 kg Elimination Round of 64,"-52 kg - fem., éliminatoire, 1/32 finale","Até 52kg fem, eliminatórias, 1a fase",Women -52 kg Elimination Round of 64,"-52 kg - femmes, éliminatoire, 1/32 de finale","Até 52kg feminino, eliminatórias, primeira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 64,"Éliminatoire, 1/32 de finale","Eliminatórias, primeira fase"
JU,W,052,6,16,Women -52 kg Elimination Round of 64,"-52 kg - fem., éliminatoire, 1/32 finale","Até 52kg fem, eliminatórias, 1a fase",Women -52 kg Elimination Round of 64,"-52 kg - femmes, éliminatoire, 1/32 de finale","Até 52kg feminino, eliminatórias, primeira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 64,"Éliminatoire, 1/32 de finale","Eliminatórias, primeira fase"
JU,W,052,6,17,Women -52 kg Elimination Round of 64,"-52 kg - fem., éliminatoire, 1/32 finale","Até 52kg fem, eliminatórias, 1a fase",Women -52 kg Elimination Round of 64,"-52 kg - femmes, éliminatoire, 1/32 de finale","Até 52kg feminino, eliminatórias, primeira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 64,"Éliminatoire, 1/32 de finale","Eliminatórias, primeira fase"
JU,W,052,6,18,Women -52 kg Elimination Round of 64,"-52 kg - fem., éliminatoire, 1/32 finale","Até 52kg fem, eliminatórias, 1a fase",Women -52 kg Elimination Round of 64,"-52 kg - femmes, éliminatoire, 1/32 de finale","Até 52kg feminino, eliminatórias, primeira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 64,"Éliminatoire, 1/32 de finale","Eliminatórias, primeira fase"
JU,W,052,6,19,Women -52 kg Elimination Round of 64,"-52 kg - fem., éliminatoire, 1/32 finale","Até 52kg fem, eliminatórias, 1a fase",Women -52 kg Elimination Round of 64,"-52 kg - femmes, éliminatoire, 1/32 de finale","Até 52kg feminino, eliminatórias, primeira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 64,"Éliminatoire, 1/32 de finale","Eliminatórias, primeira fase"
JU,W,052,6,20,Women -52 kg Elimination Round of 64,"-52 kg - fem., éliminatoire, 1/32 finale","Até 52kg fem, eliminatórias, 1a fase",Women -52 kg Elimination Round of 64,"-52 kg - femmes, éliminatoire, 1/32 de finale","Até 52kg feminino, eliminatórias, primeira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 64,"Éliminatoire, 1/32 de finale","Eliminatórias, primeira fase"
JU,W,052,6,21,Women -52 kg Elimination Round of 64,"-52 kg - fem., éliminatoire, 1/32 finale","Até 52kg fem, eliminatórias, 1a fase",Women -52 kg Elimination Round of 64,"-52 kg - femmes, éliminatoire, 1/32 de finale","Até 52kg feminino, eliminatórias, primeira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 64,"Éliminatoire, 1/32 de finale","Eliminatórias, primeira fase"
JU,W,052,6,22,Women -52 kg Elimination Round of 64,"-52 kg - fem., éliminatoire, 1/32 finale","Até 52kg fem, eliminatórias, 1a fase",Women -52 kg Elimination Round of 64,"-52 kg - femmes, éliminatoire, 1/32 de finale","Até 52kg feminino, eliminatórias, primeira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 64,"Éliminatoire, 1/32 de finale","Eliminatórias, primeira fase"
JU,W,052,6,23,Women -52 kg Elimination Round of 64,"-52 kg - fem., éliminatoire, 1/32 finale","Até 52kg fem, eliminatórias, 1a fase",Women -52 kg Elimination Round of 64,"-52 kg - femmes, éliminatoire, 1/32 de finale","Até 52kg feminino, eliminatórias, primeira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 64,"Éliminatoire, 1/32 de finale","Eliminatórias, primeira fase"
JU,W,052,6,24,Women -52 kg Elimination Round of 64,"-52 kg - fem., éliminatoire, 1/32 finale","Até 52kg fem, eliminatórias, 1a fase",Women -52 kg Elimination Round of 64,"-52 kg - femmes, éliminatoire, 1/32 de finale","Até 52kg feminino, eliminatórias, primeira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 64,"Éliminatoire, 1/32 de finale","Eliminatórias, primeira fase"
JU,W,052,6,25,Women -52 kg Elimination Round of 64,"-52 kg - fem., éliminatoire, 1/32 finale","Até 52kg fem, eliminatórias, 1a fase",Women -52 kg Elimination Round of 64,"-52 kg - femmes, éliminatoire, 1/32 de finale","Até 52kg feminino, eliminatórias, primeira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 64,"Éliminatoire, 1/32 de finale","Eliminatórias, primeira fase"
JU,W,052,6,26,Women -52 kg Elimination Round of 64,"-52 kg - fem., éliminatoire, 1/32 finale","Até 52kg fem, eliminatórias, 1a fase",Women -52 kg Elimination Round of 64,"-52 kg - femmes, éliminatoire, 1/32 de finale","Até 52kg feminino, eliminatórias, primeira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 64,"Éliminatoire, 1/32 de finale","Eliminatórias, primeira fase"
JU,W,052,6,27,Women -52 kg Elimination Round of 64,"-52 kg - fem., éliminatoire, 1/32 finale","Até 52kg fem, eliminatórias, 1a fase",Women -52 kg Elimination Round of 64,"-52 kg - femmes, éliminatoire, 1/32 de finale","Até 52kg feminino, eliminatórias, primeira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 64,"Éliminatoire, 1/32 de finale","Eliminatórias, primeira fase"
JU,W,052,6,28,Women -52 kg Elimination Round of 64,"-52 kg - fem., éliminatoire, 1/32 finale","Até 52kg fem, eliminatórias, 1a fase",Women -52 kg Elimination Round of 64,"-52 kg - femmes, éliminatoire, 1/32 de finale","Até 52kg feminino, eliminatórias, primeira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 64,"Éliminatoire, 1/32 de finale","Eliminatórias, primeira fase"
JU,W,052,6,29,Women -52 kg Elimination Round of 64,"-52 kg - fem., éliminatoire, 1/32 finale","Até 52kg fem, eliminatórias, 1a fase",Women -52 kg Elimination Round of 64,"-52 kg - femmes, éliminatoire, 1/32 de finale","Até 52kg feminino, eliminatórias, primeira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 64,"Éliminatoire, 1/32 de finale","Eliminatórias, primeira fase"
JU,W,052,6,30,Women -52 kg Elimination Round of 64,"-52 kg - fem., éliminatoire, 1/32 finale","Até 52kg fem, eliminatórias, 1a fase",Women -52 kg Elimination Round of 64,"-52 kg - femmes, éliminatoire, 1/32 de finale","Até 52kg feminino, eliminatórias, primeira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 64,"Éliminatoire, 1/32 de finale","Eliminatórias, primeira fase"
JU,W,052,6,31,Women -52 kg Elimination Round of 64,"-52 kg - fem., éliminatoire, 1/32 finale","Até 52kg fem, eliminatórias, 1a fase",Women -52 kg Elimination Round of 64,"-52 kg - femmes, éliminatoire, 1/32 de finale","Até 52kg feminino, eliminatórias, primeira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 64,"Éliminatoire, 1/32 de finale","Eliminatórias, primeira fase"
JU,W,052,6,32,Women -52 kg Elimination Round of 64,"-52 kg - fem., éliminatoire, 1/32 finale","Até 52kg fem, eliminatórias, 1a fase",Women -52 kg Elimination Round of 64,"-52 kg - femmes, éliminatoire, 1/32 de finale","Até 52kg feminino, eliminatórias, primeira fase",EventUnit,15,Y,0,HATH,N,Y,Elimination Round of 64,"Éliminatoire, 1/32 de finale","Eliminatórias, primeira fase"
JU,W,052,M,00,Women -52 kg Victory Ceremony,"-52 kg - femmes, remise des médailles","Até 52kg fem, cer. premiação",Women -52 kg Victory Ceremony,"-52 kg - femmes, cérémonie de remise des médailles","Até 52kg feminino, cerimônia de entrega das medalhas",Medals,17,Y,0,NONE,N,Y,Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas
JU,W,057,0,00,Women -57 kg,-57 kg - femmes,Até 57kg feminino,Women -57 kg,-57 kg - femmes,Até 57kg feminino,Event,13,N,0,NONE,N,N,"","",""
JU,W,057,1,00,Women -57 kg Final - Gold Medal,"-57 kg - femmes, combat or","Até 57kg feminino, disputa pelo ouro",Women -57 kg Final - Gold Medal,"-57 kg - femmes, combat pour la médaille d'or","Até 57kg feminino, disputa pela medalha de ouro",Phase,14,N,0,HATH,N,N,Final - Gold Medal,Combat pour la médaille d'or,Disputa pela medalha de ouro
JU,W,057,1,01,Women -57 kg Final - Gold Medal Contest,"-57 kg - femmes, combat or","Até 57kg feminino, disputa pelo ouro",Women -57 kg Final - Gold Medal Contest,"-57 kg - femmes, combat pour la médaille d'or","Até 57kg feminino, disputa pela medalha de ouro",EventUnit,15,Y,1,HATH,N,Y,Final - Gold Medal Contest,Combat pour la médaille d'or,Disputa pela medalha de ouro
JU,W,057,2,00,Women -57 kg Semifinals / Contests fo...,"-57 kg - f, 1/2 finales / combats bronze","Até 57kg feminino, semifinais / bronze",Women -57 kg Semifinals / Contests for Bronze Medal,"-57 kg - femmes, demi-finales / combats pour la médaille de bronze","Até 57kg feminino, semifinais / disputa pela medalha de bronze",Phase,14,N,0,NONE,N,N,Semifinals / Contests for Bronze Medal,Demi-finales / combats pour la médaille de bronze,Semifinais / disputa pela medalha de bronze
JU,W,057,2,01,Women -57 kg Semifinal of Table A,"-57 kg - femmes, demi-finale tableau A","Até 57kg feminino, semifinal chave A",Women -57 kg Semifinal of Table A,"-57 kg - femmes, demi-finale du tableau A","Até 57kg feminino, semifinal da chave A",EventUnit,15,Y,0,HATH,N,Y,Semifinal of Table A,Demi-finale du tableau A,Semifinal da chave A
JU,W,057,2,02,Women -57 kg Semifinal of Table B,"-57 kg - femmes, demi-finale tableau B","Até 57kg feminino, semifinal chave B",Women -57 kg Semifinal of Table B,"-57 kg - femmes, demi-finale du tableau B","Até 57kg feminino, semifinal da chave B",EventUnit,15,Y,0,HATH,N,Y,Semifinal of Table B,Demi-finale du tableau B,Semifinal da chave B
