Discipline,Gender,Event,phase,Eventunit,ENG Description,FRA Description,POR Description,ENG longdescription,FRA longdescription,POR longdescription,Level,Order,schedule,medalflag,Eventunittype,cisSchedule,infoSchedule,ENG unit Description,FRA unit Description,POR unit Description
VO,M,400,A,02,Men's Preliminary - Pool A,"Hommes, éliminatoires - poule A","Masculino, fase de grupos - grupo A",Men's Preliminary - Pool A,"Hommes, éliminatoires - poule A","Masculino, fase de grupos - grupo A",EventUnit,15,Y,0,HTEAM,Y,Y,Preliminary - Pool A,Éliminatoires - poule A,Fase de grupos - grupo A
VO,M,400,A,03,Men's Preliminary - Pool A,"Hommes, éliminatoires - poule A","Masculino, fase de grupos - grupo A",Men's Preliminary - Pool A,"Hommes, éliminatoires - poule A","Masculino, fase de grupos - grupo A",EventUnit,15,Y,0,HTEAM,Y,Y,Preliminary - Pool A,Éliminatoires - poule A,Fase de grupos - grupo A
VO,M,400,A,04,Men's Preliminary - Pool A,"Hommes, éliminatoires - poule A","Masculino, fase de grupos - grupo A",Men's Preliminary - Pool A,"Hommes, éliminatoires - poule A","Masculino, fase de grupos - grupo A",EventUnit,15,Y,0,HTEAM,Y,Y,Preliminary - Pool A,Éliminatoires - poule A,Fase de grupos - grupo A
VO,M,400,A,05,Men's Preliminary - Pool A,"Hommes, éliminatoires - poule A","Masculino, fase de grupos - grupo A",Men's Preliminary - Pool A,"Hommes, éliminatoires - poule A","Masculino, fase de grupos - grupo A",EventUnit,15,Y,0,HTEAM,Y,Y,Preliminary - Pool A,Éliminatoires - poule A,Fase de grupos - grupo A
VO,M,400,A,06,Men's Preliminary - Pool A,"Hommes, éliminatoires - poule A","Masculino, fase de grupos - grupo A",Men's Preliminary - Pool A,"Hommes, éliminatoires - poule A","Masculino, fase de grupos - grupo A",EventUnit,15,Y,0,HTEAM,Y,Y,Preliminary - Pool A,Éliminatoires - poule A,Fase de grupos - grupo A
VO,M,400,A,07,Men's Preliminary - Pool A,"Hommes, éliminatoires - poule A","Masculino, fase de grupos - grupo A",Men's Preliminary - Pool A,"Hommes, éliminatoires - poule A","Masculino, fase de grupos - grupo A",EventUnit,15,Y,0,HTEAM,Y,Y,Preliminary - Pool A,Éliminatoires - poule A,Fase de grupos - grupo A
VO,M,400,A,08,Men's Preliminary - Pool A,"Hommes, éliminatoires - poule A","Masculino, fase de grupos - grupo A",Men's Preliminary - Pool A,"Hommes, éliminatoires - poule A","Masculino, fase de grupos - grupo A",EventUnit,15,Y,0,HTEAM,Y,Y,Preliminary - Pool A,Éliminatoires - poule A,Fase de grupos - grupo A
VO,M,400,A,09,Men's Preliminary - Pool A,"Hommes, éliminatoires - poule A","Masculino, fase de grupos - grupo A",Men's Preliminary - Pool A,"Hommes, éliminatoires - poule A","Masculino, fase de grupos - grupo A",EventUnit,15,Y,0,HTEAM,Y,Y,Preliminary - Pool A,Éliminatoires - poule A,Fase de grupos - grupo A
VO,M,400,A,10,Men's Preliminary - Pool A,"Hommes, éliminatoires - poule A","Masculino, fase de grupos - grupo A",Men's Preliminary - Pool A,"Hommes, éliminatoires - poule A","Masculino, fase de grupos - grupo A",EventUnit,15,Y,0,HTEAM,Y,Y,Preliminary - Pool A,Éliminatoires - poule A,Fase de grupos - grupo A
VO,M,400,A,11,Men's Preliminary - Pool A,"Hommes, éliminatoires - poule A","Masculino, fase de grupos - grupo A",Men's Preliminary - Pool A,"Hommes, éliminatoires - poule A","Masculino, fase de grupos - grupo A",EventUnit,15,Y,0,HTEAM,Y,Y,Preliminary - Pool A,Éliminatoires - poule A,Fase de grupos - grupo A
VO,M,400,A,12,Men's Preliminary - Pool A,"Hommes, éliminatoires - poule A","Masculino, fase de grupos - grupo A",Men's Preliminary - Pool A,"Hommes, éliminatoires - poule A","Masculino, fase de grupos - grupo A",EventUnit,15,Y,0,HTEAM,Y,Y,Preliminary - Pool A,Éliminatoires - poule A,Fase de grupos - grupo A
VO,M,400,A,13,Men's Preliminary - Pool A,"Hommes, éliminatoires - poule A","Masculino, fase de grupos - grupo A",Men's Preliminary - Pool A,"Hommes, éliminatoires - poule A","Masculino, fase de grupos - grupo A",EventUnit,15,Y,0,HTEAM,Y,Y,Preliminary - Pool A,Éliminatoires - poule A,Fase de grupos - grupo A
VO,M,400,A,14,Men's Preliminary - Pool A,"Hommes, éliminatoires - poule A","Masculino, fase de grupos - grupo A",Men's Preliminary - Pool A,"Hommes, éliminatoires - poule A","Masculino, fase de grupos - grupo A",EventUnit,15,Y,0,HTEAM,Y,Y,Preliminary - Pool A,Éliminatoires - poule A,Fase de grupos - grupo A
VO,M,400,A,15,Men's Preliminary - Pool A,"Hommes, éliminatoires - poule A","Masculino, fase de grupos - grupo A",Men's Preliminary - Pool A,"Hommes, éliminatoires - poule A","Masculino, fase de grupos - grupo A",EventUnit,15,Y,0,HTEAM,Y,Y,Preliminary - Pool A,Éliminatoires - poule A,Fase de grupos - grupo A
VO,M,400,B,00,Men's Preliminary - Pool B,"Hommes, éliminatoires - poule B","Masculino, fase de grupos - grupo B",Men's Preliminary - Pool B,"Hommes, éliminatoires - poule B","Masculino, fase de grupos - grupo B",Phase,14,N,0,NONE,N,N,Preliminary - Pool B,Éliminatoires - poule B,Fase de grupos - grupo B
VO,M,400,B,01,Men's Preliminary - Pool B,"Hommes, éliminatoires - poule B","Masculino, fase de grupos - grupo B",Men's Preliminary - Pool B,"Hommes, éliminatoires - poule B","Masculino, fase de grupos - grupo B",EventUnit,15,Y,0,HTEAM,Y,Y,Preliminary - Pool B,Éliminatoires - poule B,Fase de grupos - grupo B
VO,M,400,B,02,Men's Preliminary - Pool B,"Hommes, éliminatoires - poule B","Masculino, fase de grupos - grupo B",Men's Preliminary - Pool B,"Hommes, éliminatoires - poule B","Masculino, fase de grupos - grupo B",EventUnit,15,Y,0,HTEAM,Y,Y,Preliminary - Pool B,Éliminatoires - poule B,Fase de grupos - grupo B
VO,M,400,B,03,Men's Preliminary - Pool B,"Hommes, éliminatoires - poule B","Masculino, fase de grupos - grupo B",Men's Preliminary - Pool B,"Hommes, éliminatoires - poule B","Masculino, fase de grupos - grupo B",EventUnit,15,Y,0,HTEAM,Y,Y,Preliminary - Pool B,Éliminatoires - poule B,Fase de grupos - grupo B
VO,M,400,B,04,Men's Preliminary - Pool B,"Hommes, éliminatoires - poule B","Masculino, fase de grupos - grupo B",Men's Preliminary - Pool B,"Hommes, éliminatoires - poule B","Masculino, fase de grupos - grupo B",EventUnit,15,Y,0,HTEAM,Y,Y,Preliminary - Pool B,Éliminatoires - poule B,Fase de grupos - grupo B
VO,M,400,B,05,Men's Preliminary - Pool B,"Hommes, éliminatoires - poule B","Masculino, fase de grupos - grupo B",Men's Preliminary - Pool B,"Hommes, éliminatoires - poule B","Masculino, fase de grupos - grupo B",EventUnit,15,Y,0,HTEAM,Y,Y,Preliminary - Pool B,Éliminatoires - poule B,Fase de grupos - grupo B
VO,M,400,B,06,Men's Preliminary - Pool B,"Hommes, éliminatoires - poule B","Masculino, fase de grupos - grupo B",Men's Preliminary - Pool B,"Hommes, éliminatoires - poule B","Masculino, fase de grupos - grupo B",EventUnit,15,Y,0,HTEAM,Y,Y,Preliminary - Pool B,Éliminatoires - poule B,Fase de grupos - grupo B
VO,M,400,B,07,Men's Preliminary - Pool B,"Hommes, éliminatoires - poule B","Masculino, fase de grupos - grupo B",Men's Preliminary - Pool B,"Hommes, éliminatoires - poule B","Masculino, fase de grupos - grupo B",EventUnit,15,Y,0,HTEAM,Y,Y,Preliminary - Pool B,Éliminatoires - poule B,Fase de grupos - grupo B
VO,M,400,B,08,Men's Preliminary - Pool B,"Hommes, éliminatoires - poule B","Masculino, fase de grupos - grupo B",Men's Preliminary - Pool B,"Hommes, éliminatoires - poule B","Masculino, fase de grupos - grupo B",EventUnit,15,Y,0,HTEAM,Y,Y,Preliminary - Pool B,Éliminatoires - poule B,Fase de grupos - grupo B
VO,M,400,B,09,Men's Preliminary - Pool B,"Hommes, éliminatoires - poule B","Masculino, fase de grupos - grupo B",Men's Preliminary - Pool B,"Hommes, éliminatoires - poule B","Masculino, fase de grupos - grupo B",EventUnit,15,Y,0,HTEAM,Y,Y,Preliminary - Pool B,Éliminatoires - poule B,Fase de grupos - grupo B
VO,M,400,B,10,Men's Preliminary - Pool B,"Hommes, éliminatoires - poule B","Masculino, fase de grupos - grupo B",Men's Preliminary - Pool B,"Hommes, éliminatoires - poule B","Masculino, fase de grupos - grupo B",EventUnit,15,Y,0,HTEAM,Y,Y,Preliminary - Pool B,Éliminatoires - poule B,Fase de grupos - grupo B
VO,M,400,B,11,Men's Preliminary - Pool B,"Hommes, éliminatoires - poule B","Masculino, fase de grupos - grupo B",Men's Preliminary - Pool B,"Hommes, éliminatoires - poule B","Masculino, fase de grupos - grupo B",EventUnit,15,Y,0,HTEAM,Y,Y,Preliminary - Pool B,Éliminatoires - poule B,Fase de grupos - grupo B
VO,M,400,B,12,Men's Preliminary - Pool B,"Hommes, éliminatoires - poule B","Masculino, fase de grupos - grupo B",Men's Preliminary - Pool B,"Hommes, éliminatoires - poule B","Masculino, fase de grupos - grupo B",EventUnit,15,Y,0,HTEAM,Y,Y,Preliminary - Pool B,Éliminatoires - poule B,Fase de grupos - grupo B
VO,M,400,B,13,Men's Preliminary - Pool B,"Hommes, éliminatoires - poule B","Masculino, fase de grupos - grupo B",Men's Preliminary - Pool B,"Hommes, éliminatoires - poule B","Masculino, fase de grupos - grupo B",EventUnit,15,Y,0,HTEAM,Y,Y,Preliminary - Pool B,Éliminatoires - poule B,Fase de grupos - grupo B
VO,M,400,B,14,Men's Preliminary - Pool B,"Hommes, éliminatoires - poule B","Masculino, fase de grupos - grupo B",Men's Preliminary - Pool B,"Hommes, éliminatoires - poule B","Masculino, fase de grupos - grupo B",EventUnit,15,Y,0,HTEAM,Y,Y,Preliminary - Pool B,Éliminatoires - poule B,Fase de grupos - grupo B
VO,M,400,B,15,Men's Preliminary - Pool B,"Hommes, éliminatoires - poule B","Masculino, fase de grupos - grupo B",Men's Preliminary - Pool B,"Hommes, éliminatoires - poule B","Masculino, fase de grupos - grupo B",EventUnit,15,Y,0,HTEAM,Y,Y,Preliminary - Pool B,Éliminatoires - poule B,Fase de grupos - grupo B
VO,M,400,M,00,Men's Victory Ceremony,"Hommes, remise des médailles","Masculino, cer. premiação",Men's Victory Ceremony,"Hommes, cérémonie de remise des médailles","Masculino, cerimônia de entrega das medalhas",Medals,17,Y,0,NONE,N,Y,Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas
VO,M,400,N,01,Draw for Men's Volleyball,"Volleyball - hommes, tirage au sort","Voleibol masculino, sorteio",Draw for Men's Volleyball,"Volleyball - hommes, tirage au sort","Voleibol masculino, sorteio",Draw,18,Y,0,NONE,N,Y,Draw for Volleyball,Tirage au sort,Sorteio
VO,W,000,0,00,Women,Femmes,Feminino,Women,Femmes,Feminino,Gender,10,N,0,NONE,N,N,"","",""
VO,W,400,0,00,Women,Femmes,Feminino,Women,Femmes,Feminino,Event,13,N,0,NONE,N,N,"","",""
VO,W,400,0,01,Team # 1,Équipe 1,Equipe 1,Team # 1,Équipe 1,Equipe 1,Team,7,N,0,NONE,N,N,Team # 1,Équipe 1,Equipe 1
VO,W,400,0,02,Team # 2,Équipe 2,Equipe 2,Team # 2,Équipe 2,Equipe 2,Team,7,N,0,NONE,N,N,Team # 2,Équipe 2,Equipe 2
VO,W,400,0,03,Team # 3,Équipe 3,Equipe 3,Team # 3,Équipe 3,Equipe 3,Team,7,N,0,NONE,N,N,Team # 3,Équipe 3,Equipe 3
VO,W,400,0,04,Team # 4,Équipe 4,Equipe 4,Team # 4,Équipe 4,Equipe 4,Team,7,N,0,NONE,N,N,Team # 4,Équipe 4,Equipe 4
VO,W,400,0,05,Team # 5,Équipe 5,Equipe 5,Team # 5,Équipe 5,Equipe 5,Team,7,N,0,NONE,N,N,Team # 5,Équipe 5,Equipe 5
VO,W,400,0,06,Team # 6,Équipe 6,Equipe 6,Team # 6,Équipe 6,Equipe 6,Team,7,N,0,NONE,N,N,Team # 6,Équipe 6,Equipe 6
VO,W,400,0,07,Team # 7,Équipe 7,Equipe 7,Team # 7,Équipe 7,Equipe 7,Team,7,N,0,NONE,N,N,Team # 7,Équipe 7,Equipe 7
VO,W,400,0,08,Team # 8,Équipe 8,Equipe 8,Team # 8,Équipe 8,Equipe 8,Team,7,N,0,NONE,N,N,Team # 8,Équipe 8,Equipe 8
VO,W,400,0,09,Team # 9,Équipe 9,Equipe 9,Team # 9,Équipe 9,Equipe 9,Team,7,N,0,NONE,N,N,Team # 9,Équipe 9,Equipe 9
VO,W,400,0,10,Team # 10,Équipe 10,Equipe 10,Team # 10,Équipe 10,Equipe 10,Team,7,N,0,NONE,N,N,Team # 10,Équipe 10,Equipe 10
VO,W,400,0,11,Team # 11,Équipe 11,Equipe 11,Team # 11,Équipe 11,Equipe 11,Team,7,N,0,NONE,N,N,Team # 11,Équipe 11,Equipe 11
VO,W,400,0,12,Team # 12,Équipe 12,Equipe 12,Team # 12,Équipe 12,Equipe 12,Team,7,N,0,NONE,N,N,Team # 12,Équipe 12,Equipe 12
VO,W,400,1,00,Women's Final Round,"Femmes, finales","Feminino, finais",Women's Final Round,"Femmes, finales","Feminino, finais",Phase,14,N,0,NONE,N,N,Final Round,Finales,Finais
VO,W,400,1,01,Women's Gold Medal Match,"Femmes, médaille d'or","Feminino, disputa pelo ouro",Women's Gold Medal Match,"Femmes, match pour la médaille d'or","Feminino, disputa pela medalha de ouro",EventUnit,15,Y,1,HTEAM,Y,Y,Gold Medal Match,Match pour la médaille d'or,Disputa pela medalha de ouro
VO,W,400,1,02,Women's Bronze Medal Match,"Femmes, médaille de bronze","Feminino, disputa pelo bronze",Women's Bronze Medal Match,"Femmes, match pour la médaille de bronze","Feminino, disputa pela medalha de bronze",EventUnit,15,Y,2,HTEAM,Y,Y,Bronze Medal Match,Match pour la médaille de bronze,Disputa pela medalha de bronze
VO,W,400,2,00,Women's Semifinals,"Femmes, demi-finales","Feminino, semifinais",Women's Semifinals,"Femmes, demi-finales","Feminino, semifinais",Phase,14,N,0,NONE,N,N,Semifinals,Demi-finales,Semifinais
VO,W,400,2,01,Women's Semifinals,"Femmes, demi-finales","Feminino, semifinais",Women's Semifinals,"Femmes, demi-finales","Feminino, semifinais",EventUnit,15,Y,0,HTEAM,Y,Y,Semifinals,Demi-finales,Semifinais
VO,W,400,2,02,Women's Semifinals,"Femmes, demi-finales","Feminino, semifinais",Women's Semifinals,"Femmes, demi-finales","Feminino, semifinais",EventUnit,15,Y,0,HTEAM,Y,Y,Semifinals,Demi-finales,Semifinais
VO,W,400,3,00,Women's Quarterfinals,"Femmes, quarts de finale","Feminino, quartas de final",Women's Quarterfinals,"Femmes, quarts de finale","Feminino, quartas de final",Phase,14,N,0,NONE,N,N,Quarterfinals,Quarts de finale,Quartas de Final
VO,W,400,3,01,Women's Quarterfinals,"Femmes, quarts de finale","Feminino, quartas de final",Women's Quarterfinals,"Femmes, quarts de finale","Feminino, quartas de final",EventUnit,15,Y,0,HTEAM,Y,Y,Quarterfinals,Quarts de finale,Quartas de Final
VO,W,400,3,02,Women's Quarterfinals,"Femmes, quarts de finale","Feminino, quartas de final",Women's Quarterfinals,"Femmes, quarts de finale","Feminino, quartas de final",EventUnit,15,Y,0,HTEAM,Y,Y,Quarterfinals,Quarts de finale,Quartas de Final
VO,W,400,3,03,Women's Quarterfinals,"Femmes, quarts de finale","Feminino, quartas de final",Women's Quarterfinals,"Femmes, quarts de finale","Feminino, quartas de final",EventUnit,15,Y,0,HTEAM,Y,Y,Quarterfinals,Quarts de finale,Quartas de Final
VO,W,400,3,04,Women's Quarterfinals,"Femmes, quarts de finale","Feminino, quartas de final",Women's Quarterfinals,"Femmes, quarts de finale","Feminino, quartas de final",EventUnit,15,Y,0,HTEAM,Y,Y,Quarterfinals,Quarts de finale,Quartas de Final
VO,W,400,9,00,Women's Preliminary Round,"Femmes, éliminatoires","Feminino, fase de grupos",Women's Preliminary Round,"Femmes, éliminatoires","Feminino, fase de grupos",Phase,14,N,0,NONE,N,N,Preliminary Round,Éliminatoires,Fase de grupos 
VO,W,400,A,00,Women's Preliminary - Pool A,"Femmes, éliminatoires - poule A","Feminino, fase de grupos - grupo A",Women's Preliminary - Pool A,"Femmes, éliminatoires - poule A","Feminino, fase de grupos - grupo A",Phase,14,N,0,NONE,N,N,Preliminary - Pool A,Éliminatoires - poule A,Fase de grupos - grupo A
VO,W,400,A,01,Women's Preliminary - Pool A,"Femmes, éliminatoires - poule A","Feminino, fase de grupos - grupo A",Women's Preliminary - Pool A,"Femmes, éliminatoires - poule A","Feminino, fase de grupos - grupo A",EventUnit,15,Y,0,HTEAM,Y,Y,Preliminary - Pool A,Éliminatoires - poule A,Fase de grupos - grupo A
VO,W,400,A,02,Women's Preliminary - Pool A,"Femmes, éliminatoires - poule A","Feminino, fase de grupos - grupo A",Women's Preliminary - Pool A,"Femmes, éliminatoires - poule A","Feminino, fase de grupos - grupo A",EventUnit,15,Y,0,HTEAM,Y,Y,Preliminary - Pool A,Éliminatoires - poule A,Fase de grupos - grupo A
VO,W,400,A,03,Women's Preliminary - Pool A,"Femmes, éliminatoires - poule A","Feminino, fase de grupos - grupo A",Women's Preliminary - Pool A,"Femmes, éliminatoires - poule A","Feminino, fase de grupos - grupo A",EventUnit,15,Y,0,HTEAM,Y,Y,Preliminary - Pool A,Éliminatoires - poule A,Fase de grupos - grupo A
VO,W,400,A,04,Women's Preliminary - Pool A,"Femmes, éliminatoires - poule A","Feminino, fase de grupos - grupo A",Women's Preliminary - Pool A,"Femmes, éliminatoires - poule A","Feminino, fase de grupos - grupo A",EventUnit,15,Y,0,HTEAM,Y,Y,Preliminary - Pool A,Éliminatoires - poule A,Fase de grupos - grupo A
VO,W,400,A,05,Women's Preliminary - Pool A,"Femmes, éliminatoires - poule A","Feminino, fase de grupos - grupo A",Women's Preliminary - Pool A,"Femmes, éliminatoires - poule A","Feminino, fase de grupos - grupo A",EventUnit,15,Y,0,HTEAM,Y,Y,Preliminary - Pool A,Éliminatoires - poule A,Fase de grupos - grupo A
VO,W,400,A,06,Women's Preliminary - Pool A,"Femmes, éliminatoires - poule A","Feminino, fase de grupos - grupo A",Women's Preliminary - Pool A,"Femmes, éliminatoires - poule A","Feminino, fase de grupos - grupo A",EventUnit,15,Y,0,HTEAM,Y,Y,Preliminary - Pool A,Éliminatoires - poule A,Fase de grupos - grupo A
VO,W,400,A,07,Women's Preliminary - Pool A,"Femmes, éliminatoires - poule A","Feminino, fase de grupos - grupo A",Women's Preliminary - Pool A,"Femmes, éliminatoires - poule A","Feminino, fase de grupos - grupo A",EventUnit,15,Y,0,HTEAM,Y,Y,Preliminary - Pool A,Éliminatoires - poule A,Fase de grupos - grupo A
VO,W,400,A,08,Women's Preliminary - Pool A,"Femmes, éliminatoires - poule A","Feminino, fase de grupos - grupo A",Women's Preliminary - Pool A,"Femmes, éliminatoires - poule A","Feminino, fase de grupos - grupo A",EventUnit,15,Y,0,HTEAM,Y,Y,Preliminary - Pool A,Éliminatoires - poule A,Fase de grupos - grupo A
VO,W,400,A,09,Women's Preliminary - Pool A,"Femmes, éliminatoires - poule A","Feminino, fase de grupos - grupo A",Women's Preliminary - Pool A,"Femmes, éliminatoires - poule A","Feminino, fase de grupos - grupo A",EventUnit,15,Y,0,HTEAM,Y,Y,Preliminary - Pool A,Éliminatoires - poule A,Fase de grupos - grupo A
VO,W,400,A,10,Women's Preliminary - Pool A,"Femmes, éliminatoires - poule A","Feminino, fase de grupos - grupo A",Women's Preliminary - Pool A,"Femmes, éliminatoires - poule A","Feminino, fase de grupos - grupo A",EventUnit,15,Y,0,HTEAM,Y,Y,Preliminary - Pool A,Éliminatoires - poule A,Fase de grupos - grupo A
VO,W,400,A,11,Women's Preliminary - Pool A,"Femmes, éliminatoires - poule A","Feminino, fase de grupos - grupo A",Women's Preliminary - Pool A,"Femmes, éliminatoires - poule A","Feminino, fase de grupos - grupo A",EventUnit,15,Y,0,HTEAM,Y,Y,Preliminary - Pool A,Éliminatoires - poule A,Fase de grupos - grupo A
VO,W,400,A,12,Women's Preliminary - Pool A,"Femmes, éliminatoires - poule A","Feminino, fase de grupos - grupo A",Women's Preliminary - Pool A,"Femmes, éliminatoires - poule A","Feminino, fase de grupos - grupo A",EventUnit,15,Y,0,HTEAM,Y,Y,Preliminary - Pool A,Éliminatoires - poule A,Fase de grupos - grupo A
VO,W,400,A,13,Women's Preliminary - Pool A,"Femmes, éliminatoires - poule A","Feminino, fase de grupos - grupo A",Women's Preliminary - Pool A,"Femmes, éliminatoires - poule A","Feminino, fase de grupos - grupo A",EventUnit,15,Y,0,HTEAM,Y,Y,Preliminary - Pool A,Éliminatoires - poule A,Fase de grupos - grupo A
VO,W,400,A,14,Women's Preliminary - Pool A,"Femmes, éliminatoires - poule A","Feminino, fase de grupos - grupo A",Women's Preliminary - Pool A,"Femmes, éliminatoires - poule A","Feminino, fase de grupos - grupo A",EventUnit,15,Y,0,HTEAM,Y,Y,Preliminary - Pool A,Éliminatoires - poule A,Fase de grupos - grupo A
VO,W,400,A,15,Women's Preliminary - Pool A,"Femmes, éliminatoires - poule A","Feminino, fase de grupos - grupo A",Women's Preliminary - Pool A,"Femmes, éliminatoires - poule A","Feminino, fase de grupos - grupo A",EventUnit,15,Y,0,HTEAM,Y,Y,Preliminary - Pool A,Éliminatoires - poule A,Fase de grupos - grupo A
VO,W,400,B,00,Women's Preliminary - Pool B,"Femmes, éliminatoires - poule B","Feminino, fase de grupos - grupo B",Women's Preliminary - Pool B,"Femmes, éliminatoires - poule B","Feminino, fase de grupos - grupo B",Phase,14,N,0,NONE,N,N,Preliminary - Pool B,Éliminatoires - poule B,Fase de grupos - grupo B
VO,W,400,B,01,Women's Preliminary - Pool B,"Femmes, éliminatoires - poule B","Feminino, fase de grupos - grupo B",Women's Preliminary - Pool B,"Femmes, éliminatoires - poule B","Feminino, fase de grupos - grupo B",EventUnit,15,Y,0,HTEAM,Y,Y,Preliminary - Pool B,Éliminatoires - poule B,Fase de grupos - grupo B
VO,W,400,B,02,Women's Preliminary - Pool B,"Femmes, éliminatoires - poule B","Feminino, fase de grupos - grupo B",Women's Preliminary - Pool B,"Femmes, éliminatoires - poule B","Feminino, fase de grupos - grupo B",EventUnit,15,Y,0,HTEAM,Y,Y,Preliminary - Pool B,Éliminatoires - poule B,Fase de grupos - grupo B
VO,W,400,B,03,Women's Preliminary - Pool B,"Femmes, éliminatoires - poule B","Feminino, fase de grupos - grupo B",Women's Preliminary - Pool B,"Femmes, éliminatoires - poule B","Feminino, fase de grupos - grupo B",EventUnit,15,Y,0,HTEAM,Y,Y,Preliminary - Pool B,Éliminatoires - poule B,Fase de grupos - grupo B
VO,W,400,B,04,Women's Preliminary - Pool B,"Femmes, éliminatoires - poule B","Feminino, fase de grupos - grupo B",Women's Preliminary - Pool B,"Femmes, éliminatoires - poule B","Feminino, fase de grupos - grupo B",EventUnit,15,Y,0,HTEAM,Y,Y,Preliminary - Pool B,Éliminatoires - poule B,Fase de grupos - grupo B
