Discipline,Gender,Event,phase,Eventunit,schedule,medalflag,ENG Description,POR Description,ENG longdescription,POR longdescription,Level,Order,Eventunittype,cisSchedule,infoSchedule,ENG unit Description,POR unit Description
FT,M,400,1,03,Y,0,Men's 5-6 Classification Match,"Masculino, disputa pelo 5º lugar",Men's 5-6 Classification Match,"Masculino, disputa pelo 5º lugar",EventUnit,15,HTEAM,Y,Y,Classification Match,Disputa pelo 5º lugar
FT,M,400,1,04,Y,0,Men's 7-8 Classification Match,"Masculino, disputa pelo 7º lugar",Men's 7-8 Classification Match,"Masculino, disputa pelo 7º lugar",EventUnit,15,HTEAM,Y,Y,Classification Match,Disputa pelo 7º lugar
FT,M,400,2,00,N,0,Men's Semifinals,"Masculino, semifinais",Men's Semifinals,"Masculino, semifinais",Phase,14,NONE,N,N,Semifinals,Semifinais
FT,M,400,2,01,Y,0,Men's Semifinal 1,"Masculino, semifinal 1",Men's Semifinal 1,"Masculino, semifinal 1",EventUnit,15,HTEAM,Y,Y,Semifinal 1,Semifinal 1
FT,M,400,2,02,Y,0,Men's Semifinal 2,"Masculino, semifinal 2",Men's Semifinal 2,"Masculino, semifinal 2",EventUnit,15,HTEAM,Y,Y,Semifinal 2,Semifinal 2
FT,M,400,9,00,N,0,Men's Preliminaries,"Masculino, primeira fase",Men's Preliminaries,"Masculino, primeira fase",Phase,14,NONE,N,N,Preliminaries,Primeira fase
FT,M,400,A,00,N,0,Men's Preliminaries Pool A,"Masculino, primeira fase, grupo A",Men's Preliminaries Pool A,"Masculino, primeira fase, grupo A",Phase,14,NONE,N,N,Preliminaries Pool A,"Primeira fase, grupo A"
FT,M,400,A,01,Y,0,Men's Preliminaries Pool A,"Masculino, primeira fase, grupo A",Men's Preliminaries Pool A,"Masculino, primeira fase, grupo A",EventUnit,15,HTEAM,Y,Y,Preliminaries Pool A,"Primeira fase, grupo A"
FT,M,400,A,02,Y,0,Men's Preliminaries Pool A,"Masculino, primeira fase, grupo A",Men's Preliminaries Pool A,"Masculino, primeira fase, grupo A",EventUnit,15,HTEAM,Y,Y,Preliminaries Pool A,"Primeira fase, grupo A"
FT,M,400,A,03,Y,0,Men's Preliminaries Pool A,"Masculino, primeira fase, grupo A",Men's Preliminaries Pool A,"Masculino, primeira fase, grupo A",EventUnit,15,HTEAM,Y,Y,Preliminaries Pool A,"Primeira fase, grupo A"
FT,M,400,A,04,Y,0,Men's Preliminaries Pool A,"Masculino, primeira fase, grupo A",Men's Preliminaries Pool A,"Masculino, primeira fase, grupo A",EventUnit,15,HTEAM,Y,Y,Preliminaries Pool A,"Primeira fase, grupo A"
FT,M,400,A,05,Y,0,Men's Preliminaries Pool A,"Masculino, primeira fase, grupo A",Men's Preliminaries Pool A,"Masculino, primeira fase, grupo A",EventUnit,15,HTEAM,Y,Y,Preliminaries Pool A,"Primeira fase, grupo A"
FT,M,400,A,06,Y,0,Men's Preliminaries Pool A,"Masculino, primeira fase, grupo A",Men's Preliminaries Pool A,"Masculino, primeira fase, grupo A",EventUnit,15,HTEAM,Y,Y,Preliminaries Pool A,"Primeira fase, grupo A"
FT,M,400,B,00,N,0,Men's Preliminaries Pool B,"Masculino, primeira fase, grupo B",Men's Preliminaries Pool B,"Masculino, primeira fase, grupo B",Phase,14,NONE,N,N,Preliminaries Pool B,"Primeira fase, grupo B"
FT,M,400,B,01,Y,0,Men's Preliminaries Pool B,"Masculino, primeira fase, grupo B",Men's Preliminaries Pool B,"Masculino, primeira fase, grupo B",EventUnit,15,HTEAM,Y,Y,Preliminaries Pool B,"Primeira fase, grupo B"
FT,M,400,B,02,Y,0,Men's Preliminaries Pool B,"Masculino, primeira fase, grupo B",Men's Preliminaries Pool B,"Masculino, primeira fase, grupo B",EventUnit,15,HTEAM,Y,Y,Preliminaries Pool B,"Primeira fase, grupo B"
FT,M,400,B,03,Y,0,Men's Preliminaries Pool B,"Masculino, primeira fase, grupo B",Men's Preliminaries Pool B,"Masculino, primeira fase, grupo B",EventUnit,15,HTEAM,Y,Y,Preliminaries Pool B,"Primeira fase, grupo B"
FT,M,400,B,04,Y,0,Men's Preliminaries Pool B,"Masculino, primeira fase, grupo B",Men's Preliminaries Pool B,"Masculino, primeira fase, grupo B",EventUnit,15,HTEAM,Y,Y,Preliminaries Pool B,"Primeira fase, grupo B"
FT,M,400,B,05,Y,0,Men's Preliminaries Pool B,"Masculino, primeira fase, grupo B",Men's Preliminaries Pool B,"Masculino, primeira fase, grupo B",EventUnit,15,HTEAM,Y,Y,Preliminaries Pool B,"Primeira fase, grupo B"
FT,M,400,B,06,Y,0,Men's Preliminaries Pool B,"Masculino, primeira fase, grupo B",Men's Preliminaries Pool B,"Masculino, primeira fase, grupo B",EventUnit,15,HTEAM,Y,Y,Preliminaries Pool B,"Primeira fase, grupo B"
FT,M,400,M,00,Y,0,Men's VC,"Masculino, cerimônia de premiação",Men's VC,"Masculino, cerimônia de premiação",Medals,17,NONE,N,Y,Victory Ceremony,Cerimônia de premiação
GB,0,000,0,00,N,0,Goalball,Goalball,Goalball,Goalball,Discipline,2,NONE,N,N,"",""
GB,0,000,Q,00,N,0,Tehnical Meeting,Reunião técnica,Technical Meeting,Reunião técnica,Meetings,19,NONE,N,N,"",""
GB,0,000,Y,00,N,0,Goalball Daily Schedule,"Goalball, programação diária",Goalball Daily Schedule,"Goalball, programação diária",Day,4,NONE,N,N,"",""
GB,0,000,Y,01,N,0,Goalball Day 1,"Goalball, dia 1",Goalball Day 1,"Goalball, dia 1",Day,4,NONE,N,N,"",""
GB,0,000,Y,02,N,0,Goalball Day 2,"Goalball, dia 2",Goalball Day 2,"Goalball, dia 2",Day,4,NONE,N,N,"",""
GB,0,000,Y,03,N,0,Goalball Day 3,"Goalball, dia 3",Goalball Day 3,"Goalball, dia 3",Day,4,NONE,N,N,"",""
GB,0,000,Y,04,N,0,Goalball Day 4,"Goalball, dia 4",Goalball Day 4,"Goalball, dia 4",Day,4,NONE,N,N,"",""
GB,0,000,Y,05,N,0,Goalball Day 5,"Goalball, dia 5",Goalball Day 5,"Goalball, dia 5",Day,4,NONE,N,N,"",""
GB,0,000,Y,06,N,0,Goalball Day 6,"Goalball, dia 6",Goalball Day 6,"Goalball, dia 6",Day,4,NONE,N,N,"",""
GB,0,000,Y,07,N,0,Goalball Day 7,"Goalball, dia 7",Goalball Day 7,"Goalball, dia 7",Day,4,NONE,N,N,"",""
GB,0,000,Y,08,N,0,Goalball Day 8,"Goalball, dia 8",Goalball Day 8,"Goalball, dia 8",Day,4,NONE,N,N,"",""
GB,0,000,Y,09,N,0,Goalball Day 9,"Goalball, dia 9",Goalball Day 9,"Goalball, dia 9",Day,4,NONE,N,N,"",""
GB,0,000,Y,10,N,0,Goalball Day 10,"Goalball, dia 10",Goalball Day 10,"Goalball, dia 10",Day,4,NONE,N,N,"",""
GB,0,000,Y,11,N,0,Goalball Day 11,"Goalball, dia 11",Goalball Day 11,"Goalball, dia 11",Day,4,NONE,N,N,"",""
GB,0,000,Y,12,N,0,Goalball Day 12,"Goalball, dia 12",Goalball Day 12,"Goalball, dia 12",Day,4,NONE,N,N,"",""
GB,0,000,Y,13,N,0,Goalball Day 13,"Goalball, dia 13",Goalball Day 13,"Goalball, dia 13",Day,4,NONE,N,N,"",""
GB,0,000,Y,14,N,0,Goalball Day 14,"Goalball, dia 14",Goalball Day 14,"Goalball, dia 14",Day,4,NONE,N,N,"",""
GB,0,000,Y,15,N,0,Goalball Day 15,"Goalball, dia 15",Goalball Day 15,"Goalball, dia 15",Day,4,NONE,N,N,"",""
GB,0,000,Y,16,N,0,Goalball Day 16,"Goalball, dia 16",Goalball Day 16,"Goalball, dia 16",Day,4,NONE,N,N,"",""
GB,0,000,Y,17,N,0,Goalball Day 17,"Goalball, dia 17",Goalball Day 17,"Goalball, dia 17",Day,4,NONE,N,N,"",""
GB,0,000,Y,18,N,0,Goalball Day 18,"Goalball, dia 18",Goalball Day 18,"Goalball, dia 18",Day,4,NONE,N,N,"",""
GB,0,000,Y,19,N,0,Goalball Day 19,"Goalball, dia 19",Goalball Day 19,"Goalball, dia 19",Day,4,NONE,N,N,"",""
GB,0,000,Y,20,N,0,Goalball Day 20,"Goalball, dia 20",Goalball Day 20,"Goalball, dia 20",Day,4,NONE,N,N,"",""
GB,0,000,Y,21,N,0,Goalball Day 21,"Goalball, dia 21",Goalball Day 21,"Goalball, dia 21",Day,4,NONE,N,N,"",""
GB,0,000,Y,22,N,0,Goalball Day 22,"Goalball, dia 22",Goalball Day 22,"Goalball, dia 22",Day,4,NONE,N,N,"",""
GB,0,000,Y,23,N,0,Goalball Day 23,"Goalball, dia 23",Goalball Day 23,"Goalball, dia 23",Day,4,NONE,N,N,"",""
GB,0,000,Y,24,N,0,Goalball Day 24,"Goalball, dia 24",Goalball Day 24,"Goalball, dia 24",Day,4,NONE,N,N,"",""
GB,0,000,Y,25,N,0,Goalball Day 25,"Goalball, dia 25",Goalball Day 25,"Goalball, dia 25",Day,4,NONE,N,N,"",""
GB,0,000,Y,26,N,0,Goalball Day 26,"Goalball, dia 26",Goalball Day 26,"Goalball, dia 26",Day,4,NONE,N,N,"",""
GB,0,000,Y,27,N,0,Goalball Day 27,"Goalball, dia 27",Goalball Day 27,"Goalball, dia 27",Day,4,NONE,N,N,"",""
GB,0,000,Y,28,N,0,Goalball Day 28,"Goalball, dia 28",Goalball Day 28,"Goalball, dia 28",Day,4,NONE,N,N,"",""
GB,0,000,Y,29,N,0,Goalball Day 29,"Goalball, dia 29",Goalball Day 29,"Goalball, dia 29",Day,4,NONE,N,N,"",""
GB,0,000,Y,30,N,0,Goalball Day 30,"Goalball, dia 30",Goalball Day 30,"Goalball, dia 30",Day,4,NONE,N,N,"",""
GB,0,000,Y,31,N,0,Goalball Day 31,"Goalball, dia 31",Goalball Day 31,"Goalball, dia 31",Day,4,NONE,N,N,"",""
GB,0,FTA,0,00,N,0,Future Arena,Arena do Futuro,Future Arena,Arena do Futuro,Venue,3,NONE,N,N,"",""
GB,M,000,0,00,N,0,Men's Goalball,Goalball masculino,Men's Goalball,Goalball masculino,Gender,10,NONE,N,N,"",""
GB,M,400,0,00,N,0,Men's Team,Torneio masculino,Men's Team,Torneio masculino,Event,13,NONE,N,N,"",""
GB,M,400,0,01,N,0,Team # 1,Equipe 1,Team # 1,Equipe 1,Team,7,NONE,N,N,"",""
GB,M,400,0,02,N,0,Team # 2,Equipe 2,Team # 2,Equipe 2,Team,7,NONE,N,N,"",""
GB,M,400,0,03,N,0,Team # 3,Equipe 3,Team # 3,Equipe 3,Team,7,NONE,N,N,"",""
GB,M,400,0,04,N,0,Team # 4,Equipe 4,Team # 4,Equipe 4,Team,7,NONE,N,N,"",""
GB,M,400,0,05,N,0,Team # 5,Equipe 5,Team # 5,Equipe 5,Team,7,NONE,N,N,"",""
GB,M,400,0,06,N,0,Team # 6,Equipe 6,Team # 6,Equipe 6,Team,7,NONE,N,N,"",""
GB,M,400,0,07,N,0,Team # 7,Equipe 7,Team # 7,Equipe 7,Team,7,NONE,N,N,"",""
GB,M,400,0,08,N,0,Team # 8,Equipe 8,Team # 8,Equipe 8,Team,7,NONE,N,N,"",""
GB,M,400,0,09,N,0,Team # 9,Equipe 9,Team # 9,Equipe 9,Team,7,NONE,N,N,"",""
GB,M,400,0,10,N,0,Team # 10,Equipe 10,Team # 10,Equipe 10,Team,7,NONE,N,N,"",""
GB,M,400,1,00,N,0,Men's Finals,"Masculino, finais",Men's Finals,"Masculino, finais",Phase,14,NONE,N,N,Finals,Finais
GB,M,400,1,01,Y,1,Men's Gold Medal Match,"Masculino, disputa pelo ouro",Men's Gold Medal Match,"Masculino, disputa pelo ouro",EventUnit,15,HTEAM,N,Y,Gold Medal Match,Disputa pelo ouro
GB,M,400,1,02,Y,2,Men's Bronze Medal Match,"Masculino, disputa pelo bronze",Men's Bronze Medal Match,"Masculino, disputa pelo bronze",EventUnit,15,HTEAM,N,Y,Bronze Medal Match,Disputa pelo bronze
GB,M,400,2,00,N,0,Men's Semifinals,"Masculino, semifinais",Men's Semifinals,"Masculino, semifinais",Phase,14,NONE,N,N,Semifinals,Semifinais
GB,M,400,2,01,Y,0,Men's Semifinal,"Masculino, semifinal",Men's Semifinal,"Masculino, semifinal",EventUnit,15,HTEAM,N,Y,Semifinal,Semifinal
GB,M,400,2,02,Y,0,Men's Semifinal,"Masculino, semifinal",Men's Semifinal,"Masculino, semifinal",EventUnit,15,HTEAM,N,Y,Semifinal,Semifinal
GB,M,400,3,00,N,0,Men's Quarterfinals,"Masculino, quartas de final",Men's Quarterfinals,"Masculino, quartas de final",Phase,14,NONE,N,N,Quarterfinals,Quartas de final
GB,M,400,3,01,Y,0,Men's Quarterfinal,"Masculino, quartas de final",Men's Quarterfinal,"Masculino, quartas de final",EventUnit,15,HTEAM,N,Y,Quarterfinal,Quartas de final
GB,M,400,3,02,Y,0,Men's Quarterfinal,"Masculino, quartas de final",Men's Quarterfinal,"Masculino, quartas de final",EventUnit,15,HTEAM,N,Y,Quarterfinal,Quartas de final
GB,M,400,3,03,Y,0,Men's Quarterfinal,"Masculino, quartas de final",Men's Quarterfinal,"Masculino, quartas de final",EventUnit,15,HTEAM,N,Y,Quarterfinal,Quartas de final
GB,M,400,3,04,Y,0,Men's Quarterfinal,"Masculino, quartas de final",Men's Quarterfinal,"Masculino, quartas de final",EventUnit,15,HTEAM,N,Y,Quarterfinal,Quartas de final
GB,M,400,9,00,N,0,Men's Preliminary,"Masculino, primeira fase",Men's Preliminary,"Masculino, primeira fase",Phase,14,NONE,N,N,Preliminary,Primeira fase
GB,M,400,A,00,N,0,Men's Preliminary - Group A,"Masculino, primeira fase, grupo A",Men's Preliminary - Group A,"Masculino, primeira fase, grupo A",Phase,14,NONE,N,N,Preliminary - Group A,"Primeira fase, grupo A"
GB,M,400,A,01,Y,0,Men's Preliminary - Group A,"Masculino, primeira fase, grupo A",Men's Preliminary - Group A,"Masculino, primeira fase, grupo A",EventUnit,15,HTEAM,N,Y,Preliminary - Group A,"Primeira fase, grupo A"
GB,M,400,A,02,Y,0,Men's Preliminary - Group A,"Masculino, primeira fase, grupo A",Men's Preliminary - Group A,"Masculino, primeira fase, grupo A",EventUnit,15,HTEAM,N,Y,Preliminary - Group A,"Primeira fase, grupo A"
GB,M,400,A,03,Y,0,Men's Preliminary - Group A,"Masculino, primeira fase, grupo A",Men's Preliminary - Group A,"Masculino, primeira fase, grupo A",EventUnit,15,HTEAM,N,Y,Preliminary - Group A,"Primeira fase, grupo A"
GB,M,400,A,04,Y,0,Men's Preliminary - Group A,"Masculino, primeira fase, grupo A",Men's Preliminary - Group A,"Masculino, primeira fase, grupo A",EventUnit,15,HTEAM,N,Y,Preliminary - Group A,"Primeira fase, grupo A"
GB,M,400,A,05,Y,0,Men's Preliminary - Group A,"Masculino, primeira fase, grupo A",Men's Preliminary - Group A,"Masculino, primeira fase, grupo A",EventUnit,15,HTEAM,N,Y,Preliminary - Group A,"Primeira fase, grupo A"
GB,M,400,A,06,Y,0,Men's Preliminary - Group A,"Masculino, primeira fase, grupo A",Men's Preliminary - Group A,"Masculino, primeira fase, grupo A",EventUnit,15,HTEAM,N,Y,Preliminary - Group A,"Primeira fase, grupo A"
GB,M,400,A,07,Y,0,Men's Preliminary - Group A,"Masculino, primeira fase, grupo A",Men's Preliminary - Group A,"Masculino, primeira fase, grupo A",EventUnit,15,HTEAM,N,Y,Preliminary - Group A,"Primeira fase, grupo A"
GB,M,400,A,08,Y,0,Men's Preliminary - Group A,"Masculino, primeira fase, grupo A",Men's Preliminary - Group A,"Masculino, primeira fase, grupo A",EventUnit,15,HTEAM,N,Y,Preliminary - Group A,"Primeira fase, grupo A"
GB,M,400,A,09,Y,0,Men's Preliminary - Group A,"Masculino, primeira fase, grupo A",Men's Preliminary - Group A,"Masculino, primeira fase, grupo A",EventUnit,15,HTEAM,N,Y,Preliminary - Group A,"Primeira fase, grupo A"
GB,M,400,A,10,Y,0,Men's Preliminary - Group A,"Masculino, primeira fase, grupo A",Men's Preliminary - Group A,"Masculino, primeira fase, grupo A",EventUnit,15,HTEAM,N,Y,Preliminary - Group A,"Primeira fase, grupo A"
GB,M,400,B,00,N,0,Men's Preliminary - Group B,"Masculino, primeira fase, grupo B",Men's Preliminary - Group B,"Masculino, primeira fase, grupo B",Phase,14,NONE,N,N,Preliminary - Group B,"Primeira fase, grupo B"
GB,M,400,B,01,Y,0,Men's Preliminary - Group B,"Masculino, primeira fase, grupo B",Men's Preliminary - Group B,"Masculino, primeira fase, grupo B",EventUnit,15,HTEAM,N,Y,Preliminary - Group B,"Primeira fase, grupo B"
GB,M,400,B,02,Y,0,Men's Preliminary - Group B,"Masculino, primeira fase, grupo B",Men's Preliminary - Group B,"Masculino, primeira fase, grupo B",EventUnit,15,HTEAM,N,Y,Preliminary - Group B,"Primeira fase, grupo B"
GB,M,400,B,03,Y,0,Men's Preliminary - Group B,"Masculino, primeira fase, grupo B",Men's Preliminary - Group B,"Masculino, primeira fase, grupo B",EventUnit,15,HTEAM,N,Y,Preliminary - Group B,"Primeira fase, grupo B"
GB,M,400,B,04,Y,0,Men's Preliminary - Group B,"Masculino, primeira fase, grupo B",Men's Preliminary - Group B,"Masculino, primeira fase, grupo B",EventUnit,15,HTEAM,N,Y,Preliminary - Group B,"Primeira fase, grupo B"
GB,M,400,B,05,Y,0,Men's Preliminary - Group B,"Masculino, primeira fase, grupo B",Men's Preliminary - Group B,"Masculino, primeira fase, grupo B",EventUnit,15,HTEAM,N,Y,Preliminary - Group B,"Primeira fase, grupo B"
GB,M,400,B,06,Y,0,Men's Preliminary - Group B,"Masculino, primeira fase, grupo B",Men's Preliminary - Group B,"Masculino, primeira fase, grupo B",EventUnit,15,HTEAM,N,Y,Preliminary - Group B,"Primeira fase, grupo B"
GB,M,400,B,07,Y,0,Men's Preliminary - Group B,"Masculino, primeira fase, grupo B",Men's Preliminary - Group B,"Masculino, primeira fase, grupo B",EventUnit,15,HTEAM,N,Y,Preliminary - Group B,"Primeira fase, grupo B"
GB,M,400,B,08,Y,0,Men's Preliminary - Group B,"Masculino, primeira fase, grupo B",Men's Preliminary - Group B,"Masculino, primeira fase, grupo B",EventUnit,15,HTEAM,N,Y,Preliminary - Group B,"Primeira fase, grupo B"
GB,M,400,B,09,Y,0,Men's Preliminary - Group B,"Masculino, primeira fase, grupo B",Men's Preliminary - Group B,"Masculino, primeira fase, grupo B",EventUnit,15,HTEAM,N,Y,Preliminary - Group B,"Primeira fase, grupo B"
GB,M,400,B,10,Y,0,Men's Preliminary - Group B,"Masculino, primeira fase, grupo B",Men's Preliminary - Group B,"Masculino, primeira fase, grupo B",EventUnit,15,HTEAM,N,Y,Preliminary - Group B,"Primeira fase, grupo B"
GB,M,400,M,00,Y,0,Men's VC,"Masculino, cerimônia de premiação",Men's Victory Ceremony,"Masculino, cerimônia de premiação",Medals,17,NONE,N,Y,Victory Ceremony,Cerimônia de premiação
GB,W,000,0,00,N,0,Women's Goalball,Goalball feminino,Women's Goalball,Goalball feminino,Gender,10,NONE,N,N,"",""
GB,W,400,0,00,N,0,Women's Team,Torneio feminino,Women's Team,Torneio feminino,Event,13,NONE,N,N,"",""
GB,W,400,0,01,N,0,Team # 1,Equipe 1,Team # 1,Equipe 1,Team,7,NONE,N,N,"",""
GB,W,400,0,02,N,0,Team # 2,Equipe 2,Team # 2,Equipe 2,Team,7,NONE,N,N,"",""
GB,W,400,0,03,N,0,Team # 3,Equipe 3,Team # 3,Equipe 3,Team,7,NONE,N,N,"",""
GB,W,400,0,04,N,0,Team # 4,Equipe 4,Team # 4,Equipe 4,Team,7,NONE,N,N,"",""
GB,W,400,0,05,N,0,Team # 5,Equipe 5,Team # 5,Equipe 5,Team,7,NONE,N,N,"",""
GB,W,400,0,06,N,0,Team # 6,Equipe 6,Team # 6,Equipe 6,Team,7,NONE,N,N,"",""
GB,W,400,0,07,N,0,Team # 7,Equipe 7,Team # 7,Equipe 7,Team,7,NONE,N,N,"",""
GB,W,400,0,08,N,0,Team # 8,Equipe 8,Team # 8,Equipe 8,Team,7,NONE,N,N,"",""
GB,W,400,0,09,N,0,Team # 9,Equipe 9,Team # 9,Equipe 9,Team,7,NONE,N,N,"",""
GB,W,400,0,10,N,0,Team # 10,Equipe 10,Team # 10,Equipe 10,Team,7,NONE,N,N,"",""
GB,W,400,1,00,N,0,Women's Finals,"Feminino, finais",Women's Finals,"Feminino, finais",Phase,14,NONE,N,N,Finals,Finais
GB,W,400,1,01,Y,1,Women's Gold Medal Match,"Feminino, disputa pelo ouro",Women's Gold Medal Match,"Feminino, disputa pelo ouro",EventUnit,15,HTEAM,N,Y,Medal Match,Disputa pelo ouro
GB,W,400,1,02,Y,2,Women's Bronze Medal Match,"Feminino, disputa pelo bronze",Women's Bronze Medal Match,"Feminino, disputa pelo bronze",EventUnit,15,HTEAM,N,Y,Medal Match,Disputa pelo bronze
GB,W,400,2,00,N,0,Women's Semifinals,"Feminino, semifinais",Women's Semifinals,"Feminino, semifinais",Phase,14,NONE,N,N,Semifinals,Semifinais
GB,W,400,2,01,Y,0,Women's Semifinal,"Feminino, semifinal",Women's Semifinal,"Feminino, semifinal",EventUnit,15,HTEAM,N,Y,Semifinal,Semifinal
GB,W,400,2,02,Y,0,Women's Semifinal,"Feminino, semifinal",Women's Semifinal,"Feminino, semifinal",EventUnit,15,HTEAM,N,Y,Semifinal,Semifinal
GB,W,400,3,00,N,0,Women's Quarterfinals,"Feminino, quartas de final",Women's Quarterfinals,"Feminino, quartas de final",Phase,14,NONE,N,N,Quarterfinals,Quartas de final
GB,W,400,3,01,Y,0,Women's Quarterfinal,"Feminino, quartas de final",Women's Quarterfinal,"Feminino, quartas de final",EventUnit,15,HTEAM,N,Y,Quarterfinal,Quartas de final
GB,W,400,3,02,Y,0,Women's Quarterfinal,"Feminino, quartas de final",Women's Quarterfinal,"Feminino, quartas de final",EventUnit,15,HTEAM,N,Y,Quarterfinal,Quartas de final
GB,W,400,3,03,Y,0,Women's Quarterfinal,"Feminino, quartas de final",Women's Quarterfinal,"Feminino, quartas de final",EventUnit,15,HTEAM,N,Y,Quarterfinal,Quartas de final
GB,W,400,3,04,Y,0,Women's Quarterfinal,"Feminino, quartas de final",Women's Quarterfinal,"Feminino, quartas de final",EventUnit,15,HTEAM,N,Y,Quarterfinal,Quartas de final
GB,W,400,9,00,N,0,Women's Preliminary,"Feminino, primeira fase",Women's Preliminary,"Feminino, primeira fase",Phase,14,NONE,N,N,Preliminary,Primeira fase
GB,W,400,A,00,N,0,Women's Preliminary - Group A,"Feminino, primeira fase, grupo A",Women's Preliminary - Group A,"Feminino, primeira fase, grupo A",Phase,14,NONE,N,N,Preliminary - Group A,"Primeira fase, grupo A"
GB,W,400,A,01,Y,0,Women's Preliminary - Group A,"Feminino, primeira fase, grupo A",Women's Preliminary - Group A,"Feminino, primeira fase, grupo A",EventUnit,15,HTEAM,N,Y,Preliminary - Group A,"Primeira fase, grupo A"
GB,W,400,A,02,Y,0,Women's Preliminary - Group A,"Feminino, primeira fase, grupo A",Women's Preliminary - Group A,"Feminino, primeira fase, grupo A",EventUnit,15,HTEAM,N,Y,Preliminary - Group A,"Primeira fase, grupo A"
GB,W,400,A,03,Y,0,Women's Preliminary - Group A,"Feminino, primeira fase, grupo A",Women's Preliminary - Group A,"Feminino, primeira fase, grupo A",EventUnit,15,HTEAM,N,Y,Preliminary - Group A,"Primeira fase, grupo A"
GB,W,400,A,04,Y,0,Women's Preliminary - Group A,"Feminino, primeira fase, grupo A",Women's Preliminary - Group A,"Feminino, primeira fase, grupo A",EventUnit,15,HTEAM,N,Y,Preliminary - Group A,"Primeira fase, grupo A"
GB,W,400,A,05,Y,0,Women's Preliminary - Group A,"Feminino, primeira fase, grupo A",Women's Preliminary - Group A,"Feminino, primeira fase, grupo A",EventUnit,15,HTEAM,N,Y,Preliminary - Group A,"Primeira fase, grupo A"
GB,W,400,A,06,Y,0,Women's Preliminary - Group A,"Feminino, primeira fase, grupo A",Women's Preliminary - Group A,"Feminino, primeira fase, grupo A",EventUnit,15,HTEAM,N,Y,Preliminary - Group A,"Primeira fase, grupo A"
GB,W,400,A,07,Y,0,Women's Preliminary - Group A,"Feminino, primeira fase, grupo A",Women's Preliminary - Group A,"Feminino, primeira fase, grupo A",EventUnit,15,HTEAM,N,Y,Preliminary - Group A,"Primeira fase, grupo A"
GB,W,400,A,08,Y,0,Women's Preliminary - Group A,"Feminino, primeira fase, grupo A",Women's Preliminary - Group A,"Feminino, primeira fase, grupo A",EventUnit,15,HTEAM,N,Y,Preliminary - Group A,"Primeira fase, grupo A"
GB,W,400,A,09,Y,0,Women's Preliminary - Group A,"Feminino, primeira fase, grupo A",Women's Preliminary - Group A,"Feminino, primeira fase, grupo A",EventUnit,15,HTEAM,N,Y,Preliminary - Group A,"Primeira fase, grupo A"
GB,W,400,A,10,Y,0,Women's Preliminary - Group A,"Feminino, primeira fase, grupo A",Women's Preliminary - Group A,"Feminino, primeira fase, grupo A",EventUnit,15,HTEAM,N,Y,Preliminary - Group A,"Primeira fase, grupo A"
GB,W,400,B,00,N,0,Women's Preliminary - Group B,"Feminino, primeira fase, grupo B",Women's Preliminary - Group B,"Feminino, primeira fase, grupo B",Phase,14,NONE,N,N,Preliminary - Group B,"Primeira fase, grupo B"
GB,W,400,B,01,Y,0,Women's Preliminary - Group B,"Feminino, primeira fase, grupo B",Women's Preliminary - Group B,"Feminino, primeira fase, grupo B",EventUnit,15,HTEAM,N,Y,Preliminary - Group B,"Primeira fase, grupo B"
GB,W,400,B,02,Y,0,Women's Preliminary - Group B,"Feminino, primeira fase, grupo B",Women's Preliminary - Group B,"Feminino, primeira fase, grupo B",EventUnit,15,HTEAM,N,Y,Preliminary - Group B,"Primeira fase, grupo B"
GB,W,400,B,03,Y,0,Women's Preliminary - Group B,"Feminino, primeira fase, grupo B",Women's Preliminary - Group B,"Feminino, primeira fase, grupo B",EventUnit,15,HTEAM,N,Y,Preliminary - Group B,"Primeira fase, grupo B"
GB,W,400,B,04,Y,0,Women's Preliminary - Group B,"Feminino, primeira fase, grupo B",Women's Preliminary - Group B,"Feminino, primeira fase, grupo B",EventUnit,15,HTEAM,N,Y,Preliminary - Group B,"Primeira fase, grupo B"
